country,namePlant,latitude,longitude,primaryfuel
Brazil,Stepie Ulb,-29.914,-51.1745,gas
Brazil,Sobral 1,-8.465,-42.565,solar
Brazil,Sociedade de Educação Tiradentes,-10.9902,-37.0854,oil
Brazil,Socorro,-22.6,-46.5,hydro
Brazil,Sodre,-22.65,-45.3,hydro
Brazil,Sol,-20.1246,-40.2917,other
Brazil,Sonda - São Bernardo,-23.69,-46.5555,oil
Brazil,Sonora,-17.6183,-54.764,biomass
Brazil,Sociedade Hospitalar Samaritano,-23.544,-46.6265,oil
Brazil,Laticínio Scala,-19.8605,-47.4301,oil
Brazil,Geramar II (Antiga Nova Olinda),-3.5274,-44.5174,oil
Brazil,Laticinios Bela Vista - Governador Valadares,-18.8588,-41.7966,oil
Brazil,Calçoene,2.502,-50.9395,oil
Brazil,Calçados Azaléia,-15.245,-40.2385,oil
Brazil,Calheiros,-20.9847,-41.71,hydro
Brazil,Calango 6,-6.0132,-36.4499,wind
Brazil,Calango 5,-6.0303,-36.488,wind
Brazil,Calango 4,-6.0236,-36.472,wind
Brazil,Calango 3,-6.0489,-36.546,wind
Brazil,Calango 2,-6.0166,-36.4835,wind
Brazil,Calango 1,-6.0339,-36.544,wind
Brazil,Cajuru,-20.2394,-44.7539,hydro
Brazil,Cajucoco,-2.9159,-39.9544,wind
Brazil,Caju,-26.9517,-52.4594,hydro
Brazil,Caixão,-20.0569,-44.6089,hydro
Brazil,Caititu,-14.4528,-42.641,wind
Brazil,Caetité C,-14.1082,-42.4746,wind
Brazil,Caetité B,-14.1146,-42.4749,wind
Brazil,Caetité A,-14.1415,-42.4783,wind
Brazil,Cachoeira Poço Preto I,-24.0381,-49.4617,hydro
Brazil,Cachoeira Poço Preto II,-24.0479,-49.4578,hydro
Brazil,Cachoeira da Lixa,-17.0742,-40.0683,hydro
Brazil,Cachoeira do Brumado,-21.8528,-43.8886,hydro
Brazil,Cachoeira do Lavrinha (Antiga São Patrício),-15.5161,-49.4847,hydro
Brazil,Cachoeirinha,-22.57,-46.41,hydro
Brazil,Camargos,-21.3256,-44.6161,hydro
Brazil,Cachoeirão,-19.4367,-41.6142,hydro
Brazil,Caconde,-21.5767,-46.6242,hydro
Brazil,Cadam,0.3843,-53.954,oil
Brazil,Caetité,-14.1272,-42.5471,wind
Brazil,Caetité 1,-14.1632,-42.4845,wind
Brazil,Caetité 2,-14.185,-42.503,wind
Brazil,Caetité 3,-14.2194,-42.507,wind
Brazil,Cacimbas 1,-3.2532,-39.2809,wind
Brazil,Camaçari,-12.694,-38.3145,gas
Brazil,Cambará,-15.9697,-55.0883,hydro
Brazil,Camera Ijui,-28.4317,-53.878,oil
Brazil,Canabrava,-21.6491,-41.3957,biomass
Brazil,Canastra,-29.3934,-50.7465,hydro
Brazil,Canatiba Tupis,-22.7731,-47.366,oil
Brazil,Canaã,-22.9258,-47.5567,biomass
Brazil,Candiba,-14.1831,-42.6227,wind
Brazil,Candiota III,-31.5458,-53.6566,coal
Brazil,Cana Brava,-13.3992,-48.1425,hydro
Brazil,Canoa Quebrada,-12.7833,-56.0,hydro
Brazil,Canoas II,-22.9361,-50.2497,hydro
Brazil,Cantú 2,-24.7458,-52.4681,hydro
Brazil,Capigui,-28.352,-52.204,hydro
Brazil,Capivara (Escola de Engenharia Mackenzie),-22.658,-51.3598,hydro
Brazil,Capivari,-28.1156,-48.966,hydro
Brazil,Capricho,-9.3335,-36.1501,biomass
Brazil,Canoas I,-22.9414,-50.5169,hydro
Brazil,Cachoeira Paulista,-22.7486,-44.9056,hydro
Brazil,Camurim,-6.5576,-34.9721,wind
Brazil,Campos (Antiga Roberto Silveira),-21.7155,-41.3285,gas
Brazil,Camera Santa Rosa,-27.8548,-54.4707,oil
Brazil,Camera São Luiz Gonzaga,-28.4007,-54.9626,oil
Brazil,Camil Alimentos - Camaquã,-30.8189,-51.7039,biomass
Brazil,Caminho da Praia,-8.3344,-35.0053,wind
Brazil,Campina Grande,-7.2307,-35.89,oil
Brazil,Campo Belo,-26.6123,-51.7401,wind
Brazil,Campos Novos,-27.6017,-51.3169,hydro
Brazil,Campo Florido,-19.8091,-48.7255,biomass
Brazil,Campo Maior,-4.8424,-42.1836,oil
Brazil,Campo Real,-25.4175,-51.7514,hydro
Brazil,Campo dos Ventos I,-5.345,-35.9428,wind
Brazil,Campo dos Ventos II,-5.3201,-35.9322,wind
Brazil,Campo dos Ventos III,-5.3356,-35.9669,wind
Brazil,Campo dos Ventos V,-5.2931,-35.9479,wind
Brazil,Campo Lindo,-10.4681,-37.1815,biomass
Brazil,Capuava,-23.66,-46.5285,oil
Brazil,Cachoeira Dourada,-18.5025,-49.4931,hydro
Brazil,Cachoeira,-12.4922,-60.4717,hydro
Brazil,CINDACTA IV,-3.0574,-60.077,oil
Brazil,CINAL/TRIKEM,-9.706,-35.8855,gas
Brazil,CIF Mineração,-21.7551,-42.5483,oil
Brazil,CEUMA - ASSOCIAÇÃO DE ENSINO SUPERIOR,-2.5268,-44.2972,oil
Brazil,CERÂMICA PORTO FERREIRA,-21.8499,-47.4697,oil
Brazil,CENPES - Petrobrás,-22.899,-43.1985,gas
Brazil,CEM (Antiga Camen),-17.9237,-49.1895,biomass
Brazil,CECOL,-22.478,-47.4472,oil
Brazil,CD Cordeirópolis,-22.4888,-47.3903,oil
Brazil,CATUAÍ MARINGÁ,-23.4163,-51.9611,oil
Brazil,CATIVA I,-27.0016,-49.3639,biomass
Brazil,CATERPILLAR 2500KVA 3412 UNIDADE CAMPO DO MEIO,-21.8438,-46.4923,oil
Brazil,CAS-BC,-22.9044,-47.0625,oil
Brazil,CARGILL AGRICOLA SA CNPJ: 60.498.706/0130-54,-18.3519,-49.2197,oil
Brazil,CARBOFER,-20.1602,-44.9091,oil
Brazil,CAMPINAS - 1,-22.9111,-47.0964,oil
Brazil,CAE South,-23.4628,-46.5333,oil
Brazil,Braço Seco,-21.6078,-45.4239,hydro
Brazil,Brecha,-20.5458,-42.9625,hydro
Brazil,Brejauba,-18.9114,-42.44,hydro
Brazil,Brotas,-22.3465,-48.0965,biomass
Brazil,Brumado,-14.196,-41.6572,oil
Brazil,Bruno Heidrich,-27.0986,-50.13,hydro
Brazil,CMPC (Antiga Aracruz Unidade Guaíba),-30.1293,-51.2975,biomass
Brazil,Budai,-23.5235,-46.893,oil
Brazil,Bugres,-29.3464,-50.7016,hydro
Brazil,Buricá,-27.925,-54.0792,hydro
Brazil,Buriti,-2.8853,-39.9839,wind
Brazil,Buritirana,-11.9272,-46.2972,hydro
Brazil,Byk,-22.702,-46.9765,oil
Brazil,CAAL,-29.7825,-55.7695,biomass
Brazil,Buettner,-27.094,-48.908,oil
Brazil,CNH Alvorada do Oeste,-11.335,-62.2767,oil
Brazil,CNH Buritis,-10.2125,-63.8294,oil
Brazil,CNH Campo Novo,-10.5681,-63.6072,oil
Brazil,CST,-20.125,-40.2985,oil
Brazil,CTA-MR,-25.4233,-49.2803,oil
Brazil,CTE Fibra,-22.696,-47.3422,gas
Brazil,CTR Juiz de Fora,-21.6187,-43.4217,waste
Brazil,Caa-Yari,-27.4292,-54.1206,hydro
Brazil,Caapiranga,-3.3255,-61.2016,gas
Brazil,CRV,-15.3429,-49.72,biomass
Brazil,Caarapó,-22.6105,-54.6848,biomass
Brazil,Cabixi,-12.9567,-60.1247,hydro
Brazil,Cabixi II,-13.0194,-60.1128,hydro
Brazil,Cabo de Santo Agostinho,-8.283,-35.0255,oil
Brazil,Caboclo,-20.495,-43.4828,hydro
Brazil,Cabot Mauá,-23.6367,-46.4621,oil
Brazil,Cabrera,-19.3074,-50.7083,biomass
Brazil,Cabeça de Boi,-10.3542,-56.985,hydro
Brazil,Cachoeira Caldeirão,0.8533,-51.2917,hydro
Brazil,COSIMAT,-19.5488,-44.0664,oil
Brazil,CONDOMINIO SAO CONRADO FASHION MALL,-22.9924,-43.25,oil
Brazil,CNH Costa Marques,-12.4342,-64.2225,oil
Brazil,CNH Cujubim,-9.3633,-62.5856,oil
Brazil,CNH Distrito de Triunfo,-9.2851,-63.1306,oil
Brazil,CNH Machadinho,-9.4164,-61.9947,oil
Brazil,CNH Nova Califórnia,-9.7378,-66.6061,oil
Brazil,CNH São Francisco,-12.0406,-63.5722,oil
Brazil,CONDOMINIO VOLUNTARIO VIA VERDE SHOPPING CENTER,-9.9818,-67.8383,oil
Brazil,CNH União Bandeirantes,-9.7008,-64.5192,oil
Brazil,CNH Vila Extrema,-9.7719,-66.3425,oil
Brazil,CNH Vista Alegre,-9.6469,-65.725,oil
Brazil,CNT,-14.3432,-48.4308,oil
Brazil,COCAM CIA DE CAFÉ SOLÚVEL E DERIVADOS,-21.1268,-48.9628,oil
Brazil,CONCESSIONARIA AEROPORTO RIO DE JANEIRO SA,-22.8061,-43.2582,oil
Brazil,CONDOMINIO EDIFICIO SHOPPING PATIO MACEIO,-9.5546,-35.7366,oil
Brazil,CNH Vale do Anari,-9.8639,-62.1658,oil
Brazil,Braço Norte IV,-9.6833,-54.9667,hydro
Brazil,Capão Preto,-21.85,-47.7833,hydro
Brazil,Caracaraí,1.8265,-61.1136,oil
Brazil,Cia de Alimentos Ibituruna,-18.7794,-41.9541,oil
Brazil,Cia Minuano,-29.3584,-51.9556,oil
Brazil,Chuí V,-33.6681,-53.4218,wind
Brazil,Chuí IV,-33.6647,-53.4164,wind
Brazil,Chuí II,-33.6594,-53.4003,wind
Brazil,Chuí I,-33.6565,-53.3936,wind
Brazil,Chuí 09,-33.6875,-53.381,wind
Brazil,Chupinguaia,-12.5333,-60.8889,oil
Brazil,Chris Cintos,-23.6461,-46.6386,oil
Brazil,Chibarro,-21.8881,-48.1472,hydro
Brazil,Chavantes,-23.1286,-49.7314,hydro
Brazil,Chapadão Agroenergia,-21.1994,-50.1965,biomass
Brazil,Chaminé,-25.8153,-49.0606,hydro
Brazil,Cevasa,-20.7478,-47.4218,biomass
Brazil,Cesar Park Business Hotel/Globenergy,-23.459,-46.5235,gas
Brazil,Cesar Filho,-12.2698,-61.1862,hydro
Brazil,Cerâmicos Fortaleza,-22.407,-47.5515,oil
Brazil,Centro Oeste Iguatemi,-23.1627,-54.3845,biomass
Brazil,Cepasa,-8.1096,-35.0039,biomass
Brazil,Cerradão,-19.9183,-49.1458,biomass
Brazil,Cerro Chato I (Antiga Coxilha Negra V),-30.8407,-55.7251,wind
Brazil,Cerro Chato II (Antiga Coxilha Negra VI),-30.8485,-55.6856,wind
Brazil,Cerro Chato III (Antiga Coxilha Negra VII),-30.8018,-55.7142,wind
Brazil,Cidade Nova,-3.0241,-59.9592,oil
Brazil,Cerro Chato IV,-30.8327,-55.7558,wind
Brazil,Cerro Chato VI,-30.783,-55.6906,wind
Brazil,Cerro dos Trindade,-30.8512,-55.7527,wind
Brazil,Cervejaria Petrópolis,-22.31,-42.8644,oil
Brazil,Cervejaria Petrópolis - Alagoinhas,-12.0843,-38.3436,oil
Brazil,Cervejatia Petrópolis - Itapissuma,-7.7943,-34.9166,oil
Brazil,Cerâmica Urussanga,-28.5308,-49.3094,oil
Brazil,Cerro Chato V,-30.7957,-55.7556,wind
Brazil,Cidezal,-13.37,-59.0126,hydro
Brazil,Citrosuco,-21.5947,-48.3636,biomass
Brazil,Citrovita Catanduva,-21.134,-48.9635,biomass
Brazil,Coinbra - Frutesp,-20.9295,-48.5072,biomass
Brazil,Colino 1,-17.0778,-40.0853,hydro
Brazil,Colino 2,-17.0725,-40.1047,hydro
Brazil,Colombo Ariranha,-21.2116,-48.8296,biomass
Brazil,Colombo Ariranha 2,-21.2118,-48.828,biomass
Brazil,Colombo Palestina,-20.3107,-49.5898,biomass
Brazil,Cogeração International Paper - Fases I e II,-22.3563,-46.9605,oil
Brazil,Colombo Santa Albertina,-20.0361,-50.6662,biomass
Brazil,Colorado,-20.2792,-48.1755,biomass
Brazil,Colorado do Oeste,-13.1149,-60.5186,oil
Brazil,Colônia,-3.5422,-38.8784,wind
Brazil,Combustol,-23.4864,-46.7439,oil
Brazil,Comendador Venâncio,-21.1667,-42.0833,hydro
Brazil,Comigo,-15.4212,-49.7344,biomass
Brazil,Color Visão do Brasil Indústria Acrílica,-21.2305,-50.5078,oil
Brazil,Centro Administrativo Farroupilha,-30.029,-51.2205,oil
Brazil,Cogeração De Millus Av. Brasil,-22.9192,-43.4408,gas
Brazil,Cofercatu,-22.8892,-51.3931,biomass
Brazil,Clealco Clementina,-21.578,-50.4216,biomass
Brazil,Clealco Queiroz,-21.8503,-50.2472,biomass
Brazil,Coaracy Nunes,0.9031,-51.2592,hydro
Brazil,Cocais Grande,-19.5319,-42.7672,hydro
Brazil,Cocal,-22.47,-50.7793,biomass
Brazil,Cocal II,-22.5268,-51.494,biomass
Brazil,Cogeracao Diesel - Cargilll de Castro Pr,-24.7758,-49.8856,oil
Brazil,Cocamar Maringá,-23.4303,-51.9774,biomass
Brazil,Codora,-15.2714,-49.158,biomass
Brazil,Codorna,-20.1517,-43.8842,hydro
Brazil,Coelhos I,-6.5758,-34.9718,wind
Brazil,Coelhos II,-6.5701,-34.9674,wind
Brazil,Coelhos III,-6.5566,-34.9664,wind
Brazil,Coelhos IV,-6.5814,-34.9747,wind
Brazil,Codajás,-3.8366,-62.053,gas
Brazil,Capão do Inglês,-30.9163,-55.7084,wind
Brazil,Central de Cogeração Shopping Caxias,-22.7818,-43.3025,gas
Brazil,Central Olho D Água,-7.4176,-35.2441,biomass
Brazil,Catanduva (Antiga Cerradinho),-21.0966,-48.9335,biomass
Brazil,Catanduva,-21.1254,-48.8248,biomass
Brazil,Castro Alves,-29.0083,-51.3792,hydro
Brazil,Castelo Branco Office Park,-23.5066,-46.8666,oil
Brazil,Castaman III,-13.1517,-60.6567,hydro
Brazil,Castaman I (Antiga Enganado),-13.0839,-60.6222,hydro
Brazil,Cascata das Andorinhas,-27.35,-52.7667,hydro
Brazil,Cascata Chupinguaia,-12.7139,-60.8717,hydro
Brazil,Cascata,-26.5889,-51.7427,wind
Brazil,Casca III,-15.3576,-55.4553,hydro
Brazil,Casca II,-15.3636,-55.4453,hydro
Brazil,Casa de Geradores de Energia Elétrica F-242,-23.0951,-45.822,gas
Brazil,Casa de Força,-20.2304,-50.3345,biomass
Brazil,Carrefour SPT,-23.5188,-46.5914,oil
Brazil,Carrefour SAV,-23.9632,-46.36,oil
Brazil,Carrefour CPS,-22.8496,-47.0178,oil
Brazil,Carrefour BGU,-23.4643,-46.5122,oil
Brazil,Caramuru Sorriso,-12.7418,-55.6773,biomass
Brazil,Carandaí,-21.0556,-44.2094,hydro
Brazil,Carangola,-20.7019,-42.0394,hydro
Brazil,Carauari,-5.1149,-67.3281,oil
Brazil,Caravela,-6.556,-34.969,wind
Brazil,Carcará I,-4.9438,-36.9918,wind
Brazil,Catas Altas I,-24.5972,-49.135,hydro
Brazil,Carcará II,-4.9457,-37.0036,wind
Brazil,Cargil Três Lagoas,-20.7978,-51.6318,biomass
Brazil,Cargill Uberlândia,-18.8483,-48.2765,biomass
Brazil,Carioca Shopping,-22.899,-43.1985,gas
Brazil,Carlos Gonzatto,-27.6206,-53.8047,hydro
Brazil,Carrefour - RPN,-21.1593,-47.8055,oil
Brazil,Carrefour - SON,-23.4861,-47.4719,oil
Brazil,Careiro da Várzea,-3.1938,-59.7647,oil
Brazil,Caterpillar,-22.7033,-47.6246,oil
Brazil,Catuai Shopping Center Londrina,-29.1742,-51.2178,oil
Brazil,Caucaia,-3.7327,-38.6434,oil
Brazil,Cencosud - GBarbosa - 31,-12.9792,-38.4697,oil
Brazil,Cencosud - GBarbosa - 35,-12.9914,-38.4486,oil
Brazil,Cencosud - GBarbosa - 6,-10.9414,-37.0581,oil
Brazil,Cencosud - GBarbosa - 81,-9.6312,-35.6999,oil
Brazil,Cencosud - GBarbosa - 84,-9.6489,-35.7058,oil
Brazil,Cencosud - M. Rodrigues - 10,-12.9006,-38.3326,oil
Brazil,Cencosud - GBarbosa - 153,-12.9159,-38.4431,oil
Brazil,Cencosud - M. Rodrigues - 607,-9.4253,-40.5055,oil
Brazil,Cenibra,-19.216,-42.4745,biomass
Brazil,Center Shopping Uberlândia,-18.91,-48.2594,oil
Brazil,Central Energética Ribeirão Preto (Antiga Galo Bravo),-21.1112,-47.8166,biomass
Brazil,Central GH Engenheiro Bernardo Figueiredo,-22.7392,-46.9075,hydro
Brazil,Central I,-26.9197,-50.4114,hydro
Brazil,Central Mineirão,-19.8656,-43.9711,solar
Brazil,Cencosud - M. Rodrigues - 806,-10.9386,-37.0828,oil
Brazil,Central Termelétrica de Geração (Antiga Forjasul),-30.54,-52.5125,biomass
Brazil,Celulose Irani,-26.9416,-51.7466,biomass
Brazil,Celso Furtado (Antiga Termobahia Fase I),-12.7038,-38.5669,gas
Brazil,Caveiras,-27.8156,-50.4803,hydro
Brazil,Cavernoso,-25.4936,-52.2128,hydro
Brazil,Cavernoso II,-25.4933,-52.225,hydro
Brazil,Cazuza Ferreira,-29.0167,-50.7167,hydro
Brazil,Caçador,-28.7055,-51.8506,hydro
Brazil,Caçu,-18.5294,-51.15,hydro
Brazil,Celso Ramos,-26.7578,-52.2578,hydro
Brazil,Caçú I,-18.6013,-51.1913,biomass
Brazil,Cebrace Barra Velha,-26.6347,-48.7047,oil
Brazil,Cebrace Caçapava,-23.1314,-45.7531,oil
Brazil,Cebrace Jacarei,-23.2847,-45.9417,oil
Brazil,Cedasa,-22.453,-47.5205,oil
Brazil,Celpav II,-21.5487,-47.7725,oil
Brazil,Celpav IV,-23.2949,-45.981,gas
Brazil,Ceasa-PE,-8.0668,-34.9225,oil
Brazil,Companhia Brasileira de Vidros Planos,-7.5084,-34.9747,oil
Brazil,Braço Norte III,-9.6667,-54.9667,hydro
Brazil,Braço Norte,-9.8322,-55.0153,hydro
Brazil,Aporé,-18.6805,-52.5842,hydro
Brazil,Apolônio Sales (Antiga Moxotó),-9.3575,-38.2083,hydro
Brazil,Apodi,-5.06,-37.755,solar
Brazil,Apiaí,-24.4789,-49.0636,hydro
Brazil,Apiacás,-9.5527,-57.3722,oil
Brazil,Aparecida Parte III,-3.1257,-60.0281,oil
Brazil,Aparecida Parte II,-3.1257,-60.0233,oil
Brazil,Aparecida Parte I,-3.1257,-60.0233,oil
Brazil,Antônio Viel,-27.2714,-51.5481,hydro
Brazil,Antônio Dias,-19.6047,-42.8583,hydro
Brazil,Antônio Brennand (Antiga  Alto Jauru),-15.0472,-58.7517,hydro
Brazil,Antunes,-27.6497,-51.195,hydro
Brazil,Anori,-3.7068,-61.6518,gas
Brazil,Anna Maria,-21.4858,-43.4539,hydro
Brazil,Anhanguera,-20.4667,-47.8667,hydro
Brazil,Angélica,-22.1522,-53.7618,biomass
Brazil,Angical,-14.3461,-42.6137,wind
Brazil,Alvarães,-3.2293,-64.7739,oil
Brazil,Alvorada,-21.3049,-46.8541,biomass
Brazil,Amador Aguiar I (Antiga Capim Branco I),-18.7903,-48.1472,hydro
Brazil,Amador Aguiar II (Antiga Capim Branco II),-18.6597,-48.4353,hydro
Brazil,Amandina,-22.4341,-53.5685,biomass
Brazil,Amapá Garden Shopping,0.0124,-51.072,oil
Brazil,Apuí,-7.1985,-59.8775,oil
Brazil,Amaturá,-3.3668,-68.1866,oil
Brazil,Americana,-22.699,-47.2842,hydro
Brazil,Ametista,-14.172,-42.7002,wind
Brazil,Amparo,-26.6183,-51.5646,wind
Brazil,Anagé,-14.6286,-41.1889,hydro
Brazil,Anamã,-3.5514,-61.4128,gas
Brazil,Angelina (Antiga Portobello - Corredeira do Encano),-27.4547,-48.9828,hydro
Brazil,Ambient,-21.1008,-47.8035,waste
Brazil,Aquarius,-17.6167,-54.9167,hydro
Brazil,Aquibatã,-26.5848,-51.7532,wind
Brazil,Aracati,-4.5491,-37.7605,oil
Brazil,Asa Branca I,-5.2323,-35.8266,wind
Brazil,Asa Branca II,-5.2286,-35.8808,wind
Brazil,Asa Branca III,-5.2551,-35.8436,wind
Brazil,Asa Branca IV,-5.3291,-35.9916,wind
Brazil,Asa Branca V,-5.3828,-36.0088,wind
Brazil,Asa Branca VI,-5.3596,-35.9987,wind
Brazil,Arvoredo,-27.0667,-52.4833,hydro
Brazil,Asa Branca VII,-5.2529,-35.943,wind
Brazil,Asfor,-3.7817,-38.5182,gas
Brazil,Asja BH,-19.813,-43.9465,waste
Brazil,Aspebras Bahia,-12.7641,-38.3913,oil
Brazil,Assembleia Paraense,-1.413,-48.4363,oil
Brazil,Assis Brasil - TECG,-10.9428,-69.5747,oil
Brazil,Assis Chateaubriand(Antiga Salto Mimoso),-20.6753,-53.5676,hydro
Brazil,Asa Branca VIII,-5.2812,-35.9804,wind
Brazil,Alunorte,-1.5374,-48.723,coal
Brazil,Arturo Andreoli (Antiga Júlio de Mesquita Filho),-25.5681,-53.0742,hydro
Brazil,Arrudas,-19.8953,-43.8783,waste
Brazil,Aracruz,-19.843,-40.0747,biomass
Brazil,Araguaia Shopping,-16.639,-49.2653,oil
Brazil,Araguassu,-10.874,-51.6235,biomass
Brazil,Aralco,-20.9045,-50.4015,biomass
Brazil,Araras DPA,-22.3661,-47.3713,oil
Brazil,Araras Nescafé,-22.3622,-47.3715,oil
Brazil,Artivinco (Antiga Rio Pardo),-21.4998,-47.3568,biomass
Brazil,Aratuá I,-5.0919,-36.3377,wind
Brazil,Areal,-22.2333,-43.0833,hydro
Brazil,Areia,-11.6986,-46.7361,hydro
Brazil,Areia Branca,-4.9686,-36.9009,wind
Brazil,Arembepe (Antiga Camaçari Pólo de Apoio I),-12.6863,-38.2925,oil
Brazil,Arizona 1,-5.3042,-35.382,wind
Brazil,Arroio Trinta,-26.88,-51.2797,hydro
Brazil,Araucária,-25.5843,-49.3464,gas
Brazil,Associação Pró-Ensino Novo Hanburgo,-29.6743,-51.1211,oil
Brazil,Alumar,-2.7028,-44.3415,coal
Brazil,Alto Sucuriú,-19.245,-52.8994,hydro
Brazil,Agropéu,-19.2517,-44.985,biomass
Brazil,Agroalcool,-20.6583,-49.8415,biomass
Brazil,Agro Trafo,-11.675,-46.6722,hydro
Brazil,Agostinho Rodrigues,-20.2617,-43.7981,hydro
Brazil,Aeroporto Internacional do Recife,-8.1297,-34.9085,oil
Brazil,Aeroporto Internacional de Viracopos - Campinas,-23.0029,-47.1249,oil
Brazil,Aeroporto Internacional de São Paulo/Guarulhos-Central Elétrica de Emergência CEE,-23.4293,-46.4571,oil
Brazil,Aeroporto Internacional de Salvador,-12.9041,-38.3153,oil
Brazil,Aeroporto Internacional de Rio Branco,-9.8627,-67.8905,oil
Brazil,Aeroporto Internacional de Congonhas - São Paulo,-23.6234,-46.6464,oil
Brazil,Aeroporto Internacional de Brasília,-15.8627,-47.9072,oil
Brazil,Aeroporto Internacional Tancredo Neves,-19.6371,-43.9625,oil
Brazil,Aeroporto Internacional Salgado Filho,-30.029,-51.2205,oil
Brazil,Aeroporto Internacional Pinto Martins - Terminal de Passageiros (TPS-1),-3.7737,-38.5321,oil
Brazil,Aeroporto Internacional Eduardo Gomes,-3.0293,-60.0239,oil
Brazil,Adriana Agrícola,-16.9399,-53.5185,oil
Brazil,Adria,-21.251,-48.3125,oil
Brazil,14 de Julho,-29.0648,-51.6749,hydro
Brazil,3M Itapetininga,-23.5927,-48.0901,oil
Brazil,3M Sumaré,-22.8152,-47.1781,oil
Brazil,AJ Rorato,-23.9277,-52.4869,oil
Brazil,ALLIANZ PARQUE,-23.5218,-46.6691,oil
Brazil,AMBEV - João Pessoa,-7.111,-34.8536,oil
Brazil,Agrovale,-9.4938,-40.3564,biomass
Brazil,ANHANGUERA EDUCACIONAL SA - CAMPO GRANDE,-20.4633,-54.5918,oil
Brazil,ARS,-13.0992,-54.8189,hydro
Brazil,AVG I-II,-19.4632,-44.2871,biomass
Brazil,Abatedouro São Salvador,-16.0044,-49.7867,oil
Brazil,Abranjo I,-30.7944,-52.6272,hydro
Brazil,Abrasa,-26.7712,-52.1902,hydro
Brazil,Abunã,-9.6868,-65.3633,oil
Brazil,AREVALE,-22.8877,-45.3275,biomass
Brazil,Agudo,-27.5247,-51.5067,hydro
Brazil,Agudos Ambev,-22.465,-48.9785,oil
Brazil,Aguti,-27.3156,-49.0858,hydro
Brazil,Alhandra,-7.2731,-34.9344,wind
Brazil,Almirante Álvaro Alberto - Unidade I (Antiga Angra I),-23.0087,-44.4574,nuclear
Brazil,Almirante Álvaro Alberto - Unidade II (Antiga Angra II),-23.0072,-44.4588,nuclear
Brazil,Alta Floresta,-11.9319,-62.0425,hydro
Brazil,Alta Mogiana,-20.4819,-47.8662,biomass
Brazil,Altero Design,-29.6341,-50.9975,oil
Brazil,Alegria II,-5.1243,-36.3833,wind
Brazil,Alterosa,-19.8563,-44.5989,oil
Brazil,Alto Benedito Novo I,-26.7667,-49.4333,hydro
Brazil,Alto Brejaúba,-18.9011,-42.446,hydro
Brazil,Alto Fêmeas I,-12.45,-45.2,hydro
Brazil,Alto Irani,-27.0094,-52.4303,hydro
Brazil,Alto Jatapu,0.9,-59.3333,hydro
Brazil,Alto Paraguai (Pedro Pedrossian),-14.5069,-56.4025,hydro
Brazil,Alto Benedito Novo,-26.7819,-49.3972,hydro
Brazil,Altos,-5.0321,-42.4358,oil
Brazil,Alegria I,-5.0944,-36.3629,wind
Brazil,Alecrim,-24.0814,-47.5067,hydro
Brazil,Ahlstrom,-23.082,-46.9415,gas
Brazil,Aimorés,-19.4983,-41.0236,hydro
Brazil,Ala Polo,-23.6461,-46.6386,oil
Brazil,Albano Machado,-27.4967,-52.8036,hydro
Brazil,Albatroz,-6.5475,-34.968,wind
Brazil,Albertina,-21.0335,-47.9605,biomass
Brazil,Alegre,-20.7672,-41.5306,hydro
Brazil,Albrás,-1.502,-48.6165,oil
Brazil,Alcoa Porto,-2.172,-56.1635,oil
Brazil,Alcomira,-21.1971,-51.2083,biomass
Brazil,Alcon,-18.4533,-39.9358,biomass
Brazil,Alcon Laboratórios do Brasil,-23.5435,-46.6266,oil
Brazil,Alcoolvale,-20.0833,-51.2895,biomass
Brazil,Alcídia,-22.3457,-52.5145,biomass
Brazil,Alcoa Beneficiamento,-2.506,-56.1625,oil
Brazil,Braço Norte II,-9.7833,-54.9833,hydro
Brazil,Assu V,-5.555,-37.015,solar
Brazil,Assuruá V,-11.1967,-42.6949,wind
Brazil,Bio Fuel,0.9637,-59.9464,biomass
Brazil,Bio Coopcana,-23.2655,-52.4761,biomass
Brazil,Bio Alvorada,-18.4371,-49.1806,biomass
Brazil,Bimbo do Brasil,-23.5435,-46.6266,oil
Brazil,Bimbo,-29.9405,-50.9825,oil
Brazil,Laticinios Bela Vista - Maravilha,-26.7746,-53.1925,oil
Brazil,Biancogrês,-20.125,-40.2985,gas
Brazil,Bertussi,-28.8669,-50.939,hydro
Brazil,Berneck,-25.5382,-49.3615,biomass
Brazil,Bergamini,-23.5435,-46.6266,oil
Brazil,Bergamais,-23.4735,-46.6361,oil
Brazil,Benálcool,-21.2276,-50.7655,biomass
Brazil,Benjamin Constant,-4.3521,-70.0258,oil
Brazil,Benjamim Mário Baptista (Antiga Nova Sinceridade),-20.2139,-41.9889,hydro
Brazil,Bem Brasil,-19.5641,-46.8975,biomass
Brazil,Belo Monte,-3.1264,-51.775,hydro
Brazil,Belo Jardim,-10.0055,-67.7205,oil
Brazil,Barulho,-21.9983,-44.4039,hydro
Brazil,Basf Guaratinguetá,-22.7766,-45.1595,oil
Brazil,Basílica Nossa Senhora da Conceição Aparecida,-22.843,-45.2205,oil
Brazil,Batalha (Antiga Paulista),-17.35,-47.4833,hydro
Brazil,Batatais,-20.7537,-47.5664,biomass
Brazil,Batista,-23.8397,-47.6531,hydro
Brazil,Bioenergética Aroeira,-18.7515,-48.6035,biomass
Brazil,Baturité,-4.3246,-38.8755,oil
