country,country_long,name,latitude,longitude,primary_fuel
CHN,China,Heilongjiang Huanan Yimashan Wind,46.0685,130.5818,Wind
CHN,China,Heilongjiang Hulin Shiqingshan 1st Phase,45.8378,132.9553,Wind
CHN,China,Heilongjiang Jiamusi Jianshan,46.7,130.2833,Wind
CHN,China,Heilongjiang Laobaishan Wind,47.6639,129.6681,Wind
CHN,China,Heilongjiang Mishan Linchang Liumao,45.423,132.058,Wind
CHN,China,Heilongjiang Mudanjiang Xiaoguokui Wind,45.282,129.841,Wind
CHN,China,Heilongjiang Qiqihar power station,47.379,124.051,Coal
CHN,China,Heilongjiang Wangyunfeng Wind,47.9094,130.6655,Wind
CHN,China,Heilongjiang Xingkaihu Fengmishan,45.449,131.999,Wind
CHN,China,Heilongjiang Yilan Chenguang Wind,46.2601,129.5217,Wind
CHN,China,Heilongjiang Yilan Fuqiang Wind,46.1007,130.0454,Wind
CHN,China,Heilongjiang Yilan Jiguanlazishan,46.268,129.731,Wind
CHN,China,Heilongjiang Yilan Jiguanshan Phase 2,46.2377,129.751,Wind
CHN,China,Heimifeng,28.46,113.01,Hydro
CHN,China,Heiniu,41.095,120.3,Solar
CHN,China,Heishan Fangshan Wind,41.9181,122.0611,Wind
CHN,China,Heishan Yangtun Wind,41.9181,122.0944,Wind
CHN,China,Hejiang County Yuanxing Hydro,28.7697,106.1511,Hydro
CHN,China,Hejin power station,35.6131,110.6558,Coal
CHN,China,Hejing A,42.366,86.274,Solar
CHN,China,Hejing B,42.361,86.227,Solar
CHN,China,Hejing C,42.347,86.158,Solar
CHN,China,Hejing D,42.367,86.26,Solar
CHN,China,Hejing E,42.381,86.245,Solar
CHN,China,Hejing F,42.381,86.227,Solar
CHN,China,Hekou,27.3969,102.56,Hydro
CHN,China,Hekou A,38.092,118.407,Solar
CHN,China,Helan A,38.675,106.312,Solar
CHN,China,Helanshan Phase 5,38.1943,105.7755,Wind
CHN,China,Henan Aluminum power station,34.8183,113.259,Coal
CHN,China,Henan Hebi power station,35.7855,114.2404,Coal
CHN,China,Henan Heqi power station,35.7214,114.1855,Coal
CHN,China,Henan Mengdian power station,35.4312,113.8325,Coal
CHN,China,Henan Nengxin Cogen power station,34.0038,113.8667,Coal
CHN,China,Henan Province Ye County Matoushan Wind Power Plant,33.4293,113.2163,Wind
CHN,China,Henan Xinan power station,34.7406,112.0631,Coal
CHN,China,Henan Xinmi power station,34.5,113.5986,Coal
CHN,China,Henan Yongcheng power station,33.9541,116.416,Coal
CHN,China,Henan Yulian power station,34.7967,113.079,Coal
CHN,China,Henan Yuxi Yanshan Wind,34.7728,111.4175,Wind
CHN,China,Henan Zhengzhou,34.8,113.53,Gas
CHN,China,Henan Zhongmai Yongan power station,34.6939,112.9314,Coal
CHN,China,Hengfeng-2 power station,37.7527,115.6012,Coal
CHN,China,Hengjiang Yanzipo,28.3175,104.2661,Hydro
CHN,China,Henglian Wucaiwan power station,44.7896,89.1977,Coal
CHN,China,Hengmen Expansion Gas,22.57,113.57,Gas
CHN,China,Hengmen Gas,22.57,113.57,Gas
CHN,China,Hengshan Jiangsu power station,31.7652,120.1234,Coal
CHN,China,Hengshui Hengxing power station,37.7527,115.601,Coal
CHN,China,Hengtong Chemical Power Station,34.6268,118.3242,Coal
CHN,China,Hengyun A Coal,23.0655,113.4984,Coal
CHN,China,Hengyun B Coal,23.0638,113.5006,Coal
CHN,China,Heping,41.8701,113.9566,Wind
CHN,China,Hepo Coal,37.8458,113.6163,Coal
CHN,China,Heqing County Liuhe Plant,26.4556,100.3211,Hydro
CHN,China,Hesheng Shanshan power station,44.456,86.0984,Coal
CHN,China,Heshuyuan power station,24.3924,116.2608,Coal
CHN,China,Hexi A,44.4511,126.8371,Solar
CHN,China,Hexigten Wind Farm,42.76,117.7,Wind
CHN,China,Hexipuzhen A,38.32,102.203,Solar
CHN,China,Hexipuzhen B,38.313,102.21,Solar
CHN,China,Hexipuzhen C,38.281,102.279,Solar
CHN,China,Hexipuzhen D,38.274,102.302,Solar
CHN,China,Hexipuzhen E,38.268,102.297,Solar
CHN,China,Hexipuzhen F,38.257,102.314,Solar
CHN,China,Heyuan power station,23.567,114.64,Coal
CHN,China,Heze Huarun power station,35.2526,115.686,Coal
CHN,China,Heze power station,35.2407,115.5335,Coal
CHN,China,Hezhou power station,24.7361,111.3464,Coal
CHN,China,Hohhot GCL,40.918,111.968,Solar
CHN,China,Hohhot Jinqiao power station,40.7085,111.7399,Coal
CHN,China,Hohhot Jinshan power station,40.7069,111.4576,Coal
CHN,China,Hongba Small,39.6406,94.8339,Hydro
CHN,China,Hongdunzi A,38.397,106.532,Solar
CHN,China,Hongdunzi B,38.4,106.539,Solar
CHN,China,Hongdunzi II,38.397,106.579,Solar
CHN,China,Hongguozi A,39.19,106.648,Solar
CHN,China,Hongguozi B,39.171,106.628,Solar
CHN,China,Honghua,24.23,109.53,Hydro
CHN,China,Hongjiadu,26.87,105.86,Hydro
CHN,China,Hongjiang,27.13,109.96,Hydro
CHN,China,Hongjun Aluminum power station,45.5,119.6545,Coal
CHN,China,Hongkou Dam,26.8944,119.3279,Hydro
CHN,China,Hongliuwan A,39.579,94.256,Solar
CHN,China,Hongliuwan B,39.603,94.238,Solar
CHN,China,Hongmu II,41.161,113.148,Solar
CHN,China,Hongping,29.06,115.36,Hydro
CHN,China,Hongqi,44.1779,89.025,Solar
CHN,China,Hongqiao Railway Station,31.2,121.32,Solar
CHN,China,Hongshagang,38.957,102.472,Solar
CHN,China,Hongshagang I,38.924,102.548,Solar
CHN,China,Hongshagang II,38.984,102.5,Solar
CHN,China,Hongshagang III,38.923,102.562,Solar
CHN,China,Hongshagang Shiyan Wind,39.0778,102.0782,Wind
CHN,China,Hongshi,42.95,127.13,Hydro
CHN,China,Hongshicun A,44.432,126.985,Solar
CHN,China,Hongshizhai A,34.258,113.435,Solar
CHN,China,Hongsibao,39.3442,106.7377,Solar
CHN,China,Hongsibao p2,39.3471,106.7344,Solar
CHN,China,Hongsibu A,37.486,106.13,Solar
CHN,China,Hongsibu CS,37.438,106.098,Solar
CHN,China,Hongsongwa,42.56,117.74,Wind
CHN,China,Hongxing Er'chang,42.86,93.257,Solar
CHN,China,Hongxing Erchang A,42.861,93.244,Solar
CHN,China,Hongxing Erchang B,42.852,93.249,Solar
CHN,China,Hongxing Erchang C,42.857,93.234,Solar
CHN,China,Hongxing Erchang D,42.86,93.224,Solar
CHN,China,Hongxing Erchang E,42.861,93.207,Solar
CHN,China,Hongxing Erchang F,42.854,93.198,Solar
CHN,China,Hongxing Erchang G,42.851,93.231,Solar
CHN,China,Hongxingqiao Yongsheng County,26.4439,101.0236,Hydro
CHN,China,Hongyan Luoping County,25.2742,104.3644,Hydro
CHN,China,Hongyanchi-1 power station,43.728,87.6292,Coal
CHN,China,Hongyanchi-2 power station,43.7436,87.6576,Coal
CHN,China,Hongyang Lianyungang power station,34.5515,119.5797,Coal
CHN,China,Hongyang Nengyuan power station,41.357,123.2217,Coal
CHN,China,Hongyanhe,39.8,121.48,Nuclear
CHN,China,Hongyuan A,32.832,102.613,Solar
CHN,China,Hongyuan Small,34.22,103.53,Hydro
CHN,China,Hongyuan Waste Coal Cogen power station,44.4196,126.9663,Coal
CHN,China,Hongze A,33.227,119.081,Solar
CHN,China,Hongze B,33.153,118.777,Solar
CHN,China,Horqin 20,43.009,120.8,Solar
CHN,China,Horqin 40,43.009,120.805,Solar
CHN,China,Horqin 60,43.939,122.764,Solar
CHN,China,Hotan IV,37.016,79.783,Solar
CHN,China,Houchang Small Shuicheng County,26.1343,105.1011,Hydro
CHN,China,Houpabu,37.12,119.64,Wind
CHN,China,Houshi power station,24.3031,118.1261,Coal
CHN,China,Hoxud A,42.328,86.807,Solar
CHN,China,Huaan Xipi,25.2,117.467,Hydro
CHN,China,Huachuan (Baoshan) Wind,47.0053,130.9842,Wind
CHN,China,Huachuan (Daqingbeishan) Wind,46.56,130.555,Wind
CHN,China,Huade Changshun Wind,41.8556,113.9422,Wind
CHN,China,Huadian Baotou Tuyou power station,40.5836,110.6228,Coal
CHN,China,Huadian Beijing Miyunp,40.4428,116.7506,Solar
CHN,China,Huadian Bejing,39.89,116.27,Gas
CHN,China,Huadian Changde power station,29.031,111.7,Coal
CHN,China,Huadian Changsha power station,28.4877,112.7985,Coal
CHN,China,Huadian Daan Fengshuishan Phase 1,45.2667,123.4167,Wind
CHN,China,Huadian Daan Fengshuishan Phase 2,45.2956,123.4108,Wind
CHN,China,Huadian Fengjie power station,31.1188,109.4473,Coal
CHN,China,Huadian Fulaerji-2 power station,47.1656,123.5848,Coal
CHN,China,Huadian Fuqing Niutouwei Wind,25.4193,119.2791,Wind
CHN,China,Huadian Gansu Jiayuguan,39.76,98.112,Solar
CHN,China,Huadian Gongxian power station,28.2713,104.6697,Coal
CHN,China,Huadian Guigang power station,23.1128,109.7656,Coal
CHN,China,Huadian Guyuan Phase 3,41.5608,115.6369,Wind
CHN,China,Huadian Guyuan Yueliangshan Wind Phase 1,36.2012,105.6177,Wind
CHN,China,Huadian Haiyuan Wuyuan First Phase Wind,36.661,105.628,Wind
CHN,China,Huadian Hami power station,42.8941,93.4415,Coal
CHN,China,Huadian Harbin-1 power station,45.7099,126.6955,Coal
CHN,China,Huadian Harbin-3 power station,45.9656,126.6637,Coal
CHN,China,Huadian Hebei Guyuan,41.5392,115.5719,Wind
CHN,China,Huadian Hebei Yuzhou Huanghualiang Wind,39.6203,114.6506,Wind
CHN,China,Huadian Hebei Yuzhou Zhenjiawan Wind,39.6417,114.7297,Wind
CHN,China,Huadian Heilongjiang Tangyuan Qushou,46.7469,129.6939,Wind
CHN,China,Huadian Inner Mongolia Guyang Hongnijing,41.45,109.7333,Wind
CHN,China,Huadian Inner Mongolia Keqi Wutaohai Phase 1,44.1542,117.1263,Wind
CHN,China,Huadian Inner Mongolia Naiman Banner First Phase Wind,42.8587,120.9167,Wind
CHN,China,Huadian Jiangling power station,30.0912,112.3106,Coal
CHN,China,Huadian Jilin Shuangliao Namusi Wind,43.456,123.393,Wind
CHN,China,Huadian Jurong power station,32.1949,119.2494,Coal
CHN,China,Huadian Kailu Yihetala Phase One,43.8,120.9417,Wind
CHN,China,Huadian Kailu Yihetala Phase Two,43.8,120.95,Wind
CHN,China,Huadian Kashi power station,39.4812,76.0498,Coal
CHN,China,Huadian Kulun,41.7181,112.6019,Wind
CHN,China,Huadian Laizhou,37.1778,119.8067,Wind
CHN,China,Huadian Laizhou power station,37.4323,120.0177,Coal
CHN,China,Huadian Longkou power station,37.6809,120.3132,Coal
CHN,China,Huadian Luan power station,31.6561,116.4914,Coal
CHN,China,Huadian Luhua power station,38.0516,114.3177,Coal
CHN,China,Huadian Luohe power station,33.5295,114.0979,Coal
CHN,China,Huadian Ningxia Haiyuan Xiajiayao Wind,36.4139,105.5506,Wind
CHN,China,Huadian Ningxia Lingwu power station,38.1483,106.3463,Coal
CHN,China,Huadian Ningxia Ningdong Phase 4,37.8169,106.7003,Wind
CHN,China,Huadian Ningxia Ningdong Phase 5,37.7725,106.5514,Wind
CHN,China,Huadian Ningxia Ningdong Yangjiayao,37.8858,106.6336,Wind
CHN,China,Huadian Ningxia Ningdong Yangjiayao Expansion,37.8536,106.6141,Wind
CHN,China,Huadian Shangde Dongtai,32.77,120.92,Solar
CHN,China,Huadian Shangde Dongtaip,32.768,120.9117,Solar
CHN,China,Huadian Shiliquan power station,34.8144,117.5731,Coal
CHN,China,Huadian Shuozhou power station,39.3575,112.483,Coal
CHN,China,Huadian Sichuan Egongbao,28.2,100.52,Hydro
CHN,China,Huadian Sichuan Mulihe Kajiwa,28.3938,100.5511,Hydro
CHN,China,Huadian Suzhou power station,33.8059,116.9821,Coal
CHN,China,Huadian Tieling Lijiatun,42.375,123.874,Wind
CHN,China,Huadian Turpan power station,42.7312,88.6173,Coal
CHN,China,Huadian Urumqi power station,43.9007,87.6975,Coal
CHN,China,Huadian Wangting power station,31.4444,120.4364,Coal
CHN,China,Huadian Weifang power station,36.6656,119.2632,Coal
CHN,China,Huadian Wind Huitengxile Inner Mongolia,41.6692,112.6248,Wind
CHN,China,Huadian Wuda power station,39.4794,106.7344,Coal
CHN,China,Huadian Wuhu power station,31.2376,118.15,Coal
CHN,China,Huadian Xinjiang Dabancheng First Phase Wind,43.55,87.95,Wind
CHN,China,Huadian Xinjiang Hami Kushui Second,42.5703,95.2394,Wind
CHN,China,Huadian Xinjiang Hami Shisanjianfang First Phase Wind,43.31,91.7,Wind
CHN,China,Huadian Xinzhou Guangyu power station,38.4595,112.7516,Coal
CHN,China,Huadian Xisaishan power station,30.2031,115.1803,Coal
CHN,China,Huadian Xuwen Huangtang Wind,20.5532,110.4632,Wind
CHN,China,Huadian Xuwen Qianshan Wind,20.467,110.225,Wind
CHN,China,Huadian Yangling Cogen power station,34.2592,108.1188,Coal
CHN,China,Huadian Yaochi Power station Unit 2,35.0623,108.0755,Coal
CHN,China,Huadian Yunnan Lijiang Ninglang Maoniuping Wind,27.217,100.933,Wind
CHN,China,Huadian Yunnan Mengzi Duogu Phase 1,23.42,103.48,Wind
CHN,China,Huadian Zhenxiong power station,27.4929,104.9485,Coal
CHN,China,Huadian Zhoushan Xiaosha,30.1255,122.0179,Wind
CHN,China,Huadian Zhuozi power station,40.9221,112.6397,Coal
CHN,China,Huadian Zibo power station,36.7602,118.0532,Coal
CHN,China,Huai'an (Hebei) Coal,40.6458,114.405,Coal
CHN,China,Huai'an - Guoxin Coal,33.5866,119.0126,Coal
CHN,China,Huaibei Guoan power station,33.8445,116.9357,Coal
CHN,China,Huaibei Haizi And Luling Coal Mine Methane,33.5635,116.46,Gas
CHN,China,Huaibei Hushan power station,33.8678,116.8598,Coal
CHN,China,Huaibei Linhuan power station,33.6127,116.5866,Coal
CHN,China,Huaibei Pingshan power station,33.8339,116.8311,Coal
CHN,China,Huainan Fengtai power station,32.7579,116.6492,Coal
CHN,China,Huainan Floating 1,32.613,116.877,Solar
CHN,China,Huainan Floating 2,32.63,116.91,Solar
CHN,China,Huainan Floating CTGNE,32.6,116.64,Solar
CHN,China,Huainan Guqiao power station,32.8142,116.569,Coal
CHN,China,Huainan Luohe power station,32.6837,117.0753,Coal
CHN,China,Huainan Tianji power station,32.7456,116.8134,Coal
CHN,China,Huainan Xinzhuangzi power station,32.6371,116.8472,Coal
CHN,China,Huan County Nanqiu Second Phase,36.9408,106.6656,Wind
CHN,China,Huaneng Anyuan power station,27.642,114.0058,Coal
CHN,China,Huaneng Baishan power station,42.0319,126.5795,Coal
CHN,China,Huaneng Baotou-1 power station,40.6567,109.6583,Coal
CHN,China,Huaneng Baotou-2 power station,40.6778,109.8913,Coal
CHN,China,Huaneng Baotou-3 power station,40.6246,110.0028,Coal
CHN,China,Huaneng Binhai,37.2103,119.0983,Wind
CHN,China,Huaneng Changchun power station,44.04,125.2201,Coal
CHN,China,Huaneng Changxing power station,30.9144,119.9625,Coal
CHN,China,Huaneng Changyi Phase 1,37.093,119.5178,Wind
CHN,China,Huaneng Chaohu power station,31.6516,117.8225,Coal
CHN,China,Huaneng Dali Wuzipo Phase 1 Wind,25.4431,100.3533,Wind
CHN,China,Huaneng Dalian power station,39.0148,121.7244,Coal
CHN,China,Huaneng Dandong power station,39.8385,124.1457,Coal
CHN,China,Huaneng Daqing Aobao,46.195,124.2856,Wind
CHN,China,Huaneng Daqing Heping,46.2583,124.4744,Wind
CHN,China,Huaneng Daqing Wukeshu,46.1989,124.4175,Wind
CHN,China,Huaneng Daqing Xinli,46.2744,124.54,Wind
CHN,China,Huaneng Daqing power station,46.7046,124.847,Coal
CHN,China,Huaneng Dezhou power station,37.4493,116.2416,Coal
CHN,China,Huaneng East Hailar power station,49.2631,119.8314,Coal
CHN,China,Huaneng Eryuan Maanshan,26.1033,100.1083,Wind
CHN,China,Huaneng Fanshi Shanglangjian (Shahe Phase 1) Wind,39.3442,113.6438,Wind
CHN,China,Huaneng Fubei Liangguanyingzi,42.3605,121.4537,Wind
CHN,China,Huaneng Fuxi Zhalanshan,42.1007,121.0811,Wind
CHN,China,Huaneng Fuxin Phase 3,42.78,122.52,Wind
CHN,China,Huaneng Fuxin Zhangbei,42.7631,122.5183,Wind
CHN,China,Huaneng Fuzhou power station,25.9909,119.4816,Coal
CHN,China,Huaneng Gansu Jinchang,38.49,102.32,Solar
CHN,China,Huaneng Geermu,36.39,95.099,Solar
CHN,China,Huaneng Geermu III,36.36,95.109,Solar
CHN,China,Huaneng Geermu Phase II,36.39,95.117,Solar
CHN,China,Huaneng Guangdong Nanao East Island,23.45,117.1,Wind
CHN,China,Huaneng Haikou power station,19.9595,110.0317,Coal
CHN,China,Huaneng Haimen power station,23.1899,116.6553,Coal
CHN,China,Huaneng Hainan East power station,19.0494,108.6364,Coal
CHN,China,Huaneng Hegang power station,47.0955,130.299,Coal
CHN,China,Huaneng Hohhot power station,40.7934,111.5977,Coal
CHN,China,Huaneng Huaiyin power station,33.5959,118.9628,Coal
CHN,China,Huaneng Inner Mongolia Manzhouli Donghu,49.561,117.5809,Wind
CHN,China,Huaneng Inner Mongolia Wuchuan Heishatu,41.1487,110.8354,Wind
CHN,China,Huaneng Jiaxiang power station,35.3845,116.4432,Coal
CHN,China,Huaneng Jinggangshan power station,27.0467,115.0203,Coal
CHN,China,Huaneng Jingmen power station,31.0582,112.2487,Coal
CHN,China,Huaneng Jinling power station,32.1716,119.0195,Coal
CHN,China,Huaneng Jiutai power station,44.1071,125.928,Coal
CHN,China,Huaneng Kangbao Wind Power Phase 1,41.619,114.842,Wind
CHN,China,Huaneng Keyouzhongqi Haoli,44.8161,121.9933,Wind
CHN,China,Huaneng Laiwu power station,36.1339,117.685,Coal
CHN,China,Huaneng Laizhou Phase 2,37.32,119.8872,Wind
CHN,China,Huaneng Linhe power station,40.7826,107.4909,Coal
CHN,China,Huaneng Luntai power station,41.8215,84.0036,Coal
CHN,China,Huaneng Luohuang power station,29.3467,106.4339,Coal
CHN,China,Huaneng Luoyang power station,34.5825,112.4002,Coal
CHN,China,Huaneng Luoyuan power station,26.4114,119.7643,Coal
CHN,China,Huaneng Manzhouli Dalaihu power station,49.3957,117.6481,Coal
CHN,China,Huaneng Manzhouli Guangming power station,49.5922,117.409,Coal
CHN,China,Huaneng Mianchi power station,34.76,111.808,Coal
CHN,China,Huaneng Nanjing Chemical Industrial Park power station,32.202,118.8794,Coal
CHN,China,Huaneng Nanjing Jinling,32.17,119.01,Gas
CHN,China,Huaneng Nanjing power station,32.2069,118.7532,Coal
CHN,China,Huaneng Ningxia Qingtongxia,36.77,106.08,Solar
CHN,China,Huaneng Panjin Dawa,40.8633,122.0386,Wind
CHN,China,Huaneng Pingliang power station,35.5014,106.7871,Coal
CHN,China,Huaneng Qinbei power station,35.1679,112.7162,Coal
CHN,China,Huaneng Qinling power station,34.5333,109.9381,Coal
CHN,China,Huaneng Qufu power station,35.6078,116.9338,Coal
CHN,China,Huaneng Ruijin power station,25.9241,115.1019,Coal
CHN,China,Huaneng Shaanxi Jingbian Longzhou Phase 2,37.282,108.502,Wind
CHN,China,Huaneng Shandong Hekou Phase 3,38.0492,118.4642,Wind
CHN,China,Huaneng Shandong Hekou Phase 4,38.01,118.53,Wind
CHN,China,Huaneng Shandong Penglai Daliuhang Wind Power Phase 1,37.6008,120.9392,Wind
CHN,China,Huaneng Shandong Rushan Phase 2 And Phase 3 Bundle,36.8014,121.5222,Wind
CHN,China,Huaneng Shandong Shouguang Phase 2 Wind,37.2548,118.959,Wind
CHN,China,Huaneng Shandong Shouguang Phase 3 Wind,37.2845,118.8707,Wind
CHN,China,Huaneng Shandong Yishui Mazhan Phase 1 Wind,36.1158,118.7694,Wind
CHN,China,Huaneng Shangan power station,38.057,114.1966,Coal
CHN,China,Huaneng Shangdu power station,42.2237,116.0293,Coal
CHN,China,Huaneng Shanghai Baoshan,31.46,121.4,Gas
CHN,China,Huaneng Shanghai Chongming Qianwei,31.7005,121.605,Wind
CHN,China,Huaneng Shanghai Chongming Qianwei Phase 2,31.737,121.527,Wind
CHN,China,Huaneng Shantou power station,23.3252,116.7364,Coal
CHN,China,Huaneng Shanxi Ningwu Dongmafang Phase 1,38.7036,112.4244,Wind
CHN,China,Huaneng Shanxi Pianguan,39.4119,111.8528,Wind
CHN,China,Huaneng Shanxi Tianzhen Phase 1 Wind,40.1967,114.1509,Wind
CHN,China,Huaneng Shanxi Yuanping Duanjiapu,39.0667,112.675,Wind
CHN,China,Huaneng Siping Phase 1,43.8917,123.6486,Wind
CHN,China,Huaneng Siping Phase 3,43.8956,123.7075,Wind
CHN,China,Huaneng Siping Xinfeng Phase 2,43.9064,123.7819,Wind
CHN,China,Huaneng Siping Xinfeng Phase 4,43.8931,123.5714,Wind
CHN,China,Huaneng Taicang power station,31.6566,121.1799,Coal
CHN,China,Huaneng Tieling Pingdingpu,42.3402,123.9705,Wind
CHN,China,Huaneng Tongchuan power station,34.8494,108.8891,Coal
CHN,China,Huaneng Tongjiang Jiangsheng,47.9361,132.8886,Wind
CHN,China,Huaneng Tongjiang Linjiang,47.9611,132.8606,Wind
CHN,China,Huaneng Tongliao Baolongshan Phase 3,44.0386,122.5711,Wind
CHN,China,Huaneng Tongliao Kezuohouqi Halunhuduga,43.2339,122.2575,Wind
CHN,China,Huaneng Tongliao Kezuozhongqi Dagula,44.1236,121.3647,Wind
CHN,China,Huaneng Tongliao Kezuozhongqi Haorigetu,44.1816,121.778,Wind
CHN,China,Huaneng Tongliao Kezuozhongqi Xibaiyin,44.2078,121.4703,Wind
CHN,China,Huaneng Tongliao Nugusitai Jingguan,43.2867,122.2511,Wind
CHN,China,Huaneng Tongliao Zhurihe Phase 1,44.2661,121.3953,Wind
CHN,China,Huaneng Tongyu Xinhua 1A,44.6119,122.7686,Wind
CHN,China,Huaneng Tongyu Xinhua 1B,44.5708,122.7111,Wind
CHN,China,Huaneng Tongyu Xinhua 1C,44.5531,122.67,Wind
CHN,China,Huaneng Tongyu Xinhua 1D,44.55,122.78,Wind
CHN,China,Huaneng Tongyu Xinhua 1E,44.5078,122.7781,Wind
CHN,China,Huaneng Tongyu Xinhua 1F,44.5147,122.9178,Wind
CHN,China,Huaneng Tuokexun Baiyanghe First Stage,43.0639,88.595,Wind
CHN,China,Huaneng Tuokexun Baiyanghe Third Stage,43.081,88.7558,Wind
CHN,China,Huaneng Weichang Yudaokou Phase 1,42.3321,117.0282,Wind
CHN,China,Huaneng Wuchuan Lihanliang Phase 2,41.1325,110.8583,Wind
CHN,China,Huaneng Wuchuan Shilatu,41.1078,110.8744,Wind
CHN,China,Huaneng Wuhai Cogen power station,39.707,106.8297,Coal
CHN,China,Huaneng Wuhai Haibowan power station,39.3174,106.865,Coal
CHN,China,Huaneng Wujiangyuan Baicaoping,26.9164,104.4964,Wind
CHN,China,Huaneng Wulashan power station,40.6512,108.7674,Coal
CHN,China,Huaneng Xinhua Daqing power station,46.1346,124.6006,Coal
CHN,China,Huaneng Xining power station,36.6292,101.6288,Coal
CHN,China,Huaneng Xinjiang Hami Santanghu Phase 1,44.2809,93.5486,Wind
CHN,China,Huaneng Xinjiang Hami Santanghu Phase 2,44.2731,93.525,Wind
CHN,China,Huaneng Yakeshi Huiliuhe power station,49.2836,120.8357,Coal
CHN,China,Huaneng Yangliuqing power station,39.1512,117.038,Coal
CHN,China,Huaneng Yangluo power station,30.6931,114.5437,Coal
CHN,China,Huaneng Yantai power station,37.5326,121.3159,Coal
CHN,China,Huaneng Yi County Laolongkou Wind,41.662,121.4833,Wind
CHN,China,Huaneng Yichun power station,47.7384,128.7506,Coal
CHN,China,Huaneng Yimin power station,48.5497,119.7739,Coal
CHN,China,Huaneng Yingcheng power station,30.9149,113.6611,Coal
CHN,China,Huaneng Yingkou Coastal power station,40.5815,122.1921,Coal
CHN,China,Huaneng Yingkou power station,40.3042,122.1054,Coal
CHN,China,Huaneng Yueyang power station,29.4498,113.1623,Coal
CHN,China,Huaneng Yuhuan power station,28.1142,121.1398,Coal
CHN,China,Huaneng Yunnan Eryuan Dalongtan,26.0867,100.1025,Wind
CHN,China,Huaneng Yunnan Eryuan Ganhaizi,26.1572,100.1017,Wind
CHN,China,Huaneng Yunnan Eryuan Huangcaopo,26.1711,100.1133,Wind
CHN,China,Huaneng Yushe power station,36.9775,112.9547,Coal
CHN,China,Huaneng Zhanjiang Nansan (Haifeng) Wind,21.1621,110.59,Wind
CHN,China,Huaneng Zhenlai Mali Phase 2,45.8369,123.0028,Wind
CHN,China,Huaneng Zuoquan power station,37.0694,113.3526,Coal
CHN,China,Huangang,32.52,121.14,Wind
CHN,China,Huangdao power station,36.039,120.2193,Coal
CHN,China,Huangfeng Dam,35.8747,102.4334,Hydro
CHN,China,Huanghua A,38.39,117.577,Solar
CHN,China,Huanghua Cangzhou power station,38.3094,117.879,Coal
CHN,China,Huangjiaozhuang Coal,28.7166,104.5543,Coal
CHN,China,Huangling waste coal power station,35.6603,108.9229,Coal
CHN,China,Huanglongdai,23.77,113.74,Hydro
CHN,China,Huanglongtan,32.68,110.52,Hydro
CHN,China,Huangshi,30.09,114.935,Solar
CHN,China,Huangshi Landfill Gas,30.1997,114.99,Gas
CHN,China,Huangshi power station,30.2287,115.0752,Coal
CHN,China,Huangshui Huanghui,36.1794,103.1797,Hydro
CHN,China,Huangtai power station,36.7078,117.088,Coal
CHN,China,Huanren,41.2897,125.3975,Hydro
CHN,China,Huantai power station,36.9788,118.0399,Coal
CHN,China,Huarun Cangnan power station,27.4974,120.663,Coal
CHN,China,Huashan,23.9,112.57,Hydro
CHN,China,Huashuxiang A,28.88,118.733,Solar
CHN,China,Huawei Hetian power station,37.1667,79.906,Coal
CHN,China,Huayi Jinlong Cogen power station,44.4505,84.9699,Coal
CHN,China,Huayin Zhuzhou power station,27.8581,113.1195,Coal
CHN,China,Huayingshan power station,30.8882,107.0508,Coal
CHN,China,Huaze Aluminum power station,35.6586,110.6691,Coal
CHN,China,Hubei Baokang Siping,31.9874,111.1003,Hydro
CHN,China,Hubei Chibi Lushuihe Jiedi Small,29.8206,113.7139,Hydro
CHN,China,Hubei Dahebian,29.724,109.0675,Hydro
CHN,China,Hubei Donggou,31.54,109.58,Hydro
CHN,China,Hubei Enshi Laodukou,30.36,109.7261,Hydro
CHN,China,Hubei Enshi Qinglonghu,30.1917,109.8611,Hydro
CHN,China,Hubei Ezhou power station,30.5519,114.6425,Coal
CHN,China,Hubei Fang County Sanliping,31.9403,110.9719,Hydro
CHN,China,Hubei Laifeng Jinlongtan,29.1475,109.2189,Hydro
CHN,China,Hubei Lichuan Qiyueshan Wind,30.4156,108.7553,Wind
CHN,China,Hubei Lichuan Yunkou,30.3272,108.9378,Hydro
CHN,China,Hubei Longganhu,29.864,116.054,Wind
CHN,China,Hubei Longtanzui,31.6853,110.7678,Hydro
CHN,China,Hubei Province Fang County Fanjiaya,32.4361,110.7569,Hydro
CHN,China,Hubei Province Zigui County Guanyintang,30.9647,110.471,Hydro
CHN,China,Hubei Shenhe Hydro,32.0875,110.2183,Hydro
CHN,China,Hubei Shiyan Longbeiwan,31.8806,110.0644,Hydro
CHN,China,Hubei Shiyan Zhuxi Baishahe,32.0942,109.9196,Hydro
CHN,China,Hubei Tianzhaihe,29.7553,109.1094,Hydro
CHN,China,Hubei Xingfu power station,30.1919,112.6051,Coal
CHN,China,Hubei Xuanen Jintan,29.7967,109.8386,Hydro
CHN,China,Hubei Zaoyang,32.23,112.8,Solar
CHN,China,Huhewenduer II,40.911,106.664,Solar
CHN,China,Huhewenduer III,40.909,106.663,Solar
CHN,China,Huhewenduer IV,40.907,106.663,Solar
CHN,China,Huhhot,40.98,111.7,Hydro
CHN,China,Huian Waste Incineration,24.9469,118.8506,Gas
