country,country_long,name,latitude,longitude,primary_fuel
IDN,Indonesia,Sidorejo/Mrica,-7.4764,110.2622,Hydro
IDN,Indonesia,Sigura gura (asahan II),2.5196,99.2793,Hydro
IDN,Indonesia,Silae,-0.8917,119.8707,Oil
IDN,Indonesia,Singkarak,-0.6909,100.6034,Hydro
IDN,Indonesia,Sipansihaporas,1.7427,98.7792,Hydro
IDN,Indonesia,Sulawesi Mining power station,-2.8274,122.1553,Coal
IDN,Indonesia,Suppa - Pare pare,-4.0135,119.6255,Oil
IDN,Indonesia,Sutami / Karangkates - Brantas,-8.1606,112.4443,Hydro
IDN,Indonesia,Talang Padang,-0.9492,100.3543,Oil
IDN,Indonesia,Tangga (asahan II),2.5479,99.3028,Hydro
IDN,Indonesia,Tanjung Awar-Awar power station,-6.8105,111.9955,Coal
IDN,Indonesia,Tegineneng,-5.6015,104.7988,Oil
IDN,Indonesia,Tello,-5.14,119.4221,Oil
IDN,Indonesia,Tenau Kupang,-10.1667,123.5833,Oil
IDN,Indonesia,Timo / Mrica,-6.9485,110.4069,Hydro
IDN,Indonesia,Tulungagung - Brantas,-8.0657,111.9025,Hydro
IDN,Indonesia,Ubrug/saguling,-6.9039,107.6186,Hydro
IDN,Indonesia,Ulubelu 1 & 2,-5.3096,104.5733,Geothermal
IDN,Indonesia,Wayang Windu,-7.1966,107.6258,Geothermal
IDN,Indonesia,Wlingi - Brantas,-8.0776,112.3311,Hydro
IDN,Indonesia,Wonorejo - Pamekasan,-8.1136,112.2869,Hydro
IRN,Iran,Abadan C.C.,30.402,48.358,Gas
IRN,Iran,Ahwaz (ramiin),31.5027,48.883,Oil
IRN,Iran,Aliabad Power Plant,36.9443,54.8902,Gas
IRN,Iran,Amir Kabir,35.9564,51.089,Hydro
IRN,Iran,Amir Kabir,35.01,48.03,Solar
IRN,Iran,Ardebil Sabalan,38.5315,48.1818,Gas
IRN,Iran,Ardestan,33.396,52.5765,Gas
IRN,Iran,Asalooyeh,27.4866,52.659,Oil
IRN,Iran,Asaluyeh Power Plant,27.4068,52.7818,Gas
IRN,Iran,Bandar Abbas,27.1467,56.1153,Gas
IRN,Iran,Bandar Abbas,27.1467,56.1153,Oil
IRN,Iran,Bandar Imam,30.4813,49.0836,Gas
IRN,Iran,Besat,35.6423,51.4273,Oil
IRN,Iran,Bistoon,34.3468,47.3575,Oil
IRN,Iran,Blue Earth 2,26.93,56.175,Solar
IRN,Iran,Bushehr,28.8298,50.8857,Nuclear
IRN,Iran,Chahbahar (Kenarak),25.2919,60.643,Oil
IRN,Iran,Damavand C.C.,35.4156,51.851,Gas
IRN,Iran,Dez,32.6053,48.464,Hydro
IRN,Iran,Dorood Zan Dam,27.0517,53.6208,Hydro
IRN,Iran,Fajr Petroshimi,30.453,49.086,Gas
IRN,Iran,Farg Darab,28.7519,54.5444,Oil
IRN,Iran,Fars,29.3587,52.6155,Gas
IRN,Iran,Ferdosi C.C.,36.4481,59.4027,Gas
IRN,Iran,Gara Chilar,38.8658,46.5308,Hydro
IRN,Iran,Genevah,29.5387,50.7151,Gas
IRN,Iran,Ghadir,31.66,54.48,Solar
IRN,Iran,Ghaen,28.2013,58.4917,Oil
IRN,Iran,Gilan,37.1586,49.6329,Gas
IRN,Iran,Hormozgan (Khalije Fars),29.3587,52.6155,Gas
IRN,Iran,Iranshahr GT,27.2293,60.4913,Gas
IRN,Iran,Isfahan,32.64,52.06,Solar
IRN,Iran,Jahrom,28.7031,53.542,Gas
IRN,Iran,Jahrom,28.7033,53.545,Gas
IRN,Iran,Jiroft,28.678,57.7406,Hydro
IRN,Iran,Kahak,36.1309,49.7262,Wind
IRN,Iran,Kalan,35.807,51.7914,Hydro
IRN,Iran,Kangan,28.8012,53.7733,Gas
IRN,Iran,Karkheh,32.4858,48.1341,Hydro
IRN,Iran,Karoune 3,31.8055,50.0893,Hydro
IRN,Iran,Karoune 4,31.6001,50.471,Hydro
IRN,Iran,Kazeroon,29.5633,51.696,Gas
IRN,Iran,Kerman,30.21,56.7932,Gas
IRN,Iran,Khalij-e Fars,34.78,48.57,Solar
IRN,Iran,Kharg Olefins,29.2702,50.2889,Gas
IRN,Iran,Khohrang Dam,32.453,50.147,Hydro
IRN,Iran,Khusf,32.76,58.875,Solar
IRN,Iran,Khuy,38.4051,44.911,Gas
IRN,Iran,Kish,26.5578,54.0194,Gas
IRN,Iran,Koramshahr,30.3413,48.2424,Gas
IRN,Iran,Latyan,35.7898,51.6785,Hydro
IRN,Iran,Lousan (Shahid Beheshti),36.6206,49.5107,Gas
IRN,Iran,Mahan,30.085,57.31,Solar
IRN,Iran,Maroun,30.5959,50.2417,Hydro
IRN,Iran,Mashhad,36.2713,59.6508,Gas
IRN,Iran,Masjed Soleyman,32.029,49.399,Hydro
IRN,Iran,Mess Sarcheshmeh,29.2488,57.218,Gas
IRN,Iran,Mobin Petroshimi,27.5546,52.55,Gas
IRN,Iran,Montazare Ghaem,35.73,51.0055,Gas
IRN,Iran,Neishabour,36.2804,58.7774,Gas
IRN,Iran,Neka (Shahid Salimi),36.8387,53.2593,Oil
IRN,Iran,Orumia,37.3457,45.2651,Gas
IRN,Iran,Paresar,37.6378,49.0849,Gas
IRN,Iran,Qeshm Pasargard Power Plant,26.9279,55.9629,Gas
IRN,Iran,Qom,34.579,50.755,Gas
IRN,Iran,Razi Petroshimi,30.4357,49.1089,Gas
IRN,Iran,Rey,35.5207,51.4078,Gas
IRN,Iran,Rud'e Shur,35.413,50.904,Gas
IRN,Iran,Sabalan,37.2928,48.3658,Gas
IRN,Iran,Sahand,37.424,46.013,Oil
IRN,Iran,Sahid Montazere Ghaem,35.73,51.0,Oil
IRN,Iran,Sanandaj,35.3954,47.0306,Gas
IRN,Iran,Sefid Rood,36.7434,49.4022,Hydro
IRN,Iran,Semnan,35.5729,53.3971,Gas
IRN,Iran,Seymareh,33.2923,47.1982,Hydro
IRN,Iran,Shahid Abbaspuor,32.0549,49.607,Hydro
IRN,Iran,Shahid M. Montazeri,32.7952,51.4959,Oil
IRN,Iran,Shahid Mofateh,35.128,48.852,Oil
IRN,Iran,Shahid Rajaee,36.1595,50.2997,Gas
IRN,Iran,Shahid Salimi,36.8334,53.2521,Gas
IRN,Iran,Shahid Zanbagh (Yazd),31.8972,54.3675,Oil
IRN,Iran,Shariati,36.2369,59.7324,Gas
IRN,Iran,Shazand,34.0,49.5,Oil
IRN,Iran,Shiraz,29.6036,52.5388,Gas
IRN,Iran,Shirkooh,31.9502,54.0947,Gas
IRN,Iran,Shirvan,37.3397,58.0486,Gas
IRN,Iran,Shobaad,28.0524,57.7784,Gas
IRN,Iran,Shoot-e-Moghan,38.9669,48.0733,Hydro
IRN,Iran,Siahbishe,36.2179,51.3047,Hydro
IRN,Iran,Soltaniyeh,36.5636,48.8042,Gas
IRN,Iran,South Isfahan (Chehelsotoon),32.258,51.527,Gas
IRN,Iran,Sufian,38.08,46.2919,Gas
IRN,Iran,Tabriz,38.0093,46.0981,Gas
IRN,Iran,Tabriz,38.08,46.2919,Oil
IRN,Iran,Tabriz Petroshimi,38.08,46.2919,Gas
IRN,Iran,Tarasht,35.724,51.3526,Gas
IRN,Iran,Touss,36.4464,59.4112,Gas
IRN,Iran,Upper Gotvand,32.2607,48.9241,Hydro
IRN,Iran,Yazd,31.9545,54.0658,Solar
IRN,Iran,Yazd,31.9545,54.0658,Gas
IRN,Iran,Yazd Combined-Cycle,31.9545,54.0658,Gas
IRN,Iran,Zagros,34.3523,47.3637,Gas
IRN,Iran,Zahedan,29.477,60.807,Oil
IRN,Iran,Zarand,30.8127,56.564,Oil
IRN,Iran,Zargan,31.3742,48.7731,Gas
IRN,Iran,Zobahan,32.6572,51.6776,Gas
IRN,Iran,Zobahan (gas),32.6572,51.6776,Gas
IRQ,Iraq,Adhaim Dam,34.5649,44.5156,Hydro
IRQ,Iraq,Al-Anbar,33.5337,43.026,Gas
IRQ,Iraq,Al-Hartha,30.6787,47.7515,Oil
IRQ,Iraq,Al-Mansurya,32.7833,44.2825,Gas
IRQ,Iraq,Al-Mussaib,32.8407,44.2749,Oil
IRQ,Iraq,Al-Najaf,31.9748,44.384,Gas
IRQ,Iraq,Al-Najybia,30.5757,47.7672,Gas
IRQ,Iraq,Al-Quds,33.4898,44.3616,Oil
IRQ,Iraq,Al-Shemal,36.0547,43.2961,Oil
IRQ,Iraq,Baiji,35.0375,43.5582,Oil
IRQ,Iraq,Baiji,35.0296,43.5592,Gas
IRQ,Iraq,DIBIS,35.6801,44.0655,Gas
IRQ,Iraq,Darbandikhan Dam,35.1129,45.7053,Hydro
IRQ,Iraq,Dokan Dam,35.9542,44.571,Hydro
IRQ,Iraq,Doura,33.2602,44.3751,Oil
IRQ,Iraq,Duhok,36.9445,42.7817,Gas
IRQ,Iraq,Erbil,36.0084,43.9169,Gas
IRQ,Iraq,Haditha Dam,34.207,42.355,Hydro
IRQ,Iraq,Hemrin Dam,34.1115,44.9737,Hydro
IRQ,Iraq,Khor Al Zubayr,30.2118,47.8179,Gas
IRQ,Iraq,Mosul Dam,36.6254,42.8178,Hydro
IRQ,Iraq,Mosul Dam Regulator,36.6254,42.8179,Hydro
IRQ,Iraq,Mulla Abdulla (New),35.6743,44.0751,Gas
IRQ,Iraq,Sadr,33.4178,44.4653,Gas
IRQ,Iraq,Samarra Barrage,34.1943,43.8542,Hydro
IRQ,Iraq,Shatt Al-Basra,30.1859,47.837,Gas
IRQ,Iraq,South Baghdad 1,33.2872,44.4576,Gas
IRQ,Iraq,Taji 1,33.5347,44.2782,Gas
IRL,Ireland,Aghada,51.8347,-8.2362,Gas
IRL,Ireland,Aghada CCGT,51.8347,-8.2362,Gas
IRL,Ireland,Altagowlan,54.1222,-8.1486,Wind
IRL,Ireland,Ardnacrusha,52.7056,-8.6128,Hydro
IRL,Ireland,Ballincollig Hill,52.3096,-9.5892,Wind
IRL,Ireland,Ballinlough/Ikerrin,52.8301,-8.0752,Wind
IRL,Ireland,Ballywater,52.5387,-6.2396,Wind
IRL,Ireland,Barranafaddock,52.179,-8.091,Wind
IRL,Ireland,Bellacorick,54.1126,-9.5875,Wind
IRL,Ireland,Bindoo,54.0108,-7.1142,Wind
IRL,Ireland,Boggeragh,52.0396,-8.9154,Wind
IRL,Ireland,Boggeragh 2,52.0396,-8.9154,Wind
IRL,Ireland,Bruckana,52.7846,-7.6688,Wind
IRL,Ireland,Castledockrell,52.5898,-6.6391,Wind
IRL,Ireland,Cloghboola,52.3454,-9.4513,Wind
IRL,Ireland,Coomacheo,52.0174,-9.1545,Wind
IRL,Ireland,Crocane,51.844,-8.1557,Wind
IRL,Ireland,Cuillalea,53.8485,-9.0712,Wind
IRL,Ireland,Cushaling,53.2926,-7.0866,Oil
IRL,Ireland,Derrybrien,53.0937,-8.6095,Wind
IRL,Ireland,Derrynadivva,53.9104,-9.3408,Wind
IRL,Ireland,Dublin Bay Power,53.34,-6.2049,Gas
IRL,Ireland,Edenderry,53.2902,-7.0845,Oil
IRL,Ireland,Garracummer,52.642,-8.1479,Wind
IRL,Ireland,Gavagh Glebe,54.1603,-8.2221,Wind
IRL,Ireland,Geevagh,54.1417,-8.2673,Wind
IRL,Ireland,Glenough,52.6386,-8.0786,Wind
IRL,Ireland,Great Island,52.2793,-6.9935,Oil
IRL,Ireland,Huntstown,53.4119,-6.3261,Gas
IRL,Ireland,Huntstown Phase II,53.4119,-6.3261,Gas
IRL,Ireland,Kilgarvan,51.9342,-9.3269,Wind
IRL,Ireland,Kill Hill,52.5394,-7.7745,Wind
IRL,Ireland,Knockacummer 1,52.2788,-9.0988,Wind
IRL,Ireland,Knocknagoum,52.3412,-9.5676,Wind
IRL,Ireland,Largan Hill,53.9475,-8.5596,Wind
IRL,Ireland,Lee,51.8833,-8.6333,Hydro
IRL,Ireland,Lenanavea,53.9241,-9.3505,Wind
IRL,Ireland,Lisheen,52.7589,-7.7167,Wind
IRL,Ireland,Mace Upper,53.7707,-8.971,Wind
IRL,Ireland,Marina No ST,51.9,-8.4458,Gas
IRL,Ireland,Meentycat,54.8702,-7.8562,Wind
IRL,Ireland,Monaincha Bog (Gate 3),52.9348,-7.7054,Wind
IRL,Ireland,Moneypoint power station,52.6074,-9.4237,Coal
IRL,Ireland,Mount Lucas,53.2811,-7.2207,Wind
IRL,Ireland,Mountain Lodge,53.9955,-7.119,Wind
IRL,Ireland,Poolbeg Combined Cycle,53.3396,-6.1867,Gas
IRL,Ireland,Raheen Barr,53.9001,-9.3579,Wind
IRL,Ireland,Raheenleagh Wind Farm,52.7973,-6.3164,Wind
IRL,Ireland,Rhode,53.3594,-7.213,Oil
IRL,Ireland,Sealrock (Aughinish CHP),52.6324,-9.0596,Gas
IRL,Ireland,Sliabh Bawn,53.7356,-8.0679,Wind
IRL,Ireland,Tarbert,52.5893,-9.3632,Oil
IRL,Ireland,Taurbeg,52.2563,-9.134,Wind
IRL,Ireland,Tawnaghmore,54.1934,-9.2206,Oil
IRL,Ireland,Tullynamoyle,54.1217,-8.1455,Wind
IRL,Ireland,Turlough Hill,53.0242,-6.4164,Hydro
IRL,Ireland,Tynagh,53.1658,-8.381,Gas
IRL,Ireland,West Offaly Power,53.2735,-8.0403,Biomass
IRL,Ireland,Whitegate,51.8161,-8.2511,Gas
ISR,Israel,Alon Tavor,32.6339,35.3676,Gas
ISR,Israel,Ashalim PV,30.953,34.653,Solar
ISR,Israel,Ashalim Sun,30.9634,34.7275,Solar
ISR,Israel,Ashgod Energy,31.1472,34.7876,Gas
ISR,Israel,Atarot,31.782,35.2196,Gas
ISR,Israel,Bror Hayil Solar Power Plant,31.5557,34.6545,Solar
ISR,Israel,Caesarea - Best Carton Solar Power Plant,32.4723,34.9453,Solar
ISR,Israel,Dead Sea Works,31.0303,35.3644,Gas
ISR,Israel,Dorad,31.6358,34.5309,Gas
ISR,Israel,Ein Evrona Solar Power Plant,29.624,34.9821,Solar
ISR,Israel,Ein HaShlosha,31.3225,34.5589,Solar
ISR,Israel,Eliat,29.5611,34.9517,Gas
ISR,Israel,Eliphaz ,29.792,35.032,Solar
ISR,Israel,Eshkol,31.8388,34.6551,Gas
ISR,Israel,Gevulot Solar Power Plant,31.205,34.4616,Solar
ISR,Israel,Gezer,31.9153,34.9188,Gas
ISR,Israel,Grofit ,29.9358,35.0667,Solar
ISR,Israel,Hagit,32.6172,35.0431,Gas
ISR,Israel,Haifa,32.8118,35.0232,Gas
ISR,Israel,Haifa (CCGT),32.6172,35.0431,Gas
ISR,Israel,Haluziot,31.1685,34.5469,Solar
ISR,Israel,Hazerim ,31.2475,34.7099,Solar
ISR,Israel,Hazeva,30.8069,35.2466,Solar
ISR,Israel,Kerem Shalom,31.2264,34.2882,Solar
ISR,Israel,Ketura Sun,29.963,35.059,Solar
ISR,Israel,Kibbutz Ketura,29.9647,35.0595,Solar
ISR,Israel,Lahav,31.3764,34.8691,Solar
ISR,Israel,Maslul ,31.318,34.57,Solar
ISR,Israel,Meitar A,31.329,34.9186,Solar
ISR,Israel,Meitarim,31.3663,35.0046,Solar
ISR,Israel,Metzukei Timna ,29.7598,34.9816,Solar
ISR,Israel,Mishmar HaNegev,31.371,34.716,Solar
ISR,Israel,Mitzpe Ramon,30.63,34.815,Solar
ISR,Israel,Mivtahim,31.224,34.401,Solar
ISR,Israel,Mount Gilboa,32.4664,35.4256,Wind
ISR,Israel,Nahal Oz,31.469,34.493,Solar
ISR,Israel,Neot Semadar Solar Power Plant,30.0492,35.047,Solar
ISR,Israel,Nesher Ramla,31.9138,34.8912,Gas
ISR,Israel,Nevatim,31.224,34.868,Solar
ISR,Israel,Nevatim 3,31.225,34.865,Solar
ISR,Israel,Orot Rabin,32.47,34.888,Coal
ISR,Israel,Ramat Hovav,31.1536,34.8146,Gas
ISR,Israel,Ramat Hovav Solar Power Plant,31.145,34.7553,Solar
ISR,Israel,Ramat Negev Energy,31.1498,34.7895,Gas
ISR,Israel,Reading,32.1049,34.7785,Gas
ISR,Israel,Rutenberg,31.6299,34.5216,Coal
ISR,Israel,Samar,29.83,35.015,Solar
ISR,Israel,Sde Boker,30.8739,34.8058,Solar
ISR,Israel,Shoval ,31.4089,34.7357,Solar
ISR,Israel,Sirin Afcon,32.6467,35.5232,Wind
ISR,Israel,Sorek,31.9367,34.7118,Gas
ISR,Israel,Talmei Bilu Solar Power Plant,31.4262,34.6401,Solar
ISR,Israel,Talmei Elihayu Solar Power Plant,31.2152,34.4531,Solar
ISR,Israel,Talmei Yosef Solar Power Plant,31.1922,34.3682,Solar
ISR,Israel,Tsukim,30.485,35.18,Solar
ISR,Israel,Tzafit,31.7123,34.8423,Gas
ISR,Israel,Tzafit (Dalia),31.7148,34.8422,Gas
ISR,Israel,Yotvata ,29.9258,35.0667,Solar
ISR,Israel,Zmorot,31.2468,34.7099,Solar
ITA,Italy,ACCEGLIO,44.4742,7.0183,Hydro
ITA,Italy,ACERRA,40.9319,14.385,Other
ITA,Italy,ALFONSINE,44.5715,11.989,Solar
ITA,Italy,ALTOMONTE,39.7118,16.215,Gas
ITA,Italy,ANAPO C.LE,37.1183,15.1394,Hydro
ITA,Italy,API ENERGIA IGCC,37.2814,13.521,Gas
ITA,Italy,ARDENNO,46.1507,9.6301,Hydro
ITA,Italy,ASSEMINI,39.2269,8.9972,Oil
ITA,Italy,AUGUSTA C.LE,37.2083,15.1778,Oil
ITA,Italy,AVISE,45.7089,7.1399,Hydro
ITA,Italy,AZOTATI,45.4511,12.2239,Gas
ITA,Italy,Acquacandida Solar Power Plant,40.424,17.4977,Solar
ITA,Italy,Adrano,37.649,14.803,Solar
ITA,Italy,Adriatic Arena Solar Power Plant,43.9028,12.865,Solar
ITA,Italy,Akralux,37.2101,13.7039,Solar
ITA,Italy,Alessandria AL47A Solar Power Plant,44.8903,8.7412,Solar
ITA,Italy,Alessandria AL47B Solar Power Plant,44.8875,8.741,Solar
ITA,Italy,Alessano Solar Power Plant,39.894,18.3444,Solar
ITA,Italy,Alfonsine 2,44.5753,12.0149,Solar
ITA,Italy,Altamura,40.353,18.127,Solar
ITA,Italy,Altomonte,39.695,16.232,Solar
ITA,Italy,Ana Rosa Solar Power Plant,40.1175,18.1241,Solar
ITA,Italy,Anagni,41.7471,13.0744,Solar
ITA,Italy,Andrea Palladio power station (FUSINA),45.4314,12.2468,Coal
ITA,Italy,Andria - Solaer Solar Power Plant,41.2196,16.2339,Solar
ITA,Italy,Anzi Solar Power Plant,40.5047,15.9003,Solar
ITA,Italy,Archimede,37.133,15.217,Solar
ITA,Italy,Assemini,39.315,9.03,Solar
ITA,Italy,BAGNORE 3,42.8416,11.5588,Geothermal
ITA,Italy,BAGNORE 4,42.8416,11.5588,Geothermal
ITA,Italy,BARGI CENTRALE,44.1705,11.0888,Hydro
ITA,Italy,BASCHI,42.6564,12.2358,Hydro
ITA,Italy,BOAZZO,45.9955,10.5229,Hydro
ITA,Italy,BRESSANONE,46.7782,11.6321,Hydro
ITA,Italy,BUSSI,42.2002,13.8398,Gas
ITA,Italy,Bagnaria Arsa,45.857,13.292,Solar
ITA,Italy,Banna,44.9464,7.8717,Solar
ITA,Italy,Barrafranca Solar Power Plant,37.3698,14.2189,Solar
ITA,Italy,Bellavista Solar Power Plant,41.6577,12.6621,Solar
ITA,Italy,Bellpower Solar Power Plant,41.8304,15.8484,Solar
ITA,Italy,Borgo San Lazzaro,40.565,15.097,Solar
ITA,Italy,Borgo San Michele A,41.457,12.981,Solar
ITA,Italy,Bosco Marengo Solar Power Plant,44.8372,8.7493,Solar
ITA,Italy,Brindisi,40.632,17.834,Solar
ITA,Italy,Brindisi A,40.585,17.906,Solar
ITA,Italy,Brindisi B,40.611,17.861,Solar
ITA,Italy,Brindisi C,40.5941,17.8399,Solar
ITA,Italy,Brindisi D,40.6031,17.8149,Solar
ITA,Italy,Brindisi ITA-3,40.548,17.911,Solar
ITA,Italy,Brindisi Nord power station,40.6432,17.9802,Coal
ITA,Italy,Brindisi Sud I,40.509,17.974,Solar
ITA,Italy,Brindisi Sud II,40.5076,17.9678,Solar
ITA,Italy,Brindisi Sud power station,40.5632,18.0318,Coal
ITA,Italy,Bufalaro A,37.231,15.154,Solar
ITA,Italy,Butera,37.144,14.14,Solar
ITA,Italy,CADARESE,46.2921,8.3038,Hydro
ITA,Italy,CANDELA,41.2014,15.4762,Gas
ITA,Italy,CAPRIATI,41.4686,14.1454,Hydro
ITA,Italy,CARBOLI 1,43.1369,10.8292,Geothermal
ITA,Italy,CARBOLI 2,43.1362,10.8289,Geothermal
ITA,Italy,CARDANO,46.4927,11.3336,Hydro
ITA,Italy,CASTELBELLO,46.6253,10.9159,Hydro
ITA,Italy,CASTROCUCCO,39.9888,15.8085,Hydro
ITA,Italy,CCGT APRILIA,41.5616,12.6337,Gas
ITA,Italy,CEDEGOLO,46.0767,10.3496,Hydro
ITA,Italy,CELANO,42.0458,13.5475,Gas
ITA,Italy,CENTRALE DI SCANDALE,39.1022,17.0325,Gas
ITA,Italy,CENTRALE DI TEVEROLA,41.0092,14.2281,Gas
ITA,Italy,CENTRALE DI TURANO LODIGIANO - BERTONICO (LO),45.2268,9.6377,Gas
ITA,Italy,CENTRALE NATURNO,46.6487,11.0051,Hydro
ITA,Italy,CHIAVENNA,46.3128,9.3963,Hydro
ITA,Italy,CHIUSDINO 1,43.1601,11.0638,Geothermal
ITA,Italy,CHIVASSO,45.1856,7.9016,Gas
ITA,Italy,CIMEGO,45.9422,10.6403,Hydro
ITA,Italy,COGOLO,46.3371,10.6129,Hydro
ITA,Italy,CORNIA 2,43.1658,10.8057,Geothermal
ITA,Italy,CTE DEL MINCIO,45.3993,10.7142,Gas
ITA,Italy,CTE NUCE NORD,37.1313,15.2014,Gas
ITA,Italy,CTE TAMARETE,42.3496,14.4039,Gas
ITA,Italy,Caltagirone,37.176,14.459,Solar
ITA,Italy,Canaro,44.9758,11.6264,Solar
ITA,Italy,Cangiano,41.7232,13.0853,Solar
ITA,Italy,Carlino I,45.796,13.203,Solar
ITA,Italy,Carlino II,45.787,13.159,Solar
ITA,Italy,Carlino III,45.788,13.138,Solar
ITA,Italy,Carpino 1 Solar Power Plant,41.8212,15.8533,Solar
ITA,Italy,Carpino 2 Solar Power Plant,41.8304,15.8484,Solar
ITA,Italy,Casale Monferrato Solar Power Plant,45.0468,8.4256,Solar
ITA,Italy,Casanova,44.8749,7.788,Solar
ITA,Italy,Cascina Bonaparte,45.133,8.821,Solar
ITA,Italy,Cascina Campagna,45.482,8.146,Solar
ITA,Italy,Cascinotto,45.482,8.146,Solar
ITA,Italy,Cassano I,44.7583,8.8363,Solar
ITA,Italy,Cassano II,44.7501,8.8364,Solar
ITA,Italy,Cassano d’Adda,45.5115,9.5098,Gas
ITA,Italy,Cassiopea,42.376,11.595,Solar
ITA,Italy,Castellaneta,40.6567,16.8981,Solar
ITA,Italy,Catania,37.399,14.967,Solar
ITA,Italy,Catania A,37.409,14.95,Solar
ITA,Italy,Cellere A,42.535,11.7925,Solar
ITA,Italy,Cellino San Marco,40.517,17.932,Solar
ITA,Italy,Centauro,42.373,11.597,Solar
ITA,Italy,Chiappaporazzito,37.0162,14.5072,Solar
ITA,Italy,Chiaramonte Gulfi Solar Power Plant,36.9966,14.6456,Solar
ITA,Italy,Ciminna,37.871,13.507,Solar
ITA,Italy,Cisterna di Latina,41.5757,12.8706,Solar
ITA,Italy,Colleferro,41.758,13.013,Solar
ITA,Italy,Corinaldo II,43.661,13.0209,Solar
ITA,Italy,Corridonia,43.265,13.569,Solar
ITA,Italy,Cozzi Battaglia,37.2866,15.1119,Solar
ITA,Italy,Craco,40.3566,16.468,Solar
ITA,Italy,DE Stern,44.8765,10.4119,Solar
ITA,Italy,Deliceto,41.217,15.487,Solar
ITA,Italy,E.ON C.TE LIVORNO FERRARIS,45.2372,8.1932,Gas
ITA,Italy,EDOLO,46.171,10.348,Hydro
ITA,Italy,EMMEZETA SOLAR PARK ROVIGO,45.0367,11.5706,Solar
ITA,Italy,ENERGIA MOLISE,41.9369,15.0004,Gas
ITA,Italy,ENIPOWER BRINDISI,40.6293,18.0033,Gas
ITA,Italy,ENIPOWER RAVENNA,45.512,9.509,Gas
ITA,Italy,ENTRACQUE ROVINA,44.2256,7.3817,Hydro
ITA,Italy,ENTRACQUE_CHRO,44.2256,7.3842,Hydro
ITA,Italy,Enermill,45.274,8.041,Solar
ITA,Italy,Erika Solar Power Plant,37.6892,12.7234,Solar
ITA,Italy,FADALTO,45.9767,12.3033,Hydro
ITA,Italy,FARINELLO,43.2388,10.9047,Geothermal
ITA,Italy,Fattoria Bancina A,37.216,13.72,Solar
ITA,Italy,Ferrara Aranova,44.827,11.571,Solar
ITA,Italy,Ferrara Focomorto II,44.838,11.684,Solar
ITA,Italy,Fiume Santo power station,40.8461,8.3068,Coal
ITA,Italy,Fiumesanto,40.825,8.321,Solar
ITA,Italy,Foggia - X-Helio Solar Power Plant,41.482,15.6087,Solar
ITA,Italy,Fosca,40.312,17.998,Solar
ITA,Italy,Fossano Solar Power Plant,44.5725,7.7693,Solar
ITA,Italy,Francavilla,40.501,17.5,Solar
ITA,Italy,GALLETO,42.5427,12.7208,Hydro
ITA,Italy,GARGNANO,45.6891,10.6609,Hydro
ITA,Italy,GIRIFALCO,40.48,16.8005,Solar
ITA,Italy,GISSI,42.0502,14.5639,Gas
ITA,Italy,GROSIO,46.286,10.2653,Hydro
ITA,Italy,GUADALAMI C.LE,37.9544,13.2808,Hydro
ITA,Italy,Galatina,40.158,18.14,Solar
ITA,Italy,Gamascia,40.156,18.149,Solar
ITA,Italy,Genuini Solar Power Plant,40.0983,18.145,Solar
ITA,Italy,Giarratana Solar Power Plant,37.0698,14.7895,Solar
ITA,Italy,Giave,40.469,8.712,Solar
ITA,Italy,Giga,40.434,16.85,Solar
ITA,Italy,Ginosa,40.491,16.735,Solar
ITA,Italy,Gioia del Colle,40.812,16.884,Solar
ITA,Italy,Guagnano Solar Power Plant,40.4137,17.8847,Solar
ITA,Italy,Guiglia,44.4104,10.9848,Solar
ITA,Italy,ISAB ENERGY,37.1399,15.2158,Gas
ITA,Italy,ISOLA SERAFINI,45.0911,9.9052,Hydro
ITA,Italy,ISOLATO SPLUGA,46.4394,9.3595,Hydro
ITA,Italy,Iglesias Solar Power Plant,39.295,8.5833,Solar
ITA,Italy,Ischia di Castro A,42.508,11.697,Solar
ITA,Italy,JESI,43.5537,13.285,Gas
ITA,Italy,Jesolo,45.5619,12.6294,Solar
ITA,Italy,LA CASELLA C.LE,45.0904,9.4805,Gas
ITA,Italy,LAGONI ROSSI,43.1666,10.7847,Geothermal
ITA,Italy,LAMARMORA,45.5248,10.2273,Oil
ITA,Italy,LANA,46.6124,11.1559,Hydro
ITA,Italy,LANZADA,46.2693,9.8692,Hydro
ITA,Italy,LARINO TG,41.8055,14.9193,Gas
ITA,Italy,LE PRATA,43.1962,10.8323,Geothermal
ITA,Italy,LEINI,45.163,7.7505,Gas
ITA,Italy,LEVANTE,45.4458,12.2552,Gas
ITA,Italy,LIVORNO MARZOCCO,43.5673,10.31,Oil
ITA,Italy,La Brava Solar Power Plant,45.9516,13.4031,Solar
ITA,Italy,La Spezia power station,44.1118,9.8743,Coal
ITA,Italy,Lady Lucrecia Solar Power Plant,40.1989,18.2162,Solar
ITA,Italy,Lanuvio,41.658,12.66,Solar
ITA,Italy,Lapedona Solar Power Plant,43.1225,13.768,Solar
ITA,Italy,Lecce A,40.368,18.101,Solar
ITA,Italy,Librandello,37.009,14.638,Solar
ITA,Italy,Loreo,45.0315,12.1794,Solar
ITA,Italy,Lucera Solar Power Plant,41.471,15.4122,Solar
ITA,Italy,MAGISANO,39.0095,16.6206,Hydro
ITA,Italy,MDC B,42.3925,11.6136,Solar
