country,source,year,consumptionElectricity,productionElectricity,gdp,population,intensityPerCapita,intensityByGDP,co2emissions
Grenada,nuclear,1993,0.0,0.0,0.774,98.234,21.64,2.747,0.0
Grenada,renewables_n_other,1993,0.0,0.0,0.774,98.234,21.64,2.747,0.0
Guadeloupe,all_energy_types,1993,6.785,0.093,6.032,399.38,57.965,3.838,1.4
Guadeloupe,coal,1993,0.0,0.0,6.032,399.38,57.965,3.838,0.0
Guadeloupe,natural_gas,1993,0.0,0.0,6.032,399.38,57.965,3.838,0.0
Guadeloupe,petroleum_n_other_liquids,1993,6.692,0.0,6.032,399.38,57.965,3.838,1.4
Guadeloupe,nuclear,1993,0.0,0.0,6.032,399.38,57.965,3.838,0.0
Guadeloupe,renewables_n_other,1993,0.093,0.093,6.032,399.38,57.965,3.838,0.0
Guam,all_energy_types,1993,13.676,0.0,0.0,139.818,333.763,0.0,2.485
Guam,coal,1993,0.0,0.0,0.0,139.818,333.763,0.0,0.0
Guam,natural_gas,1993,0.0,0.0,0.0,139.818,333.763,0.0,0.0
Guam,petroleum_n_other_liquids,1993,13.676,0.0,0.0,139.818,333.763,0.0,2.485
Guam,nuclear,1993,0.0,0.0,0.0,139.818,333.763,0.0,0.0
Guam,renewables_n_other,1993,0.0,0.0,0.0,139.818,333.763,0.0,0.0
Guatemala,all_energy_types,1993,26.806,11.323,59.11,9938.7,9.203,1.547,4.4
Guatemala,coal,1993,0.0,0.0,59.11,9938.7,9.203,1.547,0.0
Guatemala,natural_gas,1993,0.0,0.0,59.11,9938.7,9.203,1.547,0.0
Guatemala,petroleum_n_other_liquids,1993,19.944,4.462,59.11,9938.7,9.203,1.547,4.4
Guatemala,nuclear,1993,0.0,0.0,59.11,9938.7,9.203,1.547,0.0
Guatemala,renewables_n_other,1993,6.861,6.861,59.11,9938.7,9.203,1.547,0.0
Guinea,all_energy_types,1993,5.438,0.544,9.289,6897.17,2.69,1.998,1.2
Guinea,coal,1993,0.0,0.0,9.289,6897.17,2.69,1.998,0.0
Guinea,natural_gas,1993,0.0,0.0,9.289,6897.17,2.69,1.998,0.0
Guinea,petroleum_n_other_liquids,1993,4.894,0.0,9.289,6897.17,2.69,1.998,1.2
Guinea,nuclear,1993,0.0,0.0,9.289,6897.17,2.69,1.998,0.0
Guinea,renewables_n_other,1993,0.544,0.544,9.289,6897.17,2.69,1.998,0.0
Gambia,all_energy_types,1993,1.317,0.0,2.058,1043.42,4.306,2.183,0.3
Gambia,coal,1993,0.0,0.0,2.058,1043.42,4.306,2.183,0.0
Gambia,natural_gas,1993,0.0,0.0,2.058,1043.42,4.306,2.183,0.0
Gambia,petroleum_n_other_liquids,1993,1.317,0.0,2.058,1043.42,4.306,2.183,0.3
Gambia,nuclear,1993,0.0,0.0,2.058,1043.42,4.306,2.183,0.0
Gambia,renewables_n_other,1993,0.0,0.0,2.058,1043.42,4.306,2.183,0.0
Guyana,all_energy_types,1993,4.553,0.015,2.683,754.141,20.6,5.791,0.9
Guyana,coal,1993,0.0,0.0,2.683,754.141,20.6,5.791,0.0
Guyana,natural_gas,1993,0.0,0.0,2.683,754.141,20.6,5.791,0.0
Guyana,petroleum_n_other_liquids,1993,4.526,0.0,2.683,754.141,20.6,5.791,0.9
Guyana,nuclear,1993,0.0,0.0,2.683,754.141,20.6,5.791,0.0
Guyana,renewables_n_other,1993,0.027,0.015,2.683,754.141,20.6,5.791,0.0
Haiti,all_energy_types,1993,3.402,0.819,23.546,7460.68,1.556,0.493,0.876
Haiti,coal,1993,0.0,0.0,23.546,7460.68,1.556,0.493,0.076
Haiti,natural_gas,1993,0.0,0.0,23.546,7460.68,1.556,0.493,0.0
Haiti,petroleum_n_other_liquids,1993,2.583,0.0,23.546,7460.68,1.556,0.493,0.8
Haiti,nuclear,1993,0.0,0.0,23.546,7460.68,1.556,0.493,0.0
Haiti,renewables_n_other,1993,0.819,0.819,23.546,7460.68,1.556,0.493,0.0
Honduras,all_energy_types,1993,17.767,6.771,20.656,5394.42,11.238,2.935,2.701
Honduras,coal,1993,0.0,0.0,20.656,5394.42,11.238,2.935,0.001
Honduras,natural_gas,1993,0.0,0.0,20.656,5394.42,11.238,2.935,0.0
Honduras,petroleum_n_other_liquids,1993,10.974,0.0,20.656,5394.42,11.238,2.935,2.7
Honduras,nuclear,1993,0.0,0.0,20.656,5394.42,11.238,2.935,0.0
Honduras,renewables_n_other,1993,6.793,6.771,20.656,5394.42,11.238,2.935,0.0
Hong Kong,all_energy_types,1993,192.603,0.0,193.211,5942.43,110.593,3.401,51.293
Hong Kong,coal,1993,93.641,0.0,193.211,5942.43,110.593,3.401,27.377
Hong Kong,natural_gas,1993,5.333,0.0,193.211,5942.43,110.593,3.401,0.916
Hong Kong,petroleum_n_other_liquids,1993,97.761,0.0,193.211,5942.43,110.593,3.401,23.0
Hong Kong,nuclear,1993,0.0,0.0,193.211,5942.43,110.593,3.401,0.0
Hong Kong,renewables_n_other,1993,-4.132,0.0,193.211,5942.43,110.593,3.401,0.0
Hungary,all_energy_types,1993,303.271,147.125,159.772,10355.65,99.927,6.477,59.182
Hungary,coal,1993,52.552,29.59,159.772,10355.65,99.927,6.477,17.502
Hungary,natural_gas,1993,107.917,50.2,159.772,10355.65,99.927,6.477,18.142
Hungary,petroleum_n_other_liquids,1993,98.562,27.946,159.772,10355.65,99.927,6.477,23.538
Hungary,nuclear,1993,38.66,38.66,159.772,10355.65,99.927,6.477,0.0
Hungary,renewables_n_other,1993,5.579,0.728,159.772,10355.65,99.927,6.477,0.0
Iceland,all_energy_types,1993,23.303,14.13,8.162,262.65,0.0,0.0,2.247
Iceland,coal,1993,0.435,0.0,8.162,262.65,0.0,0.0,0.2
Iceland,natural_gas,1993,0.0,0.0,8.162,262.65,0.0,0.0,0.0
Iceland,petroleum_n_other_liquids,1993,8.621,0.0,8.162,262.65,0.0,0.0,2.047
Iceland,nuclear,1993,0.0,0.0,8.162,262.65,0.0,0.0,0.0
Iceland,renewables_n_other,1993,14.247,14.13,8.162,262.65,0.0,0.0,0.0
India,all_energy_types,1993,2488.465,2006.559,1784.538,929714.5,9.133,4.758,604.998
India,coal,1993,1274.309,1253.459,1784.538,929714.5,9.133,4.758,401.883
India,natural_gas,1993,179.403,179.4,1784.538,929714.5,9.133,4.758,29.114
India,petroleum_n_other_liquids,1993,799.044,341.934,1784.538,929714.5,9.133,4.758,174.0
India,nuclear,1993,20.664,20.664,1784.538,929714.5,9.133,4.758,0.0
India,renewables_n_other,1993,215.044,211.101,1784.538,929714.5,9.133,4.758,0.0
Indonesia,all_energy_types,1993,826.168,1798.648,990.66,191222.0,14.742,2.846,171.564
Indonesia,coal,1993,58.509,179.017,990.66,191222.0,14.742,2.846,19.066
Indonesia,natural_gas,1993,271.427,630.171,990.66,191222.0,14.742,2.846,46.498
Indonesia,petroleum_n_other_liquids,1993,468.204,961.88,990.66,191222.0,14.742,2.846,106.0
Indonesia,nuclear,1993,0.0,0.0,990.66,191222.0,14.742,2.846,0.0
Indonesia,renewables_n_other,1993,28.027,27.581,990.66,191222.0,14.742,2.846,0.0
Iran,all_energy_types,1993,1018.1,2589.672,541.552,59723.8,58.166,6.415,214.123
Iran,coal,1993,13.507,9.296,541.552,59723.8,58.166,6.415,3.657
Iran,natural_gas,1993,290.393,295.858,541.552,59723.8,58.166,6.415,49.466
Iran,petroleum_n_other_liquids,1993,685.011,2255.137,541.552,59723.8,58.166,6.415,161.0
Iran,nuclear,1993,0.0,0.0,541.552,59723.8,58.166,6.415,0.0
Iran,renewables_n_other,1993,29.189,29.382,541.552,59723.8,58.166,6.415,0.0
Iraq,all_energy_types,1993,282.016,354.971,91.313,18955.1,50.766,10.538,57.611
Iraq,coal,1993,0.0,0.0,91.313,18955.1,50.766,10.538,0.0
Iraq,natural_gas,1993,27.632,27.632,91.313,18955.1,50.766,10.538,5.611
Iraq,petroleum_n_other_liquids,1993,252.589,325.544,91.313,18955.1,50.766,10.538,52.0
Iraq,nuclear,1993,0.0,0.0,91.313,18955.1,50.766,10.538,0.0
Iraq,renewables_n_other,1993,1.795,1.795,91.313,18955.1,50.766,10.538,0.0
Ireland,all_energy_types,1993,116.231,30.233,102.222,3577.982,110.844,3.88,26.646
Ireland,coal,1993,22.596,0.0,102.222,3577.982,110.844,3.88,7.322
Ireland,natural_gas,1993,27.853,27.862,102.222,3577.982,110.844,3.88,4.443
Ireland,petroleum_n_other_liquids,1993,63.283,0.0,102.222,3577.982,110.844,3.88,14.881
Ireland,nuclear,1993,0.0,0.0,102.222,3577.982,110.844,3.88,0.0
Ireland,renewables_n_other,1993,2.498,2.372,102.222,3577.982,110.844,3.88,0.0
Israel,all_energy_types,1993,165.239,0.508,121.641,4929.41,114.379,4.635,37.347
Israel,coal,1993,41.307,0.0,121.641,4929.41,114.379,4.635,11.511
Israel,natural_gas,1993,0.323,0.323,121.641,4929.41,114.379,4.635,0.042
Israel,petroleum_n_other_liquids,1993,123.839,0.095,121.641,4929.41,114.379,4.635,25.794
Israel,nuclear,1993,0.0,0.0,121.641,4929.41,114.379,4.635,0.0
Israel,renewables_n_other,1993,-0.229,0.091,121.641,4929.41,114.379,4.635,0.0
Italy,all_energy_types,1993,2004.427,396.541,1928.24,56834.45,120.339,3.547,423.35
Italy,coal,1993,126.064,2.497,1928.24,56834.45,120.339,3.547,46.551
Italy,natural_gas,1993,542.067,202.634,1928.24,56834.45,120.339,3.547,96.198
Italy,petroleum_n_other_liquids,1993,1159.009,54.686,1928.24,56834.45,120.339,3.547,280.601
Italy,nuclear,1993,0.0,0.0,1928.24,56834.45,120.339,3.547,0.0
Italy,renewables_n_other,1993,177.288,136.724,1928.24,56834.45,120.339,3.547,0.0
Jamaica,all_energy_types,1993,34.251,0.65,22.95,2484.58,47.037,5.092,8.567
Jamaica,coal,1993,0.436,0.0,22.95,2484.58,47.037,5.092,0.167
Jamaica,natural_gas,1993,0.0,0.0,22.95,2484.58,47.037,5.092,0.0
Jamaica,petroleum_n_other_liquids,1993,33.165,0.0,22.95,2484.58,47.037,5.092,8.4
Jamaica,nuclear,1993,0.0,0.0,22.95,2484.58,47.037,5.092,0.0
Jamaica,renewables_n_other,1993,0.65,0.65,22.95,2484.58,47.037,5.092,0.0
Japan,all_energy_types,1993,5948.255,1189.027,4274.14,125692.8,161.476,4.749,1133.123
Japan,coal,1993,974.528,53.444,4274.14,125692.8,161.476,4.749,294.452
Japan,natural_gas,1993,712.638,28.194,4274.14,125692.8,161.476,4.749,125.807
Japan,petroleum_n_other_liquids,1993,3192.685,11.877,4274.14,125692.8,161.476,4.749,712.864
Japan,nuclear,1993,710.208,710.208,4274.14,125692.8,161.476,4.749,0.0
Japan,renewables_n_other,1993,358.196,385.304,4274.14,125692.8,161.476,4.749,0.0
Jordan,all_energy_types,1993,46.598,2.256,31.218,4201.56,37.843,5.093,11.294
Jordan,coal,1993,0.0,0.0,31.218,4201.56,37.843,5.093,0.0
Jordan,natural_gas,1993,2.167,2.167,31.218,4201.56,37.843,5.093,0.294
Jordan,petroleum_n_other_liquids,1993,44.221,0.02,31.218,4201.56,37.843,5.093,11.0
Jordan,nuclear,1993,0.0,0.0,31.218,4201.56,37.843,5.093,0.0
Jordan,renewables_n_other,1993,0.209,0.069,31.218,4201.56,37.843,5.093,0.0
Kazakhstan,all_energy_types,1993,1077.196,1188.358,160.471,16181.2,227.15,22.905,359.641
Kazakhstan,coal,1993,651.619,835.042,160.471,16181.2,227.15,22.905,257.21
Kazakhstan,natural_gas,1993,160.375,72.602,160.471,16181.2,227.15,22.905,39.431
Kazakhstan,petroleum_n_other_liquids,1993,207.901,256.627,160.471,16181.2,227.15,22.905,63.0
Kazakhstan,nuclear,1993,1.267,1.267,160.471,16181.2,227.15,22.905,0.0
Kazakhstan,renewables_n_other,1993,56.035,22.82,160.471,16181.2,227.15,22.905,0.0
Kenya,all_energy_types,1993,37.225,10.439,77.817,26136.23,4.86,1.632,6.413
Kenya,coal,1993,0.777,0.0,77.817,26136.23,4.86,1.632,0.313
Kenya,natural_gas,1993,0.0,0.0,77.817,26136.23,4.86,1.632,0.0
Kenya,petroleum_n_other_liquids,1993,25.735,0.0,77.817,26136.23,4.86,1.632,6.1
Kenya,nuclear,1993,0.0,0.0,77.817,26136.23,4.86,1.632,0.0
Kenya,renewables_n_other,1993,10.713,10.439,77.817,26136.23,4.86,1.632,0.0
Kiribati,all_energy_types,1993,0.075,0.0,0.137,75.587,3.407,1.884,0.022
Kiribati,coal,1993,0.0,0.0,0.137,75.587,3.407,1.884,0.0
Kiribati,natural_gas,1993,0.0,0.0,0.137,75.587,3.407,1.884,0.0
Kiribati,petroleum_n_other_liquids,1993,0.075,0.0,0.137,75.587,3.407,1.884,0.022
Kiribati,nuclear,1993,0.0,0.0,0.137,75.587,3.407,1.884,0.0
Kiribati,renewables_n_other,1993,0.0,0.0,0.137,75.587,3.407,1.884,0.0
Kosovo,all_energy_types,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosovo,coal,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosovo,natural_gas,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosovo,petroleum_n_other_liquids,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosovo,nuclear,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kosovo,renewables_n_other,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuwait,all_energy_types,1993,139.27,1255.718,79.979,1772.61,268.085,5.942,22.14
Kuwait,coal,1993,0.0,0.0,79.979,1772.61,268.085,5.942,0.0
Kuwait,natural_gas,1993,58.732,58.732,79.979,1772.61,268.085,5.942,5.14
Kuwait,petroleum_n_other_liquids,1993,80.537,1196.986,79.979,1772.61,268.085,5.942,17.0
Kuwait,nuclear,1993,0.0,0.0,79.979,1772.61,268.085,5.942,0.0
Kuwait,renewables_n_other,1993,0.0,0.0,79.979,1772.61,268.085,5.942,0.0
Kyrgyzstan,all_energy_types,1993,72.467,36.764,13.27,4483.84,55.147,18.634,13.342
Kyrgyzstan,coal,1993,10.673,7.923,13.27,4483.84,55.147,18.634,3.897
Kyrgyzstan,natural_gas,1993,23.993,0.428,13.27,4483.84,55.147,18.634,4.645
Kyrgyzstan,petroleum_n_other_liquids,1993,11.651,1.239,13.27,4483.84,55.147,18.634,4.8
Kyrgyzstan,nuclear,1993,0.0,0.0,13.27,4483.84,55.147,18.634,0.0
Kyrgyzstan,renewables_n_other,1993,26.15,27.173,13.27,4483.84,55.147,18.634,0.0
Laos,all_energy_types,1993,3.332,2.718,9.196,4619.95,2.461,1.236,0.32
Laos,coal,1993,0.099,0.099,9.196,4619.95,2.461,1.236,0.02
Laos,natural_gas,1993,0.0,0.0,9.196,4619.95,2.461,1.236,0.0
Laos,petroleum_n_other_liquids,1993,1.168,0.0,9.196,4619.95,2.461,1.236,0.3
Laos,nuclear,1993,0.0,0.0,9.196,4619.95,2.461,1.236,0.0
Laos,renewables_n_other,1993,2.064,2.619,9.196,4619.95,2.461,1.236,0.0
Latvia,all_energy_types,1993,53.873,8.599,21.417,2540.9,72.345,8.583,11.97
Latvia,coal,1993,1.974,0.0,21.417,2540.9,72.345,8.583,0.588
Latvia,natural_gas,1993,8.312,0.0,21.417,2540.9,72.345,8.583,3.01
Latvia,petroleum_n_other_liquids,1993,32.4,0.0,21.417,2540.9,72.345,8.583,8.372
Latvia,nuclear,1993,0.0,0.0,21.417,2540.9,72.345,8.583,0.0
Latvia,renewables_n_other,1993,11.186,8.599,21.417,2540.9,72.345,8.583,0.0
Lebanon,all_energy_types,1993,44.143,2.154,37.819,3246.13,46.401,3.983,8.2
Lebanon,coal,1993,0.808,0.0,37.819,3246.13,46.401,3.983,0.0
Lebanon,natural_gas,1993,0.0,0.0,37.819,3246.13,46.401,3.983,0.0
Lebanon,petroleum_n_other_liquids,1993,41.091,0.0,37.819,3246.13,46.401,3.983,8.2
Lebanon,nuclear,1993,0.0,0.0,37.819,3246.13,46.401,3.983,0.0
Lebanon,renewables_n_other,1993,2.244,2.154,37.819,3246.13,46.401,3.983,0.0
Lesotho,all_energy_types,1993,0.962,0.0,2.953,1822.24,1.801,1.111,0.2
Lesotho,coal,1993,0.0,0.0,2.953,1822.24,1.801,1.111,0.0
Lesotho,natural_gas,1993,0.0,0.0,2.953,1822.24,1.801,1.111,0.0
Lesotho,petroleum_n_other_liquids,1993,0.681,0.0,2.953,1822.24,1.801,1.111,0.2
Lesotho,nuclear,1993,0.0,0.0,2.953,1822.24,1.801,1.111,0.0
Lesotho,renewables_n_other,1993,0.281,0.0,2.953,1822.24,1.801,1.111,0.0
Liberia,all_energy_types,1993,1.566,0.0,1.089,2057.16,2.597,4.906,0.3
Liberia,coal,1993,0.0,0.0,1.089,2057.16,2.597,4.906,0.0
Liberia,natural_gas,1993,0.0,0.0,1.089,2057.16,2.597,4.906,0.0
Liberia,petroleum_n_other_liquids,1993,1.566,0.0,1.089,2057.16,2.597,4.906,0.3
Liberia,nuclear,1993,0.0,0.0,1.089,2057.16,2.597,4.906,0.0
Liberia,renewables_n_other,1993,0.0,0.0,1.089,2057.16,2.597,4.906,0.0
Libya,all_energy_types,1993,150.268,928.687,114.887,4755.13,107.828,4.463,32.666
Libya,coal,1993,0.0,0.0,114.887,4755.13,107.828,4.463,0.0
Libya,natural_gas,1993,51.58,68.918,114.887,4755.13,107.828,4.463,9.666
Libya,petroleum_n_other_liquids,1993,98.687,859.768,114.887,4755.13,107.828,4.463,23.0
Libya,nuclear,1993,0.0,0.0,114.887,4755.13,107.828,4.463,0.0
Libya,renewables_n_other,1993,0.0,0.0,114.887,4755.13,107.828,4.463,0.0
Lithuania,all_energy_types,1993,113.645,40.479,39.663,3671.3,105.623,9.777,22.496
Lithuania,coal,1993,4.174,0.0,39.663,3671.3,105.623,9.777,1.44
Lithuania,natural_gas,1993,25.089,0.0,39.663,3671.3,105.623,9.777,7.57
Lithuania,petroleum_n_other_liquids,1993,47.634,1.006,39.663,3671.3,105.623,9.777,13.487
Lithuania,nuclear,1993,38.297,38.297,39.663,3671.3,105.623,9.777,0.0
Lithuania,renewables_n_other,1993,-1.549,1.175,39.663,3671.3,105.623,9.777,0.0
Luxembourg,all_energy_types,1993,46.92,0.32,27.823,398.156,402.099,5.754,11.527
Luxembourg,coal,1993,2.006,0.0,27.823,398.156,402.099,5.754,4.476
Luxembourg,natural_gas,1993,6.25,0.0,27.823,398.156,402.099,5.754,1.09
Luxembourg,petroleum_n_other_liquids,1993,24.069,0.0,27.823,398.156,402.099,5.754,5.961
Luxembourg,nuclear,1993,0.0,0.0,27.823,398.156,402.099,5.754,0.0
Luxembourg,renewables_n_other,1993,14.595,0.32,27.823,398.156,402.099,5.754,0.0
Macao,all_energy_types,1993,5.001,0.0,20.177,370.195,46.093,0.846,1.1
Macao,coal,1993,0.0,0.0,20.177,370.195,46.093,0.846,0.0
Macao,natural_gas,1993,0.0,0.0,20.177,370.195,46.093,0.846,0.0
Macao,petroleum_n_other_liquids,1993,4.9,0.0,20.177,370.195,46.093,0.846,1.1
Macao,nuclear,1993,0.0,0.0,20.177,370.195,46.093,0.846,0.0
Macao,renewables_n_other,1993,0.1,0.0,20.177,370.195,46.093,0.846,0.0
Madagascar,all_energy_types,1993,5.551,1.039,20.804,12675.5,1.494,0.91,1.026
Madagascar,coal,1993,0.068,0.0,20.804,12675.5,1.494,0.91,0.026
Madagascar,natural_gas,1993,0.0,0.0,20.804,12675.5,1.494,0.91,0.0
Madagascar,petroleum_n_other_liquids,1993,4.443,0.0,20.804,12675.5,1.494,0.91,1.0
Madagascar,nuclear,1993,0.0,0.0,20.804,12675.5,1.494,0.91,0.0
Madagascar,renewables_n_other,1993,1.039,1.039,20.804,12675.5,1.494,0.91,0.0
Malawi,all_energy_types,1993,5.336,2.786,9.791,9710.33,1.875,1.859,0.739
Malawi,coal,1993,0.459,0.38,9.791,9710.33,1.875,1.859,0.139
Malawi,natural_gas,1993,0.0,0.0,9.791,9710.33,1.875,1.859,0.0
Malawi,petroleum_n_other_liquids,1993,2.548,0.0,9.791,9710.33,1.875,1.859,0.6
Malawi,nuclear,1993,0.0,0.0,9.791,9710.33,1.875,1.859,0.0
Malawi,renewables_n_other,1993,2.329,2.406,9.791,9710.33,1.875,1.859,0.0
Malaysia,all_energy_types,1993,334.016,644.935,244.962,19546.92,58.307,4.653,62.561
Malaysia,coal,1993,13.875,1.275,244.962,19546.92,58.307,4.653,5.51
Malaysia,natural_gas,1993,100.591,231.044,244.962,19546.92,58.307,4.653,14.051
Malaysia,petroleum_n_other_liquids,1993,204.953,398.045,244.962,19546.92,58.307,4.653,43.0
Malaysia,nuclear,1993,0.0,0.0,244.962,19546.92,58.307,4.653,0.0
Malaysia,renewables_n_other,1993,14.596,14.572,244.962,19546.92,58.307,4.653,0.0
Maldives,all_energy_types,1993,0.494,0.0,2.264,242.596,6.941,0.744,0.1
Maldives,coal,1993,0.0,0.0,2.264,242.596,6.941,0.744,0.0
Maldives,natural_gas,1993,0.0,0.0,2.264,242.596,6.941,0.744,0.0
Maldives,petroleum_n_other_liquids,1993,0.494,0.0,2.264,242.596,6.941,0.744,0.1
Maldives,nuclear,1993,0.0,0.0,2.264,242.596,6.941,0.744,0.0
Maldives,renewables_n_other,1993,0.0,0.0,2.264,242.596,6.941,0.744,0.0
Mali,all_energy_types,1993,2.7,0.659,12.932,9087.17,1.014,0.712,0.5
Mali,coal,1993,0.0,0.0,12.932,9087.17,1.014,0.712,0.0
Mali,natural_gas,1993,0.0,0.0,12.932,9087.17,1.014,0.712,0.0
Mali,petroleum_n_other_liquids,1993,2.041,0.0,12.932,9087.17,1.014,0.712,0.5
Mali,nuclear,1993,0.0,0.0,12.932,9087.17,1.014,0.712,0.0
Mali,renewables_n_other,1993,0.659,0.659,12.932,9087.17,1.014,0.712,0.0
Malta,all_energy_types,1993,9.475,0.0,7.176,366.431,88.226,4.505,2.374
Malta,coal,1993,1.138,0.0,7.176,366.431,88.226,4.505,0.374
Malta,natural_gas,1993,0.0,0.0,7.176,366.431,88.226,4.505,0.0
Malta,petroleum_n_other_liquids,1993,8.336,0.0,7.176,366.431,88.226,4.505,2.0
Malta,nuclear,1993,0.0,0.0,7.176,366.431,88.226,4.505,0.0
Malta,renewables_n_other,1993,0.0,0.0,7.176,366.431,88.226,4.505,0.0
Martinique,all_energy_types,1993,8.011,0.0,4.727,364.374,75.023,5.783,1.5
Martinique,coal,1993,0.0,0.0,4.727,364.374,75.023,5.783,0.0
Martinique,natural_gas,1993,0.0,0.0,4.727,364.374,75.023,5.783,0.0
Martinique,petroleum_n_other_liquids,1993,8.011,0.0,4.727,364.374,75.023,5.783,1.5
Martinique,nuclear,1993,0.0,0.0,4.727,364.374,75.023,5.783,0.0
Martinique,renewables_n_other,1993,0.0,0.0,4.727,364.374,75.023,5.783,0.0
Mauritania,all_energy_types,1993,13.816,0.079,8.491,2201.92,21.41,5.552,3.31
Mauritania,coal,1993,0.027,0.0,8.491,2201.92,21.41,5.552,0.01
Mauritania,natural_gas,1993,0.0,0.0,8.491,2201.92,21.41,5.552,0.0
Mauritania,petroleum_n_other_liquids,1993,13.711,0.0,8.491,2201.92,21.41,5.552,3.3
Mauritania,nuclear,1993,0.0,0.0,8.491,2201.92,21.41,5.552,0.0
Mauritania,renewables_n_other,1993,0.079,0.079,8.491,2201.92,21.41,5.552,0.0
Mauritius,all_energy_types,1993,9.692,0.311,9.534,1098.605,30.101,3.468,2.146
Mauritius,coal,1993,0.468,0.0,9.534,1098.605,30.101,3.468,0.146
Mauritius,natural_gas,1993,0.0,0.0,9.534,1098.605,30.101,3.468,0.0
Mauritius,petroleum_n_other_liquids,1993,8.913,0.0,9.534,1098.605,30.101,3.468,2.0
Mauritius,nuclear,1993,0.0,0.0,9.534,1098.605,30.101,3.468,0.0
Mauritius,renewables_n_other,1993,0.311,0.311,9.534,1098.605,30.101,3.468,0.0
Mexico,all_energy_types,1993,1581.31,2354.544,1311.174,88813.72,60.753,4.115,295.45
Mexico,coal,1993,50.416,40.934,1311.174,88813.72,60.753,4.115,15.095
Mexico,natural_gas,1993,344.475,300.406,1311.174,88813.72,60.753,4.115,58.386
Mexico,petroleum_n_other_liquids,1993,1064.393,1896.078,1311.174,88813.72,60.753,4.115,221.968
Mexico,nuclear,1993,13.818,13.818,1311.174,88813.72,60.753,4.115,0.0
Mexico,renewables_n_other,1993,108.208,103.309,1311.174,88813.72,60.753,4.115,0.0
Micronesia,all_energy_types,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,coal,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,natural_gas,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,petroleum_n_other_liquids,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,nuclear,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Micronesia,renewables_n_other,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moldova,all_energy_types,1993,46.393,1.121,0.0,4345.6,36.427,0.0,14.179
Moldova,coal,1993,1.308,0.0,0.0,4345.6,36.427,0.0,0.593
Moldova,natural_gas,1993,19.823,0.0,0.0,4345.6,36.427,0.0,4.386
Moldova,petroleum_n_other_liquids,1993,26.097,0.0,0.0,4345.6,36.427,0.0,9.2
Moldova,nuclear,1993,0.0,0.0,0.0,4345.6,36.427,0.0,0.0
Moldova,renewables_n_other,1993,-0.835,1.121,0.0,4345.6,36.427,0.0,0.0
Mongolia,all_energy_types,1993,48.582,40.546,7.039,2263.2,73.246,23.55,16.376
Mongolia,coal,1993,40.945,40.546,7.039,2263.2,73.246,23.55,14.376
Mongolia,natural_gas,1993,0.0,0.0,7.039,2263.2,73.246,23.55,0.0
Mongolia,petroleum_n_other_liquids,1993,7.588,0.0,7.039,2263.2,73.246,23.55,2.0
Mongolia,nuclear,1993,0.0,0.0,7.039,2263.2,73.246,23.55,0.0
Mongolia,renewables_n_other,1993,0.05,0.0,7.039,2263.2,73.246,23.55,0.0
Montenegro,all_energy_types,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,coal,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,natural_gas,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,petroleum_n_other_liquids,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,nuclear,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montenegro,renewables_n_other,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,all_energy_types,1993,0.131,0.0,0.0,0.0,0.0,0.0,0.041
Montserrat,coal,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,natural_gas,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,petroleum_n_other_liquids,1993,0.131,0.0,0.0,0.0,0.0,0.0,0.041
Montserrat,nuclear,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montserrat,renewables_n_other,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,all_energy_types,1993,98.241,6.254,99.232,26155.2,12.816,3.378,22.078
Morocco,coal,1993,13.774,4.48,99.232,26155.2,12.816,3.378,4.031
Morocco,natural_gas,1993,0.325,0.325,99.232,26155.2,12.816,3.378,0.047
Morocco,petroleum_n_other_liquids,1993,81.302,0.123,99.232,26155.2,12.816,3.378,18.0
Morocco,nuclear,1993,0.0,0.0,99.232,26155.2,12.816,3.378,0.0
Morocco,renewables_n_other,1993,2.84,1.326,99.232,26155.2,12.816,3.378,0.0
Mozambique,all_energy_types,1993,5.97,1.03,6.529,14370.95,1.417,3.12,1.0
