country,source,year,consumptionElectricity,productionElectricity,gdp,population,intensityPerCapita,intensityByGDP,co2emissions
United States,renewables_n_other,1995,1922.354,1921.75,11135.92,266179.2,341.615,8.166,0.0
Uruguay,all_energy_types,1995,36.205,17.649,42.236,3224.27,38.315,2.925,4.6
Uruguay,coal,1995,0.0,0.0,42.236,3224.27,38.315,2.925,0.0
Uruguay,natural_gas,1995,0.0,0.0,42.236,3224.27,38.315,2.925,0.0
Uruguay,petroleum_n_other_liquids,1995,18.569,0.0,42.236,3224.27,38.315,2.925,4.6
Uruguay,nuclear,1995,0.0,0.0,42.236,3224.27,38.315,2.925,0.0
Uruguay,renewables_n_other,1995,17.636,17.649,42.236,3224.27,38.315,2.925,0.0
Uzbekistan,all_energy_types,1995,547.862,629.724,63.158,22791.0,82.023,29.599,100.077
Uzbekistan,coal,1995,15.888,13.676,63.158,22791.0,82.023,29.599,7.894
Uzbekistan,natural_gas,1995,402.081,505.234,63.158,22791.0,82.023,29.599,66.183
Uzbekistan,petroleum_n_other_liquids,1995,112.67,92.3,63.158,22791.0,82.023,29.599,26.0
Uzbekistan,nuclear,1995,0.0,0.0,63.158,22791.0,82.023,29.599,0.0
Uzbekistan,renewables_n_other,1995,17.223,18.514,63.158,22791.0,82.023,29.599,0.0
Vanuatu,all_energy_types,1995,0.212,0.0,0.394,168.161,4.295,1.831,0.065
Vanuatu,coal,1995,0.0,0.0,0.394,168.161,4.295,1.831,0.0
Vanuatu,natural_gas,1995,0.0,0.0,0.394,168.161,4.295,1.831,0.0
Vanuatu,petroleum_n_other_liquids,1995,0.212,0.0,0.394,168.161,4.295,1.831,0.065
Vanuatu,nuclear,1995,0.0,0.0,0.394,168.161,4.295,1.831,0.0
Vanuatu,renewables_n_other,1995,0.0,0.0,0.394,168.161,4.295,1.831,0.0
Venezuela,all_energy_types,1995,724.804,2371.361,368.995,21931.07,112.769,6.702,112.922
Venezuela,coal,1995,0.319,35.047,368.995,21931.07,112.769,6.702,0.557
Venezuela,natural_gas,1995,310.728,310.728,368.995,21931.07,112.769,6.702,55.365
Venezuela,petroleum_n_other_liquids,1995,258.691,1871.681,368.995,21931.07,112.769,6.702,57.0
Venezuela,nuclear,1995,0.0,0.0,368.995,21931.07,112.769,6.702,0.0
Venezuela,renewables_n_other,1995,155.066,153.905,368.995,21931.07,112.769,6.702,0.0
Vietnam,all_energy_types,1995,125.396,215.305,191.701,74910.5,5.712,2.232,20.706
Vietnam,coal,1995,27.673,64.4,191.701,74910.5,5.712,2.232,7.22
Vietnam,natural_gas,1995,7.612,7.612,191.701,74910.5,5.712,2.232,0.485
Vietnam,petroleum_n_other_liquids,1995,58.44,111.634,191.701,74910.5,5.712,2.232,13.0
Vietnam,nuclear,1995,0.0,0.0,191.701,74910.5,5.712,2.232,0.0
Vietnam,renewables_n_other,1995,31.672,31.66,191.701,74910.5,5.712,2.232,0.0
Western Sahara,all_energy_types,1995,0.932,0.0,0.0,0.0,0.0,0.0,0.2
Western Sahara,coal,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western Sahara,natural_gas,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western Sahara,petroleum_n_other_liquids,1995,0.932,0.0,0.0,0.0,0.0,0.0,0.2
Western Sahara,nuclear,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western Sahara,renewables_n_other,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yemen,all_energy_types,1995,44.171,211.264,52.334,14913.3,10.106,2.88,9.9
Yemen,coal,1995,0.0,0.0,52.334,14913.3,10.106,2.88,0.0
Yemen,natural_gas,1995,0.0,0.0,52.334,14913.3,10.106,2.88,0.0
Yemen,petroleum_n_other_liquids,1995,44.171,211.264,52.334,14913.3,10.106,2.88,9.9
Yemen,nuclear,1995,0.0,0.0,52.334,14913.3,10.106,2.88,0.0
Yemen,renewables_n_other,1995,0.0,0.0,52.334,14913.3,10.106,2.88,0.0
Zambia,all_energy_types,1995,29.713,25.716,69.222,9096.609,11.146,1.465,2.46
Zambia,coal,1995,1.061,2.167,69.222,9096.609,11.146,1.465,0.86
Zambia,natural_gas,1995,0.0,0.0,69.222,9096.609,11.146,1.465,0.0
Zambia,petroleum_n_other_liquids,1995,6.584,0.0,69.222,9096.609,11.146,1.465,1.6
Zambia,nuclear,1995,0.0,0.0,69.222,9096.609,11.146,1.465,0.0
Zambia,renewables_n_other,1995,22.069,23.548,69.222,9096.609,11.146,1.465,0.0
Zimbabwe,all_energy_types,1995,52.709,39.101,19.392,11410.7,15.762,9.275,13.655
Zimbabwe,coal,1995,32.141,33.619,19.392,11410.7,15.762,9.275,10.355
Zimbabwe,natural_gas,1995,0.0,0.0,19.392,11410.7,15.762,9.275,0.0
Zimbabwe,petroleum_n_other_liquids,1995,14.692,0.0,19.392,11410.7,15.762,9.275,3.3
Zimbabwe,nuclear,1995,0.0,0.0,19.392,11410.7,15.762,9.275,0.0
Zimbabwe,renewables_n_other,1995,5.877,5.482,19.392,11410.7,15.762,9.275,0.0
Afghanistan,all_energy_types,1996,7.286,3.604,25.263,18853.4,1.319,0.984,1.302
Afghanistan,coal,1996,0.018,0.017,25.263,18853.4,1.319,0.984,0.01
Afghanistan,natural_gas,1996,2.492,2.492,25.263,18853.4,1.319,0.984,0.392
Afghanistan,petroleum_n_other_liquids,1996,3.571,0.0,25.263,18853.4,1.319,0.984,0.9
Afghanistan,nuclear,1996,0.0,0.0,25.263,18853.4,1.319,0.984,0.0
Afghanistan,renewables_n_other,1996,1.204,1.094,25.263,18853.4,1.319,0.984,0.0
Albania,all_energy_types,1996,25.011,24.237,15.274,3098.7,27.541,5.587,2.464
Albania,coal,1996,0.488,0.309,15.274,3098.7,27.541,5.587,0.205
Albania,natural_gas,1996,0.324,0.324,15.274,3098.7,27.541,5.587,0.059
Albania,petroleum_n_other_liquids,1996,7.2,6.425,15.274,3098.7,27.541,5.587,2.2
Albania,nuclear,1996,0.0,0.0,15.274,3098.7,27.541,5.587,0.0
Albania,renewables_n_other,1996,16.999,17.179,15.274,3098.7,27.541,5.587,0.0
Algeria,all_energy_types,1996,370.343,1538.121,244.026,29266.4,43.178,5.178,72.737
Algeria,coal,1996,4.201,0.089,244.026,29266.4,43.178,5.178,1.284
Algeria,natural_gas,1996,251.713,724.696,244.026,29266.4,43.178,5.178,46.452
Algeria,petroleum_n_other_liquids,1996,113.888,812.93,244.026,29266.4,43.178,5.178,25.0
Algeria,nuclear,1996,0.0,0.0,244.026,29266.4,43.178,5.178,0.0
Algeria,renewables_n_other,1996,0.541,0.406,244.026,29266.4,43.178,5.178,0.0
American Samoa,all_energy_types,1996,2.289,0.0,0.0,54.211,144.096,0.0,0.547
American Samoa,coal,1996,0.0,0.0,0.0,54.211,144.096,0.0,0.0
American Samoa,natural_gas,1996,0.0,0.0,0.0,54.211,144.096,0.0,0.0
American Samoa,petroleum_n_other_liquids,1996,2.289,0.0,0.0,54.211,144.096,0.0,0.547
American Samoa,nuclear,1996,0.0,0.0,0.0,54.211,144.096,0.0,0.0
American Samoa,renewables_n_other,1996,0.0,0.0,0.0,54.211,144.096,0.0,0.0
Angola,all_energy_types,1996,24.504,451.929,59.847,14400.7,5.806,1.397,5.299
Angola,coal,1996,0.0,0.0,59.847,14400.7,5.806,1.397,0.0
Angola,natural_gas,1996,6.068,6.068,59.847,14400.7,5.806,1.397,1.099
Angola,petroleum_n_other_liquids,1996,15.66,443.085,59.847,14400.7,5.806,1.397,4.2
Angola,nuclear,1996,0.0,0.0,59.847,14400.7,5.806,1.397,0.0
Angola,renewables_n_other,1996,2.776,2.776,59.847,14400.7,5.806,1.397,0.0
Antarctica,all_energy_types,1996,0.937,0.0,0.0,0.0,0.0,0.0,0.2
Antarctica,coal,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antarctica,natural_gas,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antarctica,petroleum_n_other_liquids,1996,0.937,0.0,0.0,0.0,0.0,0.0,0.2
Antarctica,nuclear,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antarctica,renewables_n_other,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,all_energy_types,1996,1.995,0.0,1.164,70.139,97.045,5.848,0.5
Antigua and Barbuda,coal,1996,0.0,0.0,1.164,70.139,97.045,5.848,0.0
Antigua and Barbuda,natural_gas,1996,0.0,0.0,1.164,70.139,97.045,5.848,0.0
Antigua and Barbuda,petroleum_n_other_liquids,1996,1.995,0.0,1.164,70.139,97.045,5.848,0.5
Antigua and Barbuda,nuclear,1996,0.0,0.0,1.164,70.139,97.045,5.848,0.0
Antigua and Barbuda,renewables_n_other,1996,0.0,0.0,1.164,70.139,97.045,5.848,0.0
Argentina,all_energy_types,1996,698.018,886.97,558.667,35299.2,67.473,4.263,115.125
Argentina,coal,1996,9.501,2.035,558.667,35299.2,67.473,4.263,3.278
Argentina,natural_gas,1996,309.432,287.368,558.667,35299.2,67.473,4.263,52.847
Argentina,petroleum_n_other_liquids,1996,282.091,504.0,558.667,35299.2,67.473,4.263,59.0
Argentina,nuclear,1996,23.739,23.739,558.667,35299.2,67.473,4.263,0.0
Argentina,renewables_n_other,1996,73.255,69.828,558.667,35299.2,67.473,4.263,0.0
Armenia,all_energy_types,1996,49.341,11.931,8.888,3168.21,53.14,18.943,7.09
Armenia,coal,1996,0.116,0.0,8.888,3168.21,53.14,18.943,0.051
Armenia,natural_gas,1996,19.506,0.0,8.888,3168.21,53.14,18.943,3.139
Armenia,petroleum_n_other_liquids,1996,17.788,0.0,8.888,3168.21,53.14,18.943,3.9
Armenia,nuclear,1996,7.216,7.216,8.888,3168.21,53.14,18.943,0.0
Armenia,renewables_n_other,1996,4.715,4.715,8.888,3168.21,53.14,18.943,0.0
Aruba,all_energy_types,1996,2.284,0.0,2.439,83.211,93.648,3.195,0.9
Aruba,coal,1996,0.0,0.0,2.439,83.211,93.648,3.195,0.0
Aruba,natural_gas,1996,0.0,0.0,2.439,83.211,93.648,3.195,0.0
Aruba,petroleum_n_other_liquids,1996,2.284,0.0,2.439,83.211,93.648,3.195,0.9
Aruba,nuclear,1996,0.0,0.0,2.439,83.211,93.648,3.195,0.0
Aruba,renewables_n_other,1996,0.0,0.0,2.439,83.211,93.648,3.195,0.0
Australia,all_energy_types,1996,1279.378,2320.931,609.71,18246.45,239.248,7.16,301.728
Australia,coal,1996,526.931,1564.626,609.71,18246.45,239.248,7.16,157.712
Australia,natural_gas,1996,217.096,336.675,609.71,18246.45,239.248,7.16,39.16
Australia,petroleum_n_other_liquids,1996,488.053,369.402,609.71,18246.45,239.248,7.16,104.856
Australia,nuclear,1996,0.0,0.0,609.71,18246.45,239.248,7.16,0.0
Australia,renewables_n_other,1996,47.298,50.228,609.71,18246.45,239.248,7.16,0.0
Austria,all_energy_types,1996,389.214,142.484,309.116,7960.505,166.831,4.296,58.499
Austria,coal,1996,30.974,4.463,309.116,7960.505,166.831,4.296,11.786
Austria,natural_gas,1996,87.695,15.55,309.116,7960.505,166.831,4.296,14.779
Austria,petroleum_n_other_liquids,1996,155.949,14.34,309.116,7960.505,166.831,4.296,31.935
Austria,nuclear,1996,0.0,0.0,309.116,7960.505,166.831,4.296,0.0
Austria,renewables_n_other,1996,114.596,108.132,309.116,7960.505,166.831,4.296,0.0
Azerbaijan,all_energy_types,1996,188.516,190.881,23.682,7855.56,81.884,27.162,45.67
Azerbaijan,coal,1996,0.015,0.0,23.682,7855.56,81.884,27.162,0.014
Azerbaijan,natural_gas,1996,100.777,72.602,23.682,7855.56,81.884,27.162,17.656
Azerbaijan,petroleum_n_other_liquids,1996,82.915,113.664,23.682,7855.56,81.884,27.162,28.0
Azerbaijan,nuclear,1996,0.0,0.0,23.682,7855.56,81.884,27.162,0.0
Azerbaijan,renewables_n_other,1996,4.81,4.615,23.682,7855.56,81.884,27.162,0.0
Bahrain,all_energy_types,1996,83.316,97.862,26.189,551.982,515.027,10.855,15.932
Bahrain,coal,1996,0.0,0.0,26.189,551.982,515.027,10.855,0.0
Bahrain,natural_gas,1996,71.194,71.194,26.189,551.982,515.027,10.855,12.732
Bahrain,petroleum_n_other_liquids,1996,12.122,26.669,26.189,551.982,515.027,10.855,3.2
Bahrain,nuclear,1996,0.0,0.0,26.189,551.982,515.027,10.855,0.0
Bahrain,renewables_n_other,1996,0.0,0.0,26.189,551.982,515.027,10.855,0.0
Bangladesh,all_energy_types,1996,114.008,79.776,210.301,117650.0,3.307,1.85,21.937
Bangladesh,coal,1996,1.846,0.0,210.301,117650.0,3.307,1.85,0.518
Bangladesh,natural_gas,1996,77.31,76.601,210.301,117650.0,3.307,1.85,13.519
Bangladesh,petroleum_n_other_liquids,1996,32.633,0.957,210.301,117650.0,3.307,1.85,7.9
Bangladesh,nuclear,1996,0.0,0.0,210.301,117650.0,3.307,1.85,0.0
Bangladesh,renewables_n_other,1996,2.218,2.218,210.301,117650.0,3.307,1.85,0.0
Barbados,all_energy_types,1996,5.061,1.117,3.645,267.047,64.667,4.738,1.392
Barbados,coal,1996,0.0,0.0,3.645,267.047,64.667,4.738,0.0
Barbados,natural_gas,1996,0.488,0.488,3.645,267.047,64.667,4.738,0.092
Barbados,petroleum_n_other_liquids,1996,4.573,0.629,3.645,267.047,64.667,4.738,1.3
Barbados,nuclear,1996,0.0,0.0,3.645,267.047,64.667,4.738,0.0
Barbados,renewables_n_other,1996,0.0,0.0,3.645,267.047,64.667,4.738,0.0
Belarus,all_energy_types,1996,292.826,26.074,59.784,10044.8,99.471,16.713,61.574
Belarus,coal,1996,5.297,0.0,59.784,10044.8,99.471,16.713,1.703
Belarus,natural_gas,1996,150.258,3.218,59.784,10044.8,99.471,16.713,24.871
Belarus,petroleum_n_other_liquids,1996,128.579,22.807,59.784,10044.8,99.471,16.713,35.0
Belarus,nuclear,1996,0.0,0.0,59.784,10044.8,99.471,16.713,0.0
Belarus,renewables_n_other,1996,8.692,0.048,59.784,10044.8,99.471,16.713,0.0
Belgium,all_energy_types,1996,757.372,128.871,362.606,10160.0,254.357,7.127,131.832
Belgium,coal,1996,101.483,0.0,362.606,10160.0,254.357,7.127,35.684
Belgium,natural_gas,1996,153.775,0.022,362.606,10160.0,254.357,7.127,24.998
Belgium,petroleum_n_other_liquids,1996,366.86,0.0,362.606,10160.0,254.357,7.127,71.15
Belgium,nuclear,1996,124.927,124.927,362.606,10160.0,254.357,7.127,0.0
Belgium,renewables_n_other,1996,10.326,3.921,362.606,10160.0,254.357,7.127,0.0
Belize,all_energy_types,1996,1.431,0.303,1.217,213.66,22.85,4.012,0.3
Belize,coal,1996,0.0,0.0,1.217,213.66,22.85,4.012,0.0
Belize,natural_gas,1996,0.0,0.0,1.217,213.66,22.85,4.012,0.0
Belize,petroleum_n_other_liquids,1996,1.128,0.0,1.217,213.66,22.85,4.012,0.3
Belize,nuclear,1996,0.0,0.0,1.217,213.66,22.85,4.012,0.0
Belize,renewables_n_other,1996,0.303,0.303,1.217,213.66,22.85,4.012,0.0
Benin,all_energy_types,1996,4.501,1.323,13.603,6094.27,2.52,1.129,1.0
Benin,coal,1996,0.0,0.0,13.603,6094.27,2.52,1.129,0.0
Benin,natural_gas,1996,0.0,0.0,13.603,6094.27,2.52,1.129,0.0
Benin,petroleum_n_other_liquids,1996,4.225,1.318,13.603,6094.27,2.52,1.129,1.0
Benin,nuclear,1996,0.0,0.0,13.603,6094.27,2.52,1.129,0.0
Benin,renewables_n_other,1996,0.275,0.005,13.603,6094.27,2.52,1.129,0.0
Bermuda,all_energy_types,1996,2.213,0.0,4.777,63.755,118.457,1.581,0.5
Bermuda,coal,1996,0.0,0.0,4.777,63.755,118.457,1.581,0.0
Bermuda,natural_gas,1996,0.0,0.0,4.777,63.755,118.457,1.581,0.0
Bermuda,petroleum_n_other_liquids,1996,2.213,0.0,4.777,63.755,118.457,1.581,0.5
Bermuda,nuclear,1996,0.0,0.0,4.777,63.755,118.457,1.581,0.0
Bermuda,renewables_n_other,1996,0.0,0.0,4.777,63.755,118.457,1.581,0.0
Bhutan,all_energy_types,1996,4.847,5.923,1.73,545.906,30.293,9.558,0.177
Bhutan,coal,1996,0.234,0.311,1.73,545.906,30.293,9.558,0.077
Bhutan,natural_gas,1996,0.0,0.0,1.73,545.906,30.293,9.558,0.0
Bhutan,petroleum_n_other_liquids,1996,0.478,0.0,1.73,545.906,30.293,9.558,0.1
Bhutan,nuclear,1996,0.0,0.0,1.73,545.906,30.293,9.558,0.0
Bhutan,renewables_n_other,1996,4.134,5.612,1.73,545.906,30.293,9.558,0.0
Bolivia,all_energy_types,1996,35.537,58.943,35.894,7779.27,15.587,3.378,6.788
Bolivia,coal,1996,0.0,0.0,35.894,7779.27,15.587,3.378,0.0
Bolivia,natural_gas,1996,11.356,33.42,35.894,7779.27,15.587,3.378,2.388
Bolivia,petroleum_n_other_liquids,1996,19.662,21.002,35.894,7779.27,15.587,3.378,4.4
Bolivia,nuclear,1996,0.0,0.0,35.894,7779.27,15.587,3.378,0.0
Bolivia,renewables_n_other,1996,4.518,4.521,35.894,7779.27,15.587,3.378,0.0
Bosnia and Herzegovina,all_energy_types,1996,34.169,22.648,14.349,3764.42,30.971,8.125,9.987
Bosnia and Herzegovina,coal,1996,7.559,7.181,14.349,3764.42,30.971,8.125,2.433
Bosnia and Herzegovina,natural_gas,1996,1.437,0.0,14.349,3764.42,30.971,8.125,4.554
Bosnia and Herzegovina,petroleum_n_other_liquids,1996,11.381,0.0,14.349,3764.42,30.971,8.125,3.0
Bosnia and Herzegovina,nuclear,1996,0.0,0.0,14.349,3764.42,30.971,8.125,0.0
Bosnia and Herzegovina,renewables_n_other,1996,13.791,15.467,14.349,3764.42,30.971,8.125,0.0
Botswana,all_energy_types,1996,10.526,4.751,14.012,1504.725,23.869,2.563,3.025
Botswana,coal,1996,5.056,4.751,14.012,1504.725,23.869,2.563,1.925
Botswana,natural_gas,1996,0.0,0.0,14.012,1504.725,23.869,2.563,0.0
Botswana,petroleum_n_other_liquids,1996,4.785,0.0,14.012,1504.725,23.869,2.563,1.1
Botswana,nuclear,1996,0.0,0.0,14.012,1504.725,23.869,2.563,0.0
Botswana,renewables_n_other,1996,0.685,0.0,14.012,1504.725,23.869,2.563,0.0
Brazil,all_energy_types,1996,2105.054,1514.158,1816.568,164939.0,43.548,3.954,299.819
Brazil,coal,1996,136.38,22.437,1816.568,164939.0,43.548,3.954,48.031
Brazil,natural_gas,1996,54.357,54.357,1816.568,164939.0,43.548,3.954,8.788
Brazil,petroleum_n_other_liquids,1996,1033.806,519.932,1816.568,164939.0,43.548,3.954,243.0
Brazil,nuclear,1996,6.909,6.909,1816.568,164939.0,43.548,3.954,0.0
Brazil,renewables_n_other,1996,873.602,910.523,1816.568,164939.0,43.548,3.954,0.0
British Virgin Islands,all_energy_types,1996,0.25,0.0,0.858,19.508,43.815,0.996,0.054
British Virgin Islands,coal,1996,0.0,0.0,0.858,19.508,43.815,0.996,0.0
British Virgin Islands,natural_gas,1996,0.0,0.0,0.858,19.508,43.815,0.996,0.0
British Virgin Islands,petroleum_n_other_liquids,1996,0.25,0.0,0.858,19.508,43.815,0.996,0.054
British Virgin Islands,nuclear,1996,0.0,0.0,0.858,19.508,43.815,0.996,0.0
British Virgin Islands,renewables_n_other,1996,0.0,0.0,0.858,19.508,43.815,0.996,0.0
Brunei,all_energy_types,1996,16.899,213.076,21.934,304.62,189.295,2.629,3.498
Brunei,coal,1996,0.0,0.0,21.934,304.62,189.295,2.629,0.0
Brunei,natural_gas,1996,9.316,110.001,21.934,304.62,189.295,2.629,2.098
Brunei,petroleum_n_other_liquids,1996,7.583,103.076,21.934,304.62,189.295,2.629,1.4
Brunei,nuclear,1996,0.0,0.0,21.934,304.62,189.295,2.629,0.0
Brunei,renewables_n_other,1996,0.0,0.0,21.934,304.62,189.295,2.629,0.0
Bulgaria,all_energy_types,1996,292.729,130.949,91.005,8357.355,119.516,10.976,59.962
Bulgaria,coal,1996,89.737,64.039,91.005,8357.355,119.516,10.976,30.029
Bulgaria,natural_gas,1996,63.617,0.41,91.005,8357.355,119.516,10.976,10.933
Bulgaria,petroleum_n_other_liquids,1996,72.739,0.441,91.005,8357.355,119.516,10.976,19.0
Bulgaria,nuclear,1996,57.302,57.302,91.005,8357.355,119.516,10.976,0.0
Bulgaria,renewables_n_other,1996,9.335,8.758,91.005,8357.355,119.516,10.976,0.0
Burkina Faso,all_energy_types,1996,3.211,0.345,10.848,10372.7,1.056,1.01,0.7
Burkina Faso,coal,1996,0.0,0.0,10.848,10372.7,1.056,1.01,0.0
Burkina Faso,natural_gas,1996,0.0,0.0,10.848,10372.7,1.056,1.01,0.0
Burkina Faso,petroleum_n_other_liquids,1996,2.865,0.0,10.848,10372.7,1.056,1.01,0.7
Burkina Faso,nuclear,1996,0.0,0.0,10.848,10372.7,1.056,1.01,0.0
Burkina Faso,renewables_n_other,1996,0.345,0.345,10.848,10372.7,1.056,1.01,0.0
Myanmar,all_energy_types,1996,34.848,28.153,40.098,44452.2,2.675,2.965,6.229
Myanmar,coal,1996,0.506,0.488,40.098,44452.2,2.675,2.965,0.19
Myanmar,natural_gas,1996,17.454,17.454,40.098,44452.2,2.675,2.965,3.239
Myanmar,petroleum_n_other_liquids,1996,11.919,5.259,40.098,44452.2,2.675,2.965,2.8
Myanmar,nuclear,1996,0.0,0.0,40.098,44452.2,2.675,2.965,0.0
Myanmar,renewables_n_other,1996,4.969,4.952,40.098,44452.2,2.675,2.965,0.0
Burundi,all_energy_types,1996,1.957,0.355,4.747,6060.11,1.102,1.407,0.4
Burundi,coal,1996,0.0,0.0,4.747,6060.11,1.102,1.407,0.0
Burundi,natural_gas,1996,0.0,0.0,4.747,6060.11,1.102,1.407,0.0
Burundi,petroleum_n_other_liquids,1996,1.568,0.0,4.747,6060.11,1.102,1.407,0.4
Burundi,nuclear,1996,0.0,0.0,4.747,6060.11,1.102,1.407,0.0
Burundi,renewables_n_other,1996,0.39,0.355,4.747,6060.11,1.102,1.407,0.0
Cape Verde,all_energy_types,1996,0.542,0.021,1.256,395.533,4.674,1.472,0.1
Cape Verde,coal,1996,0.0,0.0,1.256,395.533,4.674,1.472,0.0
Cape Verde,natural_gas,1996,0.0,0.0,1.256,395.533,4.674,1.472,0.0
Cape Verde,petroleum_n_other_liquids,1996,0.521,0.0,1.256,395.533,4.674,1.472,0.1
Cape Verde,nuclear,1996,0.0,0.0,1.256,395.533,4.674,1.472,0.0
Cape Verde,renewables_n_other,1996,0.021,0.021,1.256,395.533,4.674,1.472,0.0
Cambodia,all_energy_types,1996,6.823,0.233,12.76,10982.9,2.12,1.824,1.4
Cambodia,coal,1996,0.0,0.0,12.76,10982.9,2.12,1.824,0.0
Cambodia,natural_gas,1996,0.0,0.0,12.76,10982.9,2.12,1.824,0.0
Cambodia,petroleum_n_other_liquids,1996,6.59,0.0,12.76,10982.9,2.12,1.824,1.4
Cambodia,nuclear,1996,0.0,0.0,12.76,10982.9,2.12,1.824,0.0
Cambodia,renewables_n_other,1996,0.233,0.233,12.76,10982.9,2.12,1.824,0.0
Cameroon,all_energy_types,1996,22.235,77.518,33.871,13970.8,5.431,2.24,3.1
Cameroon,coal,1996,0.0,0.0,33.871,13970.8,5.431,2.24,0.0
Cameroon,natural_gas,1996,0.0,0.0,33.871,13970.8,5.431,2.24,0.0
Cameroon,petroleum_n_other_liquids,1996,13.632,68.915,33.871,13970.8,5.431,2.24,3.1
Cameroon,nuclear,1996,0.0,0.0,33.871,13970.8,5.431,2.24,0.0
Cameroon,renewables_n_other,1996,8.603,8.603,33.871,13970.8,5.431,2.24,0.0
Canada,all_energy_types,1996,3582.26,4956.419,994.965,29610.22,412.804,12.285,468.108
Canada,coal,1996,305.568,470.555,994.965,29610.22,412.804,12.285,98.719
Canada,natural_gas,1996,874.606,1708.839,994.965,29610.22,412.804,12.285,155.605
Canada,petroleum_n_other_liquids,1996,1061.817,1399.014,994.965,29610.22,412.804,12.285,213.784
Canada,nuclear,1996,292.992,292.992,994.965,29610.22,412.804,12.285,0.0
Canada,renewables_n_other,1996,1047.277,1085.018,994.965,29610.22,412.804,12.285,0.0
Cayman Islands,all_energy_types,1996,1.432,0.0,1.931,34.065,143.42,2.53,0.3
Cayman Islands,coal,1996,0.0,0.0,1.931,34.065,143.42,2.53,0.0
Cayman Islands,natural_gas,1996,0.0,0.0,1.931,34.065,143.42,2.53,0.0
Cayman Islands,petroleum_n_other_liquids,1996,1.432,0.0,1.931,34.065,143.42,2.53,0.3
Cayman Islands,nuclear,1996,0.0,0.0,1.931,34.065,143.42,2.53,0.0
Cayman Islands,renewables_n_other,1996,0.0,0.0,1.931,34.065,143.42,2.53,0.0
Central African Republic,all_energy_types,1996,1.503,0.245,3.45,3308.24,1.55,1.486,0.3
Central African Republic,coal,1996,0.0,0.0,3.45,3308.24,1.55,1.486,0.0
Central African Republic,natural_gas,1996,0.0,0.0,3.45,3308.24,1.55,1.486,0.0
Central African Republic,petroleum_n_other_liquids,1996,1.258,0.0,3.45,3308.24,1.55,1.486,0.3
Central African Republic,nuclear,1996,0.0,0.0,3.45,3308.24,1.55,1.486,0.0
Central African Republic,renewables_n_other,1996,0.245,0.245,3.45,3308.24,1.55,1.486,0.0
Chad,all_energy_types,1996,0.732,0.0,7.227,7250.97,0.344,0.346,0.2
Chad,coal,1996,0.0,0.0,7.227,7250.97,0.344,0.346,0.0
Chad,natural_gas,1996,0.0,0.0,7.227,7250.97,0.344,0.346,0.0
Chad,petroleum_n_other_liquids,1996,0.732,0.0,7.227,7250.97,0.344,0.346,0.2
Chad,nuclear,1996,0.0,0.0,7.227,7250.97,0.344,0.346,0.0
Chad,renewables_n_other,1996,0.0,0.0,7.227,7250.97,0.344,0.346,0.0
Chile,all_energy_types,1996,247.64,97.428,189.367,14514.58,58.216,4.462,39.093
Chile,coal,1996,27.826,5.142,189.367,14514.58,58.216,4.462,6.457
Chile,natural_gas,1996,19.67,19.67,189.367,14514.58,58.216,4.462,3.56
Chile,petroleum_n_other_liquids,1996,138.018,11.046,189.367,14514.58,58.216,4.462,29.076
Chile,nuclear,1996,0.0,0.0,189.367,14514.58,58.216,4.462,0.0
Chile,renewables_n_other,1996,62.126,61.571,189.367,14514.58,58.216,4.462,0.0
China,all_energy_types,1996,11527.305,11731.916,3260.692,1253222.0,31.385,12.063,3140.323
China,coal,1996,8458.867,8909.143,3260.692,1253222.0,31.385,12.063,2628.471
China,natural_gas,1996,219.999,242.417,3260.692,1253222.0,31.385,12.063,35.852
China,petroleum_n_other_liquids,1996,2310.349,1974.632,3260.692,1253222.0,31.385,12.063,476.0
China,nuclear,1996,40.337,40.337,3260.692,1253222.0,31.385,12.063,0.0
China,renewables_n_other,1996,497.752,565.386,3260.692,1253222.0,31.385,12.063,0.0
Colombia,all_energy_types,1996,348.924,779.198,329.332,37076.4,32.112,3.615,49.859
Colombia,coal,1996,33.987,219.655,329.332,37076.4,32.112,3.615,11.943
Colombia,natural_gas,1996,45.575,45.575,329.332,37076.4,32.112,3.615,7.92
Colombia,petroleum_n_other_liquids,1996,162.367,405.992,329.332,37076.4,32.112,3.615,29.996
Colombia,nuclear,1996,0.0,0.0,329.332,37076.4,32.112,3.615,0.0
Colombia,renewables_n_other,1996,106.995,107.977,329.332,37076.4,32.112,3.615,0.0
Comoros,all_energy_types,1996,0.258,0.006,1.182,488.625,1.8,0.744,0.083
Comoros,coal,1996,0.0,0.0,1.182,488.625,1.8,0.744,0.0
Comoros,natural_gas,1996,0.0,0.0,1.182,488.625,1.8,0.744,0.0
Comoros,petroleum_n_other_liquids,1996,0.252,0.0,1.182,488.625,1.8,0.744,0.083
