idCountry,year,electricityDemand,electricityGeneration,population
0,1980,0.0,0.0,13356500
0,1981,0.0,0.0,13171679
0,1982,0.0,0.0,12882518
0,1983,0.0,0.0,12537732
0,1984,0.0,0.0,12204306
0,1985,0.0,0.0,11938204
0,1986,0.0,0.0,11736177
0,1987,0.0,0.0,11604538
0,1988,0.0,0.0,11618008
0,1989,0.0,0.0,11868873
0,1990,0.0,0.0,12412311
0,1991,0.0,0.0,13299016
0,1992,0.0,0.0,14485543
0,1993,0.0,0.0,15816601
0,1994,0.0,0.0,17075728
0,1995,0.0,0.0,18110662
0,1996,0.0,0.0,18853444
0,1997,0.0,0.0,19357126
0,1998,0.0,0.0,19737770
0,1999,0.0,0.0,20170848
0,2000,0.57,0.47,20779958
0,2001,0.69,0.59,21606992
0,2002,0.79,0.69,22600774
0,2003,1.04,0.94,23680872
0,2004,0.99,0.89,24726690
0,2005,1.03,0.93,25654274
0,2006,1.27,0.84,26433058
0,2007,1.56,0.95,27100542
0,2008,1.48,0.73,27722282
0,2009,2.09,0.94,28394806
0,2010,2.51,0.94,29185512
0,2011,3.03,0.78,30117410
0,2012,3.95,0.88,31161378
0,2013,4.73,1.11,32269592
0,2014,4.87,1.16,33370804
0,2015,4.96,1.18,34413600
0,2016,5.54,1.21,35383028
0,2017,5.88,1.27,36296108
0,2018,6.16,1.17,37171920
0,2019,5.97,1.06,38041756
0,2020,5.69,0.78,38928340
1,1980,0.0,0.0,2682697
1,1981,0.0,0.0,2737018
1,1982,0.0,0.0,2790284
1,1983,0.0,0.0,2844867
1,1984,0.0,0.0,2904142
1,1985,0.0,0.0,2969671
1,1986,0.0,0.0,3044201
1,1987,0.0,0.0,3124892
1,1988,0.0,0.0,3200972
1,1989,0.0,0.0,3257913
1,1990,3.51,3.3,3286070
1,1991,2.65,3.82,3280397
1,1992,2.89,3.4,3245887
1,1993,3.39,3.53,3195196
1,1994,3.75,3.94,3146518
1,1995,4.4,4.47,3112923
1,1996,5.76,5.99,3098699
1,1997,5.1,5.23,3099747
1,1998,5.49,5.11,3110699
1,1999,5.78,5.42,3122700
1,2000,5.77,4.77,3129246
1,2001,5.48,3.73,3129701
1,2002,5.85,3.74,3126183
1,2003,5.92,5.0,3118017
1,2004,6.09,5.61,3104893
1,2005,5.81,5.44,3086810
1,2006,6.13,5.52,3063021
1,2007,5.69,2.86,3033993
1,2008,6.23,3.8,3002683
1,2009,6.6,5.2,2973044
1,2010,6.62,7.57,2948029
1,2011,7.45,4.19,2928601
1,2012,7.26,4.72,2914091
1,2013,9.28,6.96,2903788
1,2014,7.79,4.72,2896307
1,2015,7.29,5.89,2890524
1,2016,7.74,7.78,2886427
1,2017,7.43,4.52,2884169
1,2018,7.64,8.55,2882735
1,2019,7.61,5.2,2880913
1,2020,7.59,5.31,2877800
2,1980,0.0,0.0,19221658
2,1981,0.0,0.0,19824296
2,1982,0.0,0.0,20452900
2,1983,0.0,0.0,21101876
2,1984,0.0,0.0,21763578
2,1985,0.0,12.274,22431508
2,1986,0.0,12.981,23102386
2,1987,0.0,12.722,23774288
2,1988,0.0,13.966,24443472
2,1989,0.0,15.324,25106192
2,1990,0.0,16.104,25758872
2,1991,0.0,17.345,26400468
2,1992,0.0,18.286,27028330
2,1993,0.0,19.414,27635518
2,1994,0.0,19.883,28213778
2,1995,0.0,19.715,28757788
2,1996,0.0,20.654,29266414
2,1997,0.0,21.497,29742980
2,1998,0.0,23.262,30192750
2,1999,0.0,24.757,30623406
2,2000,23.82,25.412,31042238
2,2001,24.98,26.625,31451514
2,2002,25.98,27.648,31855110
2,2003,27.82,29.528,32264158
2,2004,29.4,31.249,32692152
2,2005,31.98,33.915,33149718
2,2006,33.2,35.227,33641008
2,2007,34.98,37.31,34166976
2,2008,37.78,40.237,34730604
2,2009,36.18,43.112,35333884
2,2010,42.93,45.735,35977448
2,2011,48.04,53.074,36661436
2,2012,53.94,57.397,37383900
2,2013,56.23,59.89,38140136
2,2014,60.21,64.241,38923688
2,2015,64.65,68.798,39728020
2,2016,66.51,70.997,40551400
2,2017,71.16,76.017,41389176
2,2018,72.02,76.663,42228416
2,2019,76.55,81.527,43053056
2,2020,72.66,79.155,43851044
2,2021,0.0,84.254,44616624
3,1980,0.0,0.0,32647
3,1981,0.0,0.0,33697
3,1982,0.0,0.0,34969
3,1983,0.0,0.0,36413
3,1984,0.0,0.0,37946
3,1985,0.0,0.0,39521
3,1986,0.0,0.0,41114
3,1987,0.0,0.0,42741
3,1988,0.0,0.0,44346
3,1989,0.0,0.0,45894
3,1990,0.0,0.0,47351
3,1991,0.0,0.0,48682
3,1992,0.0,0.0,49900
3,1993,0.0,0.0,51025
3,1994,0.0,0.0,52099
3,1995,0.0,0.0,53158
3,1996,0.0,0.0,54209
3,1997,0.0,0.0,55227
3,1998,0.0,0.0,56180
3,1999,0.0,0.0,57049
3,2000,0.16,0.16,57816
3,2001,0.16,0.16,58496
3,2002,0.17,0.17,59077
3,2003,0.18,0.18,59495
3,2004,0.18,0.18,59684
3,2005,0.18,0.18,59557
3,2006,0.18,0.18,59109
3,2007,0.18,0.18,58367
3,2008,0.19,0.19,57490
3,2009,0.18,0.18,56675
3,2010,0.16,0.16,56084
3,2011,0.16,0.16,55755
3,2012,0.16,0.16,55669
3,2013,0.16,0.16,55717
3,2014,0.16,0.16,55791
3,2015,0.16,0.16,55806
3,2016,0.17,0.17,55739
3,2017,0.17,0.17,55617
3,2018,0.16,0.16,55461
3,2019,0.16,0.16,55312
3,2020,0.15,0.15,55197
4,1980,0.0,0.0,8341290
4,1981,0.0,0.0,8640478
4,1982,0.0,0.0,8952971
4,1983,0.0,0.0,9278104
4,1984,0.0,0.0,9614756
4,1985,0.0,0.0,9961993
4,1986,0.0,0.0,10320116
4,1987,0.0,0.0,10689247
4,1988,0.0,0.0,11068051
4,1989,0.0,0.0,11454784
4,1990,0.0,0.0,11848385
4,1991,0.0,0.0,12248901
4,1992,0.0,0.0,12657361
4,1993,0.0,0.0,13075044
4,1994,0.0,0.0,13503753
4,1995,0.0,0.0,13945205
4,1996,0.0,0.0,14400722
4,1997,0.0,0.0,14871572
4,1998,0.0,0.0,15359600
4,1999,0.0,0.0,15866871
4,2000,1.4,1.4,16395477
4,2001,1.59,1.59,16945754
4,2002,1.71,1.71,17519418
4,2003,1.94,1.94,18121476
4,2004,2.18,2.18,18758138
4,2005,2.73,2.73,19433604
4,2006,3.24,3.24,20149904
4,2007,3.15,3.15,20905360
4,2008,4.06,4.06,21695636
4,2009,4.6,4.6,22514276
4,2010,5.32,5.32,23356246
4,2011,5.53,5.53,24220660
4,2012,6.03,6.03,25107926
4,2013,7.97,7.97,26015786
4,2014,9.22,9.22,26941774
4,2015,9.31,9.31,27884380
4,2016,10.21,10.21,28842482
4,2017,10.67,10.67,29816770
4,2018,11.7,11.7,30809788
4,2019,13.56,13.56,31825298
4,2020,14.39,14.39,32866270
4,2021,0.0,0.0,33933608
5,1980,0.0,0.0,0
5,1981,0.0,0.0,0
5,1982,0.0,0.0,0
5,1983,0.0,0.0,0
5,1984,0.0,0.0,0
5,1985,0.0,0.0,0
5,1986,0.0,0.0,0
5,1987,0.0,0.0,0
5,1988,0.0,0.0,0
5,1989,0.0,0.0,0
5,1990,0.0,0.0,0
5,1991,0.0,0.0,0
5,1992,0.0,0.0,0
5,1993,0.0,0.0,0
5,1994,0.0,0.0,0
5,1995,0.0,0.0,0
5,1996,0.0,0.0,0
5,1997,0.0,0.0,0
5,1998,0.0,0.0,0
5,1999,0.0,0.0,0
5,2000,0.0,0.0,0
5,2001,0.0,0.0,0
5,2002,0.0,0.0,0
5,2003,0.0,0.0,0
5,2004,0.0,0.0,0
5,2005,0.0,0.0,0
5,2006,0.0,0.0,0
5,2007,0.0,0.0,0
5,2008,0.0,0.0,0
5,2009,0.0,0.0,0
5,2010,0.0,0.0,0
5,2011,0.0,0.0,0
5,2012,0.0,0.0,0
5,2013,0.0,0.0,0
5,2014,0.0,0.0,0
5,2015,0.0,0.0,0
5,2016,0.0,0.0,0
5,2017,0.0,0.0,0
5,2018,0.0,0.0,0
5,2019,0.0,0.0,0
6,1980,0.0,0.0,61861
6,1981,0.0,0.0,61789
6,1982,0.0,0.0,61780
6,1983,0.0,0.0,61779
6,1984,0.0,0.0,61784
6,1985,0.0,0.0,61785
6,1986,0.0,0.0,61754
6,1987,0.0,0.0,61713
6,1988,0.0,0.0,61758
6,1989,0.0,0.0,62007
6,1990,0.0,0.0,62533
6,1991,0.0,0.0,63363
6,1992,0.0,0.0,64459
6,1993,0.0,0.0,65777
6,1994,0.0,0.0,67201
6,1995,0.0,0.0,68672
6,1996,0.0,0.0,70176
6,1997,0.0,0.0,71707
6,1998,0.0,0.0,73219
6,1999,0.0,0.0,74674
6,2000,0.14,0.14,76007
6,2001,0.16,0.16,77212
6,2002,0.18,0.18,78298
6,2003,0.2,0.2,79311
6,2004,0.21,0.21,80347
6,2005,0.23,0.23,81462
6,2006,0.24,0.24,82715
6,2007,0.26,0.26,84029
6,2008,0.27,0.27,85394
6,2009,0.31,0.31,86743
6,2010,0.32,0.32,88030
6,2011,0.32,0.32,89250
6,2012,0.31,0.31,90407
6,2013,0.31,0.31,91510
6,2014,0.32,0.32,92562
6,2015,0.33,0.33,93571
6,2016,0.33,0.33,94520
6,2017,0.33,0.33,95425
6,2018,0.33,0.33,96282
6,2019,0.34,0.34,97115
6,2020,0.32,0.32,97928
7,1980,0.0,0.0,27896532
7,1981,0.0,0.0,28338514
7,1982,0.0,0.0,28794550
7,1983,0.0,0.0,29262048
7,1984,0.0,0.0,29737098
7,1985,0.0,45.304,30216284
7,1986,0.0,49.022,30698964
7,1987,0.0,52.115,31184410
7,1988,0.0,52.5,31668940
7,1989,0.0,50.863,32148136
7,1990,0.0,51.005,32618648
7,1991,0.0,53.854,33079004
7,1992,0.0,56.107,33529320
7,1993,0.0,61.869,33970100
7,1994,0.0,65.622,34402668
7,1995,0.0,67.169,34828168
7,1996,0.0,69.76,35246376
7,1997,0.0,72.462,35657436
7,1998,0.0,74.17,36063448
7,1999,0.0,80.745,36467220
7,2000,86.48,88.978,36870796
7,2001,88.26,90.138,37275644
7,2002,86.99,84.59,37681744
7,2003,93.16,92.059,38087868
7,2004,99.16,100.261,38491968
7,2005,104.75,105.75,38892924
7,2006,113.77,113.424,39289876
7,2007,118.46,113.525,39684304
7,2008,120.23,121.905,40080160
7,2009,122.47,122.326,40482784
7,2010,128.23,125.992,40895752
7,2011,132.42,129.483,41320496
7,2012,136.29,136.034,41755188
7,2013,140.11,139.441,42196036
7,2014,141.48,138.551,42637508
7,2015,146.76,145.422,43075416
7,2016,148.88,147.193,43508460
7,2017,148.67,145.618,43937144
7,2018,149.04,146.774,44361148
7,2019,143.15,139.53,44780676
7,2020,142.44,144.643,45195776
7,2021,148.88,152.465,45605824
8,1992,0.0,0.0,3442820
8,1993,0.0,0.0,3363111
8,1994,0.0,0.0,3283664
8,1995,0.0,0.0,3217349
8,1996,0.0,0.0,3168213
8,1997,0.0,0.0,3133081
8,1998,0.0,0.0,3108691
8,1999,0.0,0.0,3089020
8,2000,5.21,5.62,3069597
8,2001,5.2,5.57,3050686
8,2002,4.85,5.21,3033976
8,2003,4.93,5.21,3017938
8,2004,5.15,5.9,3000715
8,2005,5.16,5.97,2981262
8,2006,5.22,5.62,2958301
8,2007,5.55,5.58,2932615
8,2008,5.45,5.47,2907615
8,2009,5.32,5.37,2888094
8,2010,5.37,6.18,2877314
8,2011,5.89,7.07,2876536
8,2012,6.01,7.61,2884239
8,2013,6.14,7.3,2897593
8,2014,6.22,7.33,2912403
8,2015,6.13,7.38,2925559
8,2016,6.0,6.95,2936147
8,2017,6.24,7.36,2944789
8,2018,5.96,7.38,2951741
8,2019,6.3,7.26,2957728
8,2020,6.32,7.33,2963234
8,2021,6.48,7.49,2968128
9,1986,0.0,0.0,62645
9,1987,0.0,0.0,61838
9,1988,0.0,0.0,61072
9,1989,0.0,0.0,61033
9,1990,0.0,0.0,62152
9,1991,0.0,0.0,64623
9,1992,0.0,0.0,68240
9,1993,0.0,0.0,72495
9,1994,0.0,0.0,76705
9,1995,0.0,0.0,80324
9,1996,0.0,0.0,83211
9,1997,0.0,0.0,85450
9,1998,0.0,0.0,87280
9,1999,0.0,0.0,89009
9,2000,0.73,0.73,90866
9,2001,0.76,0.76,92892
9,2002,0.77,0.77,94992
9,2003,0.79,0.79,97016
9,2004,0.81,0.81,98744
9,2005,0.86,0.86,100028
9,2006,0.85,0.85,100830
9,2007,0.88,0.88,101226
9,2008,0.86,0.86,101362
9,2009,0.9,0.9,101452
9,2010,0.89,0.89,101665
9,2011,0.88,0.88,102050
9,2012,0.87,0.87,102565
9,2013,0.89,0.89,103165
9,2014,0.89,0.89,103776
9,2015,0.93,0.93,104339
9,2016,0.9,0.9,104865
9,2017,0.93,0.93,105361
9,2018,0.91,0.91,105846
9,2019,0.92,0.92,106310
9,2020,0.88,0.88,106766
10,1980,0.0,0.0,14588400
10,1981,0.0,0.0,14777241
10,1982,0.0,0.0,14979203
10,1983,0.0,0.0,15194644
10,1984,0.0,0.0,15423156
10,1985,0.0,123.673,15663672
10,1986,0.0,129.527,15917580
10,1987,0.0,135.815,16183159
10,1988,0.0,143.374,16452258
10,1989,0.0,151.433,16713988
10,1990,0.0,155.654,16960600
10,1991,0.0,157.964,17189234
10,1992,0.0,161.4,17402180
10,1993,0.0,165.383,17603210
10,1994,0.0,170.143,17798526
10,1995,0.0,175.225,17993082
10,1996,0.0,180.127,18189274
10,1997,0.0,188.98,18387206
10,1998,0.0,199.471,18587028
10,1999,0.0,206.9,18788188
10,2000,198.16,216.829,18991434
10,2001,211.73,224.255,19194676
10,2002,214.64,223.495,19401366
10,2003,213.64,225.952,19624162
10,2004,223.07,229.217,19879654
10,2005,215.7,230.74,20178542
10,2006,219.91,237.991,20526300
10,2007,229.52,243.185,20916340
10,2008,229.55,245.371,21332292
10,2009,234.73,249.902,21750852
10,2010,238.75,250.962,22154688
10,2011,240.07,256.304,22538002
10,2012,237.36,250.672,22903952
10,2013,236.23,249.563,23254912
10,2014,234.69,247.647,23596426
10,2015,238.22,253.984,23932498
10,2016,243.11,258.219,24262710
10,2017,244.72,258.967,24584620
10,2018,247.82,262.632,24898152
10,2019,250.26,265.901,25203200
10,2020,243.44,265.232,25499880
10,2021,244.65,267.452,25788216
11,1980,0.0,0.0,7609750
11,1981,0.0,0.0,7604512
11,1982,0.0,0.0,7602177
11,1983,0.0,0.0,7603100
11,1984,0.0,0.0,7607296
11,1985,0.0,43.742,7614874
11,1986,0.0,43.977,7625395
11,1987,0.0,49.688,7639351
11,1988,0.0,48.149,7658856
11,1989,0.0,49.155,7686564
11,1990,48.84,49.296,7723954
11,1991,50.95,51.27,7772698
11,1992,50.5,50.985,7830938
11,1993,50.64,52.441,7892089
11,1994,51.29,53.274,7947215
11,1995,52.71,56.426,7990113
11,1996,54.52,55.13,8017852
11,1997,54.91,57.274,8032873
11,1998,55.76,57.675,8041054
11,1999,58.02,60.941,8051116
11,2000,58.48,61.235,8069276
11,2001,61.28,62.494,8097755
11,2002,61.39,62.532,8134403
11,2003,63.67,60.133,8175855
11,2004,65.01,64.107,8216809
11,2005,67.11,66.833,8253656
11,2006,68.62,64.375,8285344
11,2007,68.93,64.757,8313731
11,2008,69.36,66.725,8341525
11,2009,67.08,69.088,8372658
11,2010,70.35,71.147,8409945
11,2011,70.46,65.855,8453501
11,2012,71.5,72.722,8502230
11,2013,71.86,68.438,8556191
11,2014,70.89,65.648,8615205
11,2015,71.91,65.513,8678667
11,2016,72.41,68.513,8747306
11,2017,73.97,71.324,8819902
11,2018,73.99,68.618,8891383
11,2019,73.99,74.234,8955108
11,2020,71.34,72.566,9006400
11,2021,73.06,73.842,9043072
12,1985,0.0,20.702,6666447
12,1986,0.0,21.542,6778631
12,1987,0.0,22.909,6893486
12,1988,0.0,23.572,7010027
12,1989,0.0,23.3,7126877
12,1990,0.0,23.152,7242758
12,1991,0.0,23.449,7357945
12,1992,0.0,19.763,7471924
12,1993,0.0,19.051,7581754
12,1994,0.0,17.571,7683704
12,1995,0.0,17.044,7775418
12,1996,0.0,17.085,7855558
12,1997,0.0,16.836,7925668
12,1998,0.0,17.995,7989903
12,1999,0.0,18.176,8054126
12,2000,18.18,18.7,8122743
12,2001,18.13,18.969,8197295
12,2002,19.95,18.701,8277065
12,2003,21.76,21.286,8361432
12,2004,21.86,21.744,8448938
12,2005,21.3,22.872,8538610
12,2006,23.2,24.543,8630153
12,2007,20.41,21.847,8724237
12,2008,19.86,21.642,8821869
12,2009,17.58,18.869,8924383
12,2010,17.39,18.709,9032465
12,2011,18.53,20.294,9146277
12,2012,21.16,22.988,9264684
12,2013,21.66,23.354,9385467
12,2014,22.94,24.728,9505616
12,2015,23.12,24.688,9622741
12,2016,22.59,24.953,9736041
12,2017,21.79,24.321,9845316
12,2018,22.5,25.229,9949537
12,2019,23.25,26.073,10047719
12,2020,23.36,25.839,10139175
12,2021,24.11,27.891,10223344
13,1980,0.0,0.0,210589
13,1981,0.0,0.0,215321
13,1982,0.0,0.0,220182
13,1983,0.0,0.0,225095
13,1984,0.0,0.0,229913
13,1985,0.0,0.0,234579
13,1986,0.0,0.0,239020
13,1987,0.0,0.0,243265
13,1988,0.0,0.0,247451
13,1989,0.0,0.0,251738
13,1990,0.0,0.0,256226
13,1991,0.0,0.0,261006
13,1992,0.0,0.0,266028
13,1993,0.0,0.0,271065
13,1994,0.0,0.0,275849
13,1995,0.0,0.0,280179
13,1996,0.0,0.0,283980
13,1997,0.0,0.0,287363
13,1998,0.0,0.0,290600
13,1999,0.0,0.0,294063
13,2000,1.57,1.57,298045
13,2001,1.63,1.63,302618
13,2002,1.72,1.72,307657
13,2003,1.81,1.81,313123
13,2004,1.79,1.79,318893
13,2005,1.89,1.89,324848
13,2006,1.93,1.93,331032
13,2007,2.05,2.05,337387
13,2008,2.05,2.05,343680
13,2009,1.95,1.95,349600
13,2010,1.89,1.89,354936
13,2011,1.93,1.93,359583
13,2012,1.79,1.79,363581
13,2013,1.77,1.77,367162
13,2014,1.81,1.81,370625
13,2015,1.88,1.88,374200
13,2016,1.85,1.85,377923
13,2017,1.87,1.87,381749
13,2018,2.14,2.14,385635
13,2019,2.1,2.1,389486
13,2020,1.99,1.99,393248
14,1980,0.0,0.0,359897
14,1981,0.0,0.0,374120
14,1982,0.0,0.0,385953
14,1983,0.0,0.0,396451
14,1984,0.0,0.0,407233
14,1985,0.0,0.0,419428
14,1986,0.0,0.0,433478
14,1987,0.0,0.0,448981
14,1988,0.0,0.0,465198
14,1989,0.0,0.0,481081
14,1990,0.0,0.0,495927
14,1991,0.0,0.0,509762
14,1992,0.0,0.0,523081
14,1993,0.0,0.0,536212
14,1994,0.0,0.0,549590
14,1995,0.0,0.0,563698
14,1996,0.0,0.0,578661
14,1997,0.0,0.0,594927
14,1998,0.0,0.0,613697
14,1999,0.0,0.0,636540
14,2000,13.02,13.02,664610
14,2001,13.74,13.74,697550
14,2002,14.33,14.33,735140
14,2003,14.75,14.75,778708
14,2004,15.18,15.18,829846
14,2005,18.2,18.2,889157
14,2006,19.78,19.78,958423
14,2007,20.43,20.42,1035923
14,2008,21.26,21.45,1114645
14,2009,21.38,21.21,1185075
14,2010,22.56,22.39,1240864
14,2011,23.0,22.88,1278153
14,2012,23.13,23.29,1299942
14,2013,24.38,24.36,1315029
14,2014,25.63,25.63,1336073
14,2015,26.78,26.79,1371853
14,2016,26.79,26.81,1425793
14,2017,27.52,27.48,1494077
14,2018,27.98,27.78,1569440
14,2019,31.64,31.44,1641164
14,2020,30.06,29.86,1701583
14,2021,0.0,0.0,1748295
15,1980,0.0,0.0,79639504
15,1981,0.0,0.0,81767512
15,1982,0.0,0.0,83932136
15,1983,0.0,0.0,86142496
15,1984,0.0,0.0,88416528
15,1985,0.0,4.528,90764176
15,1986,0.0,4.8,93187592
15,1987,0.0,5.587,95671160
15,1988,0.0,6.541,98186352
15,1989,0.0,7.115,100695496
15,1990,0.0,7.732,103171952
15,1991,0.0,8.27,105599128
15,1992,0.0,8.894,107983712
15,1993,0.0,9.206,110350640
15,1994,0.0,9.784,112737688
15,1995,0.0,10.806,115169928
15,1996,0.0,11.474,117649928
15,1997,0.0,11.858,120160568
15,1998,0.0,12.882,122682824
15,1999,0.0,14.45,125189656
15,2000,14.87,15.771,127657856
15,2001,16.39,17.392,130088712
15,2002,17.6,18.665,132478080
15,2003,18.59,19.713,134791600
15,2004,23.26,24.685,136986416
15,2005,25.43,26.45,139035504
15,2006,29.25,29.538,140921152
15,2007,29.21,31.016,142660368
15,2008,32.32,34.236,144304160
15,2009,35.07,37.208,145924800
15,2010,38.49,40.841,147575440
15,2011,41.66,44.22,149273136
15,2012,45.74,48.662,151005728
15,2013,50.03,54.378,152761408
15,2014,54.86,57.427,154517392
15,2015,58.98,61.823,156256288
15,2016,68.67,69.989,157977152
15,2017,73.59,73.387,159685424
15,2018,78.76,81.082,161376720
15,2019,86.39,89.651,163046176
15,2020,81.83,89.091,164689392
15,2021,82.54,97.947,166303504
16,1980,0.0,0.0,252388
16,1981,0.0,0.0,253296
16,1982,0.0,0.0,254078
16,1983,0.0,0.0,254791
16,1984,0.0,0.0,255493
16,1985,0.0,0.0,256260
16,1986,0.0,0.0,257117
16,1987,0.0,0.0,258012
16,1988,0.0,0.0,258970
16,1989,0.0,0.0,259961
16,1990,0.0,0.0,260933
16,1991,0.0,0.0,261911
16,1992,0.0,0.0,262890
16,1993,0.0,0.0,263869
16,1994,0.0,0.0,264893
16,1995,0.0,0.0,265955
16,1996,0.0,0.0,267047
16,1997,0.0,0.0,268183
16,1998,0.0,0.0,269334
16,1999,0.0,0.0,270455
16,2000,0.76,0.76,271511
16,2001,0.8,0.8,272494
16,2002,0.83,0.83,273423
16,2003,0.87,0.87,274331
16,2004,0.9,0.9,275283
16,2005,0.95,0.95,276320
16,2006,0.98,0.98,277475
16,2007,1.0,1.0,278701
16,2008,1.01,1.01,279946
16,2009,1.02,1.02,281107
16,2010,0.97,0.97,282131
16,2011,0.99,0.99,282987
16,2012,1.06,1.06,283698
16,2013,0.95,0.95,284294
16,2014,0.97,0.97,284825
16,2015,0.98,0.98,285327
16,2016,1.01,1.01,285798
16,2017,1.01,1.01,286229
16,2018,1.01,1.01,286640
16,2019,1.02,1.02,287021
16,2020,0.97,0.97,287371
17,1985,0.0,33.175,9901493
17,1986,0.0,36.282,9965178
17,1987,0.0,37.453,10026470
17,1988,0.0,38.15,10081209
17,1989,0.0,38.489,10124000
17,1990,0.0,39.526,10151135
17,1991,0.0,38.735,10160785
17,1992,0.0,37.595,10154338
17,1993,0.0,33.369,10135133
17,1994,0.0,31.397,10108280
17,1995,0.0,24.918,10077606
17,1996,0.0,23.728,10044854
17,1997,0.0,26.057,10009393
17,1998,0.0,23.492,9969986
17,1999,0.0,26.516,9924440
17,2000,31.78,26.101,9871635
17,2001,28.16,25.063,9811399
17,2002,29.76,26.456,9745932
17,2003,30.04,26.627,9679235
17,2004,32.59,31.211,9616628
17,2005,33.15,30.961,9562083
17,2006,34.21,31.811,9516884
17,2007,34.22,31.829,9480514
17,2008,34.75,35.054,9452855
17,2009,32.95,30.405,9433159
17,2010,35.52,34.89,9420576
17,2011,35.86,32.203,9415316
17,2012,36.56,30.794,9417045
17,2013,36.01,31.495,9423502
17,2014,35.99,34.737,9431742
17,2015,34.68,34.232,9439424
17,2016,34.6,33.572,9445638
17,2017,35.08,34.522,9450233
17,2018,35.71,38.927,9452615
17,2019,35.37,40.451,9452409
17,2020,35.55,38.685,9449321
17,2021,36.97,41.161,9442867
18,1980,0.0,0.0,9868999
18,1981,0.0,0.0,9880594
18,1982,0.0,0.0,9889819
18,1983,0.0,0.0,9897877
18,1984,0.0,0.0,9906370
18,1985,0.0,57.322,9916577
18,1986,0.0,58.676,9928539
18,1987,0.0,63.367,9942281
18,1988,0.0,65.349,9959011
18,1989,0.0,67.547,9980175
18,1990,66.57,70.923,10006545
18,1991,69.34,71.936,10039450
18,1992,71.55,72.225,10078098
18,1993,72.31,70.834,10118684
18,1994,75.32,72.179,10155909
18,1995,77.59,74.408,10186304
18,1996,79.33,76.099,10208265
18,1997,81.15,78.833,10223785
18,1998,83.48,83.183,10237298
18,1999,84.22,84.514,10255161
18,2000,87.12,84.012,10282046
18,2001,87.74,79.821,10319026
18,2002,88.53,82.069,10364879
18,2003,89.98,84.63,10419029
18,2004,92.14,85.643,10480118
18,2005,91.75,87.025,10546885
18,2006,94.26,85.617,10619484
18,2007,94.07,88.822,10697576
18,2008,93.95,84.93,10778764
18,2009,87.89,91.235,10859934
18,2010,94.74,95.189,10938735
18,2011,91.58,90.241,11013860
18,2012,91.35,82.923,11085355
18,2013,91.36,83.498,11154008
18,2014,88.64,72.545,11221225
18,2015,89.24,69.708,11287931
18,2016,90.34,85.607,11354407
18,2017,91.11,86.616,11419752
18,2018,90.9,75.037,11482180
18,2019,90.56,93.64,11539326
18,2020,86.84,89.389,11589616
18,2021,89.99,100.195,11632334
19,1980,0.0,0.0,144142
19,1981,0.0,0.0,147572
19,1982,0.0,0.0,151486
19,1983,0.0,0.0,155820
19,1984,0.0,0.0,160341
19,1985,0.0,0.0,164918
19,1986,0.0,0.0,169569
19,1987,0.0,0.0,174333
19,1988,0.0,0.0,179023
19,1989,0.0,0.0,183471
19,1990,0.0,0.0,187554
19,1991,0.0,0.0,191136
19,1992,0.0,0.0,194324
19,1993,0.0,0.0,197625
19,1994,0.0,0.0,201679
19,1995,0.0,0.0,206962
19,1996,0.0,0.0,213660
19,1997,0.0,0.0,221575
19,1998,0.0,0.0,230248
19,1999,0.0,0.0,238979
19,2000,0.17,0.17,247310
19,2001,0.31,0.15,255068
19,2002,0.33,0.15,262387
19,2003,0.36,0.17,269428
19,2004,0.4,0.16,276516
19,2005,0.42,0.17,283798
19,2006,0.44,0.23,291338
19,2007,0.46,0.24,299031
19,2008,0.47,0.22,306822
19,2009,0.48,0.26,314655
19,2010,0.65,0.49,322465
19,2011,0.6,0.43,330236
19,2012,0.71,0.47,338001
19,2013,0.68,0.45,345707
19,2014,0.74,0.51,353366
19,2015,0.79,0.54,360926
19,2016,0.77,0.53,368399
19,2017,0.98,0.75,375775
19,2018,1.01,0.78,383071
19,2019,1.08,0.84,390351
19,2020,0.83,0.59,397621
20,1980,0.0,0.0,3717161
20,1981,0.0,0.0,3820126
20,1982,0.0,0.0,3927717
20,1983,0.0,0.0,4039940
20,1984,0.0,0.0,4156818
20,1985,0.0,0.0,4278502
20,1986,0.0,0.0,4404504
20,1987,0.0,0.0,4535262
20,1988,0.0,0.0,4672844
20,1989,0.0,0.0,4820020
20,1990,0.0,0.0,4978489
20,1991,0.0,0.0,5149496
20,1992,0.0,0.0,5331805
20,1993,0.0,0.0,5521761
20,1994,0.0,0.0,5714215
20,1995,0.0,0.0,5905552
20,1996,0.0,0.0,6094272
20,1997,0.0,0.0,6281644
20,1998,0.0,0.0,6470275
20,1999,0.0,0.0,6664102
20,2000,0.45,0.08,6865946
20,2001,0.48,0.06,7076728
20,2002,0.5,0.06,7295400
20,2003,0.59,0.07,7520556
20,2004,0.66,0.08,7750003
20,2005,0.7,0.1,7982223
20,2006,0.73,0.14,8216892
20,2007,0.78,0.2,8454790
20,2008,0.87,0.21,8696915
20,2009,0.99,0.12,8944713
20,2010,1.12,0.11,9199254
20,2011,1.1,0.09,9460829
20,2012,1.15,0.05,9729254
20,2013,1.17,0.09,10004594
20,2014,1.16,0.22,10286839
20,2015,1.35,0.3,10575962
20,2016,1.34,0.25,10872072
20,2017,1.42,0.31,11175192
20,2018,1.48,0.19,11485035
20,2019,1.29,0.2,11801151
