idCountry,year,idSource,co2emissions
5,2017,0,0.014
5,2018,0,0.014
5,2019,0,0.014
6,1980,0,0.0
6,1981,0,0.407
6,1982,0,0.4
6,1983,0,0.5
6,1984,0,0.3
6,1985,0,0.3
6,1986,0,0.3
6,1987,0,0.3
6,1988,0,0.4
6,1989,0,0.4
6,1990,0,0.4
6,1991,0,0.4
6,1992,0,0.4
6,1993,0,0.4
6,1994,0,0.4
6,1995,0,0.5
6,1996,0,0.5
6,1997,0,0.5
6,1998,0,0.5
6,1999,0,0.5
6,2000,0,0.5
6,2001,0,0.5
6,2002,0,0.5
6,2003,0,0.5
6,2004,0,0.5
6,2005,0,0.6
6,2006,0,0.6
6,2007,0,0.7
6,2008,0,0.691
6,2009,0,0.7
6,2010,0,0.7
6,2011,0,0.7
6,2012,0,0.69
6,2013,0,0.707
6,2014,0,0.706
6,2015,0,0.719
6,2016,0,0.751
6,2017,0,0.763
6,2018,0,0.716
6,2019,0,0.735
7,1980,0,0.0
7,1981,0,93.03
7,1982,0,90.737
7,1983,0,93.95
7,1984,0,94.252
7,1985,0,98.315
7,1986,0,92.077
7,1987,0,104.423
7,1988,0,105.51
7,1989,0,108.457
7,1990,0,107.366
7,1991,0,99.379
7,1992,0,104.195
7,1993,0,105.551
7,1994,0,115.861
7,1995,0,112.113
7,1996,0,115.125
7,1997,0,123.061
7,1998,0,125.79
7,1999,0,133.648
7,2000,0,139.373
7,2001,0,137.719
7,2002,0,127.298
7,2003,0,119.222
7,2004,0,133.003
7,2005,0,140.362
7,2006,0,151.994
7,2007,0,156.32
7,2008,0,157.872
7,2009,0,169.177
7,2010,0,168.427
7,2011,0,186.427
7,2012,0,190.294
7,2013,0,195.565
7,2014,0,196.689
7,2015,0,197.326
7,2016,0,214.149
7,2017,0,214.123
7,2018,0,195.14
7,2019,0,191.359
8,1980,0,0.0
8,1981,0,0.0
8,1982,0,0.0
8,1983,0,0.0
8,1984,0,0.0
8,1985,0,0.0
8,1986,0,0.0
8,1987,0,0.0
8,1988,0,0.0
8,1989,0,0.0
8,1990,0,0.0
8,1991,0,0.0
8,1992,0,0.0
8,1993,0,11.1
8,1994,0,6.867
8,1995,0,6.028
8,1996,0,7.09
8,1997,0,8.072
8,1998,0,7.48
8,1999,0,7.865
8,2000,0,7.743
8,2001,0,8.372
8,2002,0,8.551
8,2003,0,8.243
8,2004,0,8.796
8,2005,0,9.013
8,2006,0,10.237
8,2007,0,10.238
8,2008,0,11.155
8,2009,0,11.092
8,2010,0,10.042
8,2011,0,4.813
8,2012,0,5.239
8,2013,0,5.991
8,2014,0,5.809
8,2015,0,5.984
8,2016,0,5.026
8,2017,0,5.388
8,2018,0,5.764
8,2019,0,5.976
9,1980,0,0.0
9,1981,0,0.0
9,1982,0,0.0
9,1983,0,0.0
9,1984,0,0.0
9,1985,0,0.0
9,1986,0,0.0
9,1987,0,0.1
9,1988,0,0.1
9,1989,0,0.4
9,1990,0,0.6
9,1991,0,0.6
9,1992,0,0.6
9,1993,0,0.7
9,1994,0,0.7
9,1995,0,0.8
9,1996,0,0.9
9,1997,0,0.6
9,1998,0,0.9
9,1999,0,0.9
9,2000,0,0.9
9,2001,0,1.0
9,2002,0,1.0
9,2003,0,1.0
9,2004,0,1.0
9,2005,0,1.0
9,2006,0,1.0
9,2007,0,1.1
9,2008,0,1.024
9,2009,0,1.1
9,2010,0,1.0
9,2011,0,1.1
9,2012,0,0.991
9,2013,0,1.259
9,2014,0,1.198
9,2015,0,1.213
9,2016,0,1.222
9,2017,0,1.202
9,2018,0,1.252
9,2019,0,1.205
10,1980,0,0.0
10,1981,0,216.007
10,1982,0,217.874
10,1983,0,228.175
10,1984,0,219.686
10,1985,0,227.995
10,1986,0,240.581
10,1987,0,241.445
10,1988,0,259.332
10,1989,0,262.533
10,1990,0,280.535
10,1991,0,279.561
10,1992,0,278.196
10,1993,0,284.808
10,1994,0,289.211
10,1995,0,294.0
10,1996,0,301.728
10,1997,0,317.016
10,1998,0,325.724
10,1999,0,341.083
10,2000,0,349.08
10,2001,0,351.077
10,2002,0,353.508
10,2003,0,362.696
10,2004,0,361.747
10,2005,0,374.56
10,2006,0,381.48
10,2007,0,386.644
10,2008,0,396.893
10,2009,0,396.489
10,2010,0,407.407
10,2011,0,401.968
10,2012,0,399.228
10,2013,0,402.492
10,2014,0,394.403
10,2015,0,387.063
10,2016,0,393.332
10,2017,0,407.212
10,2018,0,418.181
10,2019,0,410.865
11,1980,0,0.0
11,1981,0,55.263
11,1982,0,51.597
11,1983,0,48.869
11,1984,0,48.589
11,1985,0,52.169
11,1986,0,52.983
11,1987,0,50.192
11,1988,0,51.223
11,1989,0,49.578
11,1990,0,50.352
11,1991,0,55.515
11,1992,0,59.733
11,1993,0,54.039
11,1994,0,54.589
11,1995,0,54.754
11,1996,0,58.499
11,1997,0,63.147
11,1998,0,62.225
11,1999,0,62.563
11,2000,0,62.035
11,2001,0,60.999
11,2002,0,65.589
11,2003,0,65.91
11,2004,0,71.553
11,2005,0,72.677
11,2006,0,76.767
11,2007,0,73.936
11,2008,0,70.962
11,2009,0,70.444
11,2010,0,64.057
11,2011,0,69.59
11,2012,0,66.261
11,2013,0,64.116
11,2014,0,64.437
11,2015,0,61.137
11,2016,0,63.186
11,2017,0,63.751
11,2018,0,66.334
11,2019,0,63.844
12,1980,0,0.0
12,1981,0,0.0
12,1982,0,0.0
12,1983,0,0.0
12,1984,0,0.0
12,1985,0,0.0
12,1986,0,0.0
12,1987,0,0.0
12,1988,0,0.0
12,1989,0,0.0
12,1990,0,0.0
12,1991,0,0.0
12,1992,0,0.0
12,1993,0,58.098
12,1994,0,50.589
12,1995,0,46.443
12,1996,0,45.67
12,1997,0,39.249
12,1998,0,37.977
12,1999,0,34.976
12,2000,0,35.781
12,2001,0,31.115
12,2002,0,31.189
12,2003,0,34.481
12,2004,0,33.849
12,2005,0,36.38
12,2006,0,37.238
12,2007,0,40.059
12,2008,0,31.148
12,2009,0,34.526
12,2010,0,29.162
12,2011,0,30.978
12,2012,0,30.14
12,2013,0,33.216
12,2014,0,31.49
12,2015,0,32.526
12,2016,0,34.22
12,2017,0,33.768
12,2018,0,33.505
12,2019,0,33.286
14,1980,0,0.0
14,1981,0,7.759
14,1982,0,8.866
14,1983,0,9.322
14,1984,0,9.877
14,1985,0,9.588
14,1986,0,11.41
14,1987,0,12.199
14,1988,0,14.754
14,1989,0,12.61
14,1990,0,13.032
14,1991,0,14.288
14,1992,0,15.943
14,1993,0,13.537
14,1994,0,15.987
14,1995,0,15.832
14,1996,0,15.932
14,1997,0,15.889
14,1998,0,18.435
14,1999,0,19.463
14,2000,0,20.298
14,2001,0,20.312
14,2002,0,20.76
14,2003,0,21.858
14,2004,0,22.472
14,2005,0,23.127
14,2006,0,25.31
14,2007,0,27.827
14,2008,0,28.546
14,2009,0,30.545
14,2010,0,30.883
14,2011,0,31.352
14,2012,0,32.885
14,2013,0,34.992
14,2014,0,38.721
14,2015,0,38.512
14,2016,0,38.815
14,2017,0,39.163
14,2018,0,38.934
14,2019,0,39.014
15,1980,0,0.0
15,1981,0,7.109
15,1982,0,7.767
15,1983,0,8.228
15,1984,0,7.806
15,1985,0,9.287
15,1986,0,9.698
15,1987,0,10.962
15,1988,0,11.774
15,1989,0,12.935
15,1990,0,14.046
15,1991,0,13.66
15,1992,0,14.491
15,1993,0,16.433
15,1994,0,17.828
15,1995,0,19.798
15,1996,0,21.937
15,1997,0,22.708
15,1998,0,23.39
15,1999,0,25.188
15,2000,0,28.448
15,2001,0,29.865
15,2002,0,32.905
15,2003,0,35.498
15,2004,0,38.332
15,2005,0,40.512
15,2006,0,42.753
15,2007,0,46.899
15,2008,0,47.929
15,2009,0,53.271
15,2010,0,57.685
15,2011,0,56.108
15,2012,0,59.726
15,2013,0,64.24
15,2014,0,65.438
15,2015,0,68.872
15,2016,0,77.144
15,2017,0,81.19
15,2018,0,84.269
15,2019,0,90.782
16,1980,0,0.0
16,1981,0,0.971
16,1982,0,1.022
16,1983,0,1.022
16,1984,0,1.122
16,1985,0,1.022
16,1986,0,1.122
16,1987,0,1.322
16,1988,0,1.222
16,1989,0,1.15
16,1990,0,1.256
16,1991,0,1.267
16,1992,0,1.365
16,1993,0,1.394
16,1994,0,1.392
16,1995,0,1.29
16,1996,0,1.392
16,1997,0,1.088
16,1998,0,1.484
16,1999,0,1.473
16,2000,0,1.592
16,2001,0,1.674
16,2002,0,1.663
16,2003,0,1.657
16,2004,0,1.657
16,2005,0,1.159
16,2006,0,1.552
16,2007,0,1.453
16,2008,0,1.41
16,2009,0,1.433
16,2010,0,1.532
16,2011,0,1.432
16,2012,0,1.927
16,2013,0,1.811
16,2014,0,1.852
16,2015,0,1.61
16,2016,0,1.712
16,2017,0,1.739
16,2018,0,1.594
16,2019,0,1.702
17,1980,0,0.0
17,1981,0,0.0
17,1982,0,0.0
17,1983,0,0.0
17,1984,0,0.0
17,1985,0,0.0
17,1986,0,0.0
17,1987,0,0.0
17,1988,0,0.0
17,1989,0,0.0
17,1990,0,0.0
17,1991,0,0.0
17,1992,0,0.0
17,1993,0,89.291
17,1994,0,79.728
17,1995,0,65.915
17,1996,0,61.574
17,1997,0,59.951
17,1998,0,58.912
17,1999,0,56.656
17,2000,0,57.936
17,2001,0,59.29
17,2002,0,53.852
17,2003,0,50.707
17,2004,0,55.735
17,2005,0,54.749
17,2006,0,64.142
17,2007,0,66.312
17,2008,0,59.548
17,2009,0,66.697
17,2010,0,60.854
17,2011,0,64.132
17,2012,0,66.507
17,2013,0,65.141
17,2014,0,62.115
17,2015,0,62.455
17,2016,0,53.136
17,2017,0,52.899
17,2018,0,52.915
17,2019,0,56.524
18,1980,0,0.0
18,1981,0,139.878
18,1982,0,123.414
18,1983,0,116.552
18,1984,0,106.533
18,1985,0,114.551
18,1986,0,112.479
18,1987,0,114.927
18,1988,0,116.881
18,1989,0,120.585
18,1990,0,122.635
18,1991,0,125.741
18,1992,0,129.998
18,1993,0,128.048
18,1994,0,125.341
18,1995,0,131.458
18,1996,0,131.832
18,1997,0,138.62
18,1998,0,136.572
18,1999,0,142.175
18,2000,0,136.009
18,2001,0,139.252
18,2002,0,138.815
18,2003,0,136.186
18,2004,0,142.243
18,2005,0,142.593
18,2006,0,139.516
18,2007,0,138.702
18,2008,0,139.314
18,2009,0,143.396
18,2010,0,126.966
18,2011,0,136.68
18,2012,0,124.367
18,2013,0,120.57
18,2014,0,122.538
18,2015,0,113.749
18,2016,0,119.579
18,2017,0,121.128
18,2018,0,123.925
18,2019,0,132.28
19,1980,0,0.0
19,1981,0,0.226
19,1982,0,0.2
19,1983,0,0.2
19,1984,0,0.2
19,1985,0,0.2
19,1986,0,0.2
19,1987,0,0.3
19,1988,0,0.2
19,1989,0,0.2
19,1990,0,0.2
19,1991,0,0.3
19,1992,0,0.3
19,1993,0,0.3
19,1994,0,0.3
19,1995,0,0.3
19,1996,0,0.3
19,1997,0,0.3
19,1998,0,0.4
19,1999,0,0.4
19,2000,0,0.4
19,2001,0,0.7
19,2002,0,0.9
19,2003,0,0.8
19,2004,0,0.8
19,2005,0,0.9
19,2006,0,1.0
19,2007,0,1.0
19,2008,0,1.073
19,2009,0,1.0
19,2010,0,0.5
19,2011,0,0.5
19,2012,0,0.423
19,2013,0,0.476
19,2014,0,0.516
19,2015,0,0.506
19,2016,0,0.598
19,2017,0,0.591
19,2018,0,0.677
19,2019,0,0.578
20,1980,0,0.0
20,1981,0,0.421
20,1982,0,0.4
20,1983,0,0.3
20,1984,0,0.4
20,1985,0,0.4
20,1986,0,0.5
20,1987,0,0.5
20,1988,0,0.4
20,1989,0,0.5
20,1990,0,0.5
20,1991,0,0.6
20,1992,0,0.7
20,1993,0,0.8
20,1994,0,0.8
20,1995,0,0.9
20,1996,0,1.0
20,1997,0,1.0
20,1998,0,1.1
20,1999,0,1.2
20,2000,0,1.3
20,2001,0,1.7
20,2002,0,1.7
20,2003,0,1.7
20,2004,0,2.1
20,2005,0,2.4
20,2006,0,2.5
20,2007,0,3.0
20,2008,0,3.303
20,2009,0,3.404
20,2010,0,4.5
20,2011,0,5.1
20,2012,0,4.723
20,2013,0,4.372
20,2014,0,4.539
20,2015,0,4.841
20,2016,0,5.375
20,2017,0,6.5
20,2018,0,6.98
20,2019,0,7.736
21,1980,0,0.0
21,1981,0,0.531
21,1982,0,0.5
21,1983,0,0.5
21,1984,0,0.5
21,1985,0,0.5
21,1986,0,0.5
21,1987,0,0.5
21,1988,0,0.7
21,1989,0,0.8
21,1990,0,0.9
21,1991,0,0.7
21,1992,0,0.5
21,1993,0,0.4
21,1994,0,0.5
21,1995,0,0.5
21,1996,0,0.5
21,1997,0,0.5
21,1998,0,0.5
21,1999,0,0.5
21,2000,0,0.5
21,2001,0,0.5
21,2002,0,0.5
21,2003,0,0.5
21,2004,0,0.6
21,2005,0,0.6
21,2006,0,0.6
21,2007,0,0.6
21,2008,0,0.769
21,2009,0,0.8
21,2010,0,0.7
21,2011,0,0.7
21,2012,0,0.527
21,2013,0,0.559
21,2014,0,0.58
21,2015,0,0.748
21,2016,0,0.639
21,2017,0,0.813
21,2018,0,0.775
21,2019,0,0.797
22,1980,0,0.0
22,1981,0,0.004
22,1982,0,0.025
22,1983,0,0.031
22,1984,0,0.029
22,1985,0,0.026
22,1986,0,0.033
22,1987,0,0.032
22,1988,0,0.061
22,1989,0,0.062
22,1990,0,0.065
22,1991,0,0.114
22,1992,0,0.116
22,1993,0,0.122
22,1994,0,0.124
22,1995,0,0.165
22,1996,0,0.177
22,1997,0,0.178
22,1998,0,0.179
22,1999,0,0.18
22,2000,0,0.199
22,2001,0,0.217
22,2002,0,0.22
22,2003,0,0.33
22,2004,0,0.322
22,2005,0,0.345
22,2006,0,0.364
22,2007,0,0.367
22,2008,0,0.339
22,2009,0,0.367
22,2010,0,0.459
22,2011,0,0.492
22,2012,0,0.54
22,2013,0,0.583
22,2014,0,0.61
22,2015,0,0.59
22,2016,0,0.625
22,2017,0,0.739
22,2018,0,0.874
22,2019,0,0.967
23,1980,0,0.0
23,1981,0,4.139
23,1982,0,4.64
23,1983,0,4.037
23,1984,0,4.096
23,1985,0,4.043
23,1986,0,3.584
23,1987,0,3.643
23,1988,0,3.443
23,1989,0,3.908
23,1990,0,4.579
23,1991,0,4.892
23,1992,0,4.779
23,1993,0,5.198
23,1994,0,4.993
23,1995,0,5.755
23,1996,0,6.788
23,1997,0,6.456
23,1998,0,7.124
23,1999,0,6.704
23,2000,0,8.062
23,2001,0,8.767
23,2002,0,7.706
23,2003,0,8.897
23,2004,0,11.186
23,2005,0,11.39
23,2006,0,11.231
23,2007,0,12.499
23,2008,0,11.088
23,2009,0,13.721
23,2010,0,12.741
23,2011,0,13.326
23,2012,0,13.248
23,2013,0,15.485
23,2014,0,15.806
23,2015,0,16.181
23,2016,0,15.937
23,2017,0,17.254
23,2018,0,18.092
23,2019,0,18.336
24,1980,0,0.0
24,1981,0,0.0
24,1982,0,0.0
24,1983,0,0.0
24,1984,0,0.0
24,1985,0,0.0
24,1986,0,0.0
24,1987,0,0.0
24,1988,0,0.0
24,1989,0,0.0
24,1990,0,0.0
24,1991,0,0.0
24,1992,0,0.0
24,1993,0,8.456
24,1994,0,6.074
24,1995,0,5.947
24,1996,0,9.987
24,1997,0,4.767
24,1998,0,10.35
24,1999,0,13.108
24,2000,0,12.818
24,2001,0,14.59
24,2002,0,14.427
24,2003,0,15.016
24,2004,0,13.487
24,2005,0,12.479
24,2006,0,11.007
24,2007,0,11.128
24,2008,0,11.337
24,2009,0,12.586
24,2010,0,15.181
24,2011,0,16.292
24,2012,0,18.015
24,2013,0,17.551
24,2014,0,16.562
24,2015,0,16.73
24,2016,0,16.974
24,2017,0,17.542
24,2018,0,18.43
24,2019,0,17.267
25,1980,0,0.0
25,1981,0,1.232
25,1982,0,1.28
25,1983,0,1.25
25,1984,0,1.228
25,1985,0,1.217
25,1986,0,1.517
25,1987,0,1.639
25,1988,0,1.761
25,1989,0,2.075
25,1990,0,2.282
25,1991,0,2.565
25,1992,0,2.608
25,1993,0,3.252
25,1994,0,3.056
25,1995,0,2.992
25,1996,0,3.025
25,1997,0,2.722
25,1998,0,2.787
25,1999,0,3.053
25,2000,0,2.799
25,2001,0,3.862
25,2002,0,3.511
25,2003,0,3.49
25,2004,0,3.291
25,2005,0,3.75
25,2006,0,4.061
25,2007,0,4.238
25,2008,0,4.078
25,2009,0,3.94
25,2010,0,4.181
25,2011,0,4.219
25,2012,0,4.386
25,2013,0,4.186
25,2014,0,4.327
25,2015,0,4.67
25,2016,0,6.004
25,2017,0,6.788
25,2018,0,6.265
25,2019,0,6.189
26,1980,0,0.0
26,1981,0,187.731
26,1982,0,178.097
26,1983,0,174.065
26,1984,0,166.134
26,1985,0,181.004
26,1986,0,194.907
26,1987,0,215.791
26,1988,0,222.947
26,1989,0,223.394
26,1990,0,231.996
26,1991,0,243.07
26,1992,0,251.544
26,1993,0,243.906
26,1994,0,265.129
26,1995,0,279.392
26,1996,0,299.819
26,1997,0,316.634
26,1998,0,333.15
26,1999,0,329.492
26,2000,0,341.813
26,2001,0,326.632
26,2002,0,331.635
26,2003,0,328.257
26,2004,0,322.711
26,2005,0,337.989
26,2006,0,342.001
26,2007,0,349.283
26,2008,0,362.983
26,2009,0,383.629
26,2010,0,355.536
26,2011,0,409.649
26,2012,0,431.175
26,2013,0,462.029
26,2014,0,491.32
26,2015,0,509.822
26,2016,0,500.437
26,2017,0,466.803
26,2018,0,475.529
26,2019,0,453.443
27,1980,0,0.0
27,1981,0,0.022
27,1982,0,0.035
27,1983,0,0.035
27,1984,0,0.035
27,1985,0,0.032
27,1986,0,0.033
27,1987,0,0.038
27,1988,0,0.044
27,1989,0,0.047
27,1990,0,0.05
27,1991,0,0.05
27,1992,0,0.05
27,1993,0,0.054
27,1994,0,0.054
27,1995,0,0.054
27,1996,0,0.054
27,1997,0,0.06
27,1998,0,0.06
27,1999,0,0.06
27,2000,0,0.06
27,2001,0,0.06
27,2002,0,0.06
27,2003,0,0.06
27,2004,0,0.07
27,2005,0,0.089
27,2006,0,0.095
27,2007,0,0.1
27,2008,0,0.111
27,2009,0,0.1
27,2010,0,0.1
27,2011,0,0.2
27,2012,0,0.179
27,2013,0,0.178
27,2014,0,0.177
27,2015,0,0.18
27,2016,0,0.184
27,2017,0,0.186
27,2018,0,0.174
27,2019,0,0.217
28,1980,0,0.0
28,1981,0,4.513
28,1982,0,4.693
28,1983,0,5.009
28,1984,0,4.049
28,1985,0,3.634
28,1986,0,4.314
28,1987,0,2.826
28,1988,0,4.471
28,1989,0,3.992
28,1990,0,4.571
28,1991,0,3.863
28,1992,0,3.237
28,1993,0,3.143
28,1994,0,2.951
28,1995,0,2.914
28,1996,0,3.498
28,1997,0,3.487
28,1998,0,3.703
28,1999,0,3.243
28,2000,0,3.64
28,2001,0,3.758
28,2002,0,4.248
28,2003,0,4.876
28,2004,0,5.194
28,2005,0,5.824
28,2006,0,6.61
28,2007,0,9.827
28,2008,0,10.186
28,2009,0,10.534
28,2010,0,7.241
28,2011,0,8.211
28,2012,0,8.482
28,2013,0,8.242
28,2014,0,7.701
28,2015,0,8.587
28,2016,0,9.288
28,2017,0,9.744
28,2018,0,9.834
28,2019,0,10.225
29,1980,0,0.0
29,1981,0,91.379
29,1982,0,88.989
29,1983,0,92.02
29,1984,0,93.02
29,1985,0,93.086
29,1986,0,94.807
29,1987,0,98.948
29,1988,0,97.329
29,1989,0,95.31
29,1990,0,86.772
29,1991,0,79.087
29,1992,0,61.192
29,1993,0,59.092
29,1994,0,56.113
29,1995,0,57.318
29,1996,0,59.962
29,1997,0,58.543
29,1998,0,54.631
29,1999,0,48.091
29,2000,0,43.349
29,2001,0,45.0
29,2002,0,44.486
29,2003,0,43.353
29,2004,0,45.907
29,2005,0,45.919
29,2006,0,46.12
29,2007,0,47.05
29,2008,0,45.64
29,2009,0,47.779
29,2010,0,42.302
29,2011,0,42.034
29,2012,0,48.149
29,2013,0,44.463
29,2014,0,39.923
29,2015,0,42.663
29,2016,0,44.949
29,2017,0,41.729
29,2018,0,44.125
29,2019,0,41.543
30,1980,0,0.0
30,1981,0,0.418
30,1982,0,0.4
30,1983,0,0.4
30,1984,0,0.4
30,1985,0,0.4
30,1986,0,0.4
30,1987,0,0.5
30,1988,0,0.5
30,1989,0,0.5
30,1990,0,0.5
30,1991,0,0.5
30,1992,0,0.6
30,1993,0,0.6
30,1994,0,0.6
30,1995,0,0.7
30,1996,0,0.7
30,1997,0,0.7
30,1998,0,1.1
30,1999,0,1.1
30,2000,0,1.1
30,2001,0,1.1
30,2002,0,1.1
30,2003,0,1.1
30,2004,0,1.1
30,2005,0,1.2
30,2006,0,1.1
30,2007,0,1.2
30,2008,0,1.348
30,2009,0,1.4
30,2010,0,1.7
30,2011,0,1.7
30,2012,0,2.121
30,2013,0,2.453
30,2014,0,3.05
30,2015,0,2.861
30,2016,0,3.711
30,2017,0,3.424
30,2018,0,4.006
30,2019,0,4.391
134,1980,0,0.0
134,1981,0,3.992
134,1982,0,4.147
134,1983,0,4.483
134,1984,0,5.246
134,1985,0,5.711
134,1986,0,5.989
134,1987,0,4.975
134,1988,0,4.829
134,1989,0,4.641
134,1990,0,4.797
134,1991,0,4.606
134,1992,0,4.568
134,1993,0,4.628
134,1994,0,4.874
134,1995,0,5.898
134,1996,0,6.229
134,1997,0,6.33
134,1998,0,6.938
134,1999,0,8.339
134,2000,0,8.682
134,2001,0,9.145
134,2002,0,8.891
134,2003,0,10.175
134,2004,0,10.966
134,2005,0,12.071
134,2006,0,15.482
134,2007,0,13.963
134,2008,0,14.289
134,2009,0,13.979
134,2010,0,11.378
134,2011,0,11.054
134,2012,0,10.821
134,2013,0,13.93
134,2014,0,16.596
134,2015,0,20.994
134,2016,0,24.86
134,2017,0,22.799
134,2018,0,31.013
134,2019,0,32.969
31,1980,0,0.0
31,1981,0,0.098
31,1982,0,0.1
31,1983,0,0.098
31,1984,0,0.1
31,1985,0,0.1
31,1986,0,0.1
31,1987,0,0.2
31,1988,0,0.2
31,1989,0,0.2
31,1990,0,0.3
31,1991,0,0.3
31,1992,0,0.3
31,1993,0,0.3
31,1994,0,0.4
31,1995,0,0.4
31,1996,0,0.4
31,1997,0,0.4
31,1998,0,0.4
31,1999,0,0.4
31,2000,0,0.4
31,2001,0,0.4
31,2002,0,0.4
31,2003,0,0.4
31,2004,0,0.4
31,2005,0,0.4
31,2006,0,0.4
31,2007,0,0.4
31,2008,0,0.209
