idCountry,year,electricityDemand,electricityGeneration,population,co2PerCapita
0,1980,0.0,0.0,13356500,0.132
0,1981,0.0,0.0,13171679,0.15
0,1982,0.0,0.0,12882518,0.163
0,1983,0.0,0.0,12537732,0.201
0,1984,0.0,0.0,12204306,0.231
0,1985,0.0,0.0,11938204,0.293
0,1986,0.0,0.0,11736177,0.267
0,1987,0.0,0.0,11604538,0.268
0,1988,0.0,0.0,11618008,0.246
0,1989,0.0,0.0,11868873,0.233
0,1990,0.0,0.0,12412311,0.21
0,1991,0.0,0.0,13299016,0.182
0,1992,0.0,0.0,14485543,0.095
0,1993,0.0,0.0,15816601,0.084
0,1994,0.0,0.0,17075728,0.075
0,1995,0.0,0.0,18110662,0.068
0,1996,0.0,0.0,18853444,0.062
0,1997,0.0,0.0,19357126,0.056
0,1998,0.0,0.0,19737770,0.052000000000000005
0,1999,0.0,0.0,20170848,0.04
0,2000,0.57,0.47,20779958,0.036000000000000004
0,2001,0.69,0.59,21606992,0.037000000000000005
0,2002,0.79,0.69,22600774,0.046
0,2003,1.04,0.94,23680872,0.05
0,2004,0.99,0.89,24726690,0.036000000000000004
0,2005,1.03,0.93,25654274,0.051
0,2006,1.27,0.84,26433058,0.062
0,2007,1.56,0.95,27100542,0.084
0,2008,1.48,0.73,27722282,0.152
0,2009,2.09,0.94,28394806,0.237
0,2010,2.51,0.94,29185512,0.28800000000000003
0,2011,3.03,0.78,30117410,0.402
0,2012,3.95,0.88,31161378,0.328
0,2013,4.73,1.11,32269592,0.262
0,2014,4.87,1.16,33370804,0.233
0,2015,4.96,1.18,34413600,0.23
0,2016,5.54,1.21,35383028,0.191
0,2017,5.88,1.27,36296108,0.189
0,2018,6.16,1.17,37171920,0.224
0,2019,5.97,1.06,38041756,0.319
0,2020,5.69,0.78,38928340,0.312
1,1980,0.0,0.0,2682697,1.926
1,1981,0.0,0.0,2737018,2.68
1,1982,0.0,0.0,2790284,2.617
1,1983,0.0,0.0,2844867,2.68
1,1984,0.0,0.0,2904142,2.692
1,1985,0.0,0.0,2969671,2.652
1,1986,0.0,0.0,3044201,2.644
1,1987,0.0,0.0,3124892,2.38
1,1988,0.0,0.0,3200972,2.287
1,1989,0.0,0.0,3257913,2.755
1,1990,3.51,3.3,3286070,1.6569999999999998
1,1991,2.65,3.82,3280397,1.289
1,1992,2.89,3.4,3245887,0.769
1,1993,3.39,3.53,3195196,0.725
1,1994,3.75,3.94,3146518,0.608
1,1995,4.4,4.47,3112923,0.664
1,1996,5.76,5.99,3098699,0.643
1,1997,5.1,5.23,3099747,0.494
1,1998,5.49,5.11,3110699,0.561
1,1999,5.78,5.42,3122700,0.953
1,2000,5.77,4.77,3129246,0.96
1,2001,5.48,3.73,3129701,1.029
1,2002,5.85,3.74,3126183,1.199
1,2003,5.92,5.0,3118017,1.357
1,2004,6.09,5.61,3104893,1.3219999999999998
1,2005,5.81,5.44,3086810,1.36
1,2006,6.13,5.52,3063021,1.255
1,2007,5.69,2.86,3033993,1.262
1,2008,6.23,3.8,3002683,1.423
1,2009,6.6,5.2,2973044,1.431
1,2010,6.62,7.57,2948029,1.509
1,2011,7.45,4.19,2928601,1.7180000000000002
1,2012,7.26,4.72,2914091,1.602
1,2013,9.28,6.96,2903788,1.6969999999999998
1,2014,7.79,4.72,2896307,1.941
1,2015,7.29,5.89,2890524,1.555
1,2016,7.74,7.78,2886427,1.556
1,2017,7.43,4.52,2884169,1.838
1,2018,7.64,8.55,2882735,1.642
1,2019,7.61,5.2,2880913,1.6880000000000002
1,2020,7.59,5.31,2877800,1.5759999999999998
2,1980,0.0,0.0,19221658,3.455
2,1981,0.0,0.0,19824296,2.338
2,1982,0.0,0.0,20452900,1.915
2,1983,0.0,0.0,21101876,2.488
2,1984,0.0,0.0,21763578,3.26
2,1985,0.0,12.274000000000001,22431508,3.237
2,1986,0.0,12.981,23102386,3.293
2,1987,0.0,12.722000000000001,23774288,3.528
2,1988,0.0,13.966,24443472,3.425
2,1989,0.0,15.324000000000002,25106192,3.179
2,1990,0.0,16.104,25758872,2.979
2,1991,0.0,17.345,26400468,2.985
2,1992,0.0,18.285999999999998,27028330,2.9560000000000004
2,1993,0.0,19.414,27635518,2.965
2,1994,0.0,19.883,28213778,3.053
2,1995,0.0,19.715,28757788,3.303
2,1996,0.0,20.654,29266414,3.307
2,1997,0.0,21.497,29742980,2.925
2,1998,0.0,23.261999999999997,30192750,3.531
2,1999,0.0,24.756999999999998,30623406,2.9930000000000003
2,2000,23.82,25.412,31042238,2.649
2,2001,24.98,26.625,31451514,2.664
2,2002,25.98,27.648000000000003,31855110,2.807
2,2003,27.82,29.528000000000002,32264158,2.822
2,2004,29.4,31.249000000000002,32692152,2.687
2,2005,31.98,33.915,33149718,3.212
2,2006,33.2,35.227,33641008,2.979
2,2007,34.98,37.31,34166976,3.173
2,2008,37.78,40.236999999999995,34730604,3.139
2,2009,36.18,43.111999999999995,35333884,3.401
2,2010,42.93,45.735,35977448,3.275
2,2011,48.04,53.074,36661436,3.268
2,2012,53.94,57.397,37383900,3.427
2,2013,56.23,59.89,38140136,3.472
2,2014,60.21,64.241,38923688,3.662
2,2015,64.65,68.798,39728020,3.768
2,2016,66.51,70.997,40551400,3.673
2,2017,71.16,76.017,41389176,3.743
2,2018,72.02,76.663,42228416,3.824
2,2019,76.55,81.527,43053056,3.871
2,2020,72.66,79.155,43851044,3.535
2,2021,0.0,84.25399999999998,44616624,0.0
3,1980,0.0,0.0,32647,0.0
3,1981,0.0,0.0,33697,0.0
3,1982,0.0,0.0,34969,0.0
3,1983,0.0,0.0,36413,0.0
3,1984,0.0,0.0,37946,0.0
3,1985,0.0,0.0,39521,0.0
3,1986,0.0,0.0,41114,0.0
3,1987,0.0,0.0,42741,0.0
3,1988,0.0,0.0,44346,0.0
3,1989,0.0,0.0,45894,0.0
3,1990,0.0,0.0,47351,0.0
3,1991,0.0,0.0,48682,0.0
3,1992,0.0,0.0,49900,0.0
3,1993,0.0,0.0,51025,0.0
3,1994,0.0,0.0,52099,0.0
3,1995,0.0,0.0,53158,0.0
3,1996,0.0,0.0,54209,0.0
3,1997,0.0,0.0,55227,0.0
3,1998,0.0,0.0,56180,0.0
3,1999,0.0,0.0,57049,0.0
3,2000,0.16,0.16,57816,0.0
3,2001,0.16,0.16,58496,0.0
3,2002,0.17,0.17,59077,0.0
3,2003,0.18,0.18,59495,0.0
3,2004,0.18,0.18,59684,0.0
3,2005,0.18,0.18,59557,0.0
3,2006,0.18,0.18,59109,0.0
3,2007,0.18,0.18,58367,0.0
3,2008,0.19,0.19,57490,0.0
3,2009,0.18,0.18,56675,0.0
3,2010,0.16,0.16,56084,0.0
3,2011,0.16,0.16,55755,0.0
3,2012,0.16,0.16,55669,0.0
3,2013,0.16,0.16,55717,0.0
3,2014,0.16,0.16,55791,0.0
3,2015,0.16,0.16,55806,0.0
3,2016,0.17,0.17,55739,0.0
3,2017,0.17,0.17,55617,0.0
3,2018,0.16,0.16,55461,0.0
3,2019,0.16,0.16,55312,0.0
3,2020,0.15,0.15,55197,0.0
4,1980,0.0,0.0,8341290,0.64
4,1981,0.0,0.0,8640478,0.61
4,1982,0.0,0.0,8952971,0.518
4,1983,0.0,0.0,9278104,0.55
4,1984,0.0,0.0,9614756,0.519
4,1985,0.0,0.0,9961993,0.469
4,1986,0.0,0.0,10320116,0.449
4,1987,0.0,0.0,10689247,0.541
4,1988,0.0,0.0,11068051,0.456
4,1989,0.0,0.0,11454784,0.43
4,1990,0.0,0.0,11848385,0.43
4,1991,0.0,0.0,12248901,0.413
4,1992,0.0,0.0,12657361,0.408
4,1993,0.0,0.0,13075044,0.44
4,1994,0.0,0.0,13503753,0.28600000000000003
4,1995,0.0,0.0,13945205,0.785
4,1996,0.0,0.0,14400722,0.7240000000000001
4,1997,0.0,0.0,14871572,0.494
4,1998,0.0,0.0,15359600,0.473
4,1999,0.0,0.0,15866871,0.575
4,2000,1.4,1.4,16395477,0.58
4,2001,1.59,1.59,16945754,0.5710000000000001
4,2002,1.71,1.71,17519418,0.7190000000000001
4,2003,1.94,1.94,18121476,0.496
4,2004,2.18,2.18,18758138,0.997
4,2005,2.73,2.73,19433604,0.978
4,2006,3.24,3.24,20149904,1.097
4,2007,3.15,3.15,20905360,1.195
4,2008,4.06,4.06,21695636,1.175
4,2009,4.6,4.6,22514276,1.224
4,2010,5.32,5.32,23356246,1.236
4,2011,5.53,5.53,24220660,1.252
4,2012,6.03,6.03,25107926,1.346
4,2013,7.97,7.97,26015786,1.277
4,2014,9.22,9.22,26941774,1.236
4,2015,9.31,9.31,27884380,1.206
4,2016,10.21,10.21,28842482,1.089
4,2017,10.67,10.67,29816770,0.953
4,2018,11.7,11.7,30809788,0.7909999999999999
4,2019,13.56,13.56,31825298,0.738
4,2020,14.39,14.39,32866270,0.675
4,2021,0.0,0.0,33933608,0.0
5,1980,0.0,0.0,0,0.0
5,1981,0.0,0.0,0,0.0
5,1982,0.0,0.0,0,0.0
5,1983,0.0,0.0,0,0.0
5,1984,0.0,0.0,0,0.0
5,1985,0.0,0.0,0,0.0
5,1986,0.0,0.0,0,0.0
5,1987,0.0,0.0,0,0.0
5,1988,0.0,0.0,0,0.0
5,1989,0.0,0.0,0,0.0
5,1990,0.0,0.0,0,0.0
5,1991,0.0,0.0,0,0.0
5,1992,0.0,0.0,0,0.0
5,1993,0.0,0.0,0,0.0
5,1994,0.0,0.0,0,0.0
5,1995,0.0,0.0,0,0.0
5,1996,0.0,0.0,0,0.0
5,1997,0.0,0.0,0,0.0
5,1998,0.0,0.0,0,0.0
5,1999,0.0,0.0,0,0.0
5,2000,0.0,0.0,0,0.0
5,2001,0.0,0.0,0,0.0
5,2002,0.0,0.0,0,0.0
5,2003,0.0,0.0,0,0.0
5,2004,0.0,0.0,0,0.0
5,2005,0.0,0.0,0,0.0
5,2006,0.0,0.0,0,0.0
5,2007,0.0,0.0,0,0.0
5,2008,0.0,0.0,0,0.0
5,2009,0.0,0.0,0,0.0
5,2010,0.0,0.0,0,0.0
5,2011,0.0,0.0,0,0.0
5,2012,0.0,0.0,0,0.0
5,2013,0.0,0.0,0,0.0
5,2014,0.0,0.0,0,0.0
5,2015,0.0,0.0,0,0.0
5,2016,0.0,0.0,0,0.0
5,2017,0.0,0.0,0,0.0
5,2018,0.0,0.0,0,0.0
5,2019,0.0,0.0,0,0.0
6,1980,0.0,0.0,61861,2.31
6,1981,0.0,0.0,61789,1.72
6,1982,0.0,0.0,61780,4.745
6,1983,0.0,0.0,61779,1.364
6,1984,0.0,0.0,61784,2.372
6,1985,0.0,0.0,61785,4.033
6,1986,0.0,0.0,61754,4.035
6,1987,0.0,0.0,61713,4.453
6,1988,0.0,0.0,61758,4.628
6,1989,0.0,0.0,62007,4.609
6,1990,0.0,0.0,62533,3.516
6,1991,0.0,0.0,63363,3.354
6,1992,0.0,0.0,64459,3.24
6,1993,0.0,0.0,65777,3.286
6,1994,0.0,0.0,67201,3.217
6,1995,0.0,0.0,68672,3.255
6,1996,0.0,0.0,70176,3.394
6,1997,0.0,0.0,71707,3.577
6,1998,0.0,0.0,73219,3.703
6,1999,0.0,0.0,74674,3.778
6,2000,0.14,0.14,76007,3.856
6,2001,0.16,0.16,77212,3.844
6,2002,0.18,0.18,78298,4.212
6,2003,0.2,0.2,79311,4.435
6,2004,0.21,0.21,80347,4.56
6,2005,0.23,0.23,81462,4.588
6,2006,0.24,0.24,82715,4.651
6,2007,0.26,0.26,84029,4.84
6,2008,0.27,0.27,85394,4.891
6,2009,0.31,0.31,86743,5.1110000000000015
6,2010,0.32,0.32,88030,5.1610000000000005
6,2011,0.32,0.32,89250,4.967
6,2012,0.31,0.31,90407,5.066
6,2013,0.31,0.31,91510,5.045
6,2014,0.32,0.32,92562,4.988
6,2015,0.33,0.33,93571,5.13
6,2016,0.33,0.33,94520,5.194
6,2017,0.33,0.33,95425,5.145
6,2018,0.33,0.33,96282,5.176
6,2019,0.34,0.34,97115,5.008
6,2020,0.32,0.32,97928,4.395
7,1980,0.0,0.0,27896532,3.895
7,1981,0.0,0.0,28338514,3.5980000000000003
7,1982,0.0,0.0,28794550,3.589
7,1983,0.0,0.0,29262048,3.593
7,1984,0.0,0.0,29737098,3.58
7,1985,0.0,45.303999999999995,30216284,3.327
7,1986,0.0,49.022,30698964,3.393
7,1987,0.0,52.115,31184410,3.684
7,1988,0.0,52.5,31668940,3.834
7,1989,0.0,50.863,32148136,3.64
7,1990,0.0,51.005,32618648,3.4360000000000004
7,1991,0.0,53.854,33079004,3.552
7,1992,0.0,56.107,33529320,3.616
7,1993,0.0,61.869,33970100,3.467
7,1994,0.0,65.622,34402668,3.553
7,1995,0.0,67.169,34828168,3.668
7,1996,0.0,69.76,35246376,3.823
7,1997,0.0,72.462,35657436,3.86
7,1998,0.0,74.17,36063448,3.867
7,1999,0.0,80.745,36467220,4.039
7,2000,86.48,88.978,36870796,3.861
7,2001,88.26,90.13799999999999,37275644,3.595
7,2002,86.99,84.59,37681744,3.301
7,2003,93.16,92.059,38087868,3.535
7,2004,99.16,100.26100000000001,38491968,4.08
7,2005,104.75,105.75,38892924,4.151
7,2006,113.77,113.42399999999999,39289876,4.444
7,2007,118.46,113.525,39684304,4.391
7,2008,120.23,121.905,40080160,4.6930000000000005
7,2009,122.47,122.32600000000001,40482784,4.42
7,2010,128.23,125.992,40895752,4.566
7,2011,132.42,129.483,41320496,4.605
7,2012,136.29,136.034,41755188,4.591
7,2013,140.11,139.441,42196036,4.506
7,2014,141.48,138.55100000000002,42637508,4.425
7,2015,146.76,145.422,43075416,4.467
7,2016,148.88,147.19299999999996,43508460,4.3889999999999985
7,2017,148.67,145.618,43937144,4.274
7,2018,149.04,146.774,44361148,4.082
7,2019,143.15,139.53,44780676,3.742
7,2020,142.44,144.643,45195776,3.4730000000000003
7,2021,148.88,152.465,45605824,0.0
8,1992,0.0,0.0,3442820,1.703
8,1993,0.0,0.0,3363111,0.7659999999999999
8,1994,0.0,0.0,3283664,0.826
8,1995,0.0,0.0,3217349,1.067
8,1996,0.0,0.0,3168213,0.8190000000000001
8,1997,0.0,0.0,3133081,1.044
8,1998,0.0,0.0,3108691,1.093
8,1999,0.0,0.0,3089020,0.987
8,2000,5.21,5.62,3069597,1.137
8,2001,5.2,5.57,3050686,1.158
8,2002,4.85,5.21,3033976,1.014
8,2003,4.93,5.21,3017938,1.145
8,2004,5.15,5.9,3000715,1.23
8,2005,5.16,5.97,2981262,1.4680000000000002
8,2006,5.22,5.62,2958301,1.4880000000000002
8,2007,5.55,5.58,2932615,1.739
8,2008,5.45,5.47,2907615,1.917
8,2009,5.32,5.37,2888094,1.511
8,2010,5.37,6.18,2877314,1.4780000000000002
8,2011,5.89,7.07,2876536,1.727
8,2012,6.01,7.61,2884239,1.993
8,2013,6.14,7.3,2897593,1.91
8,2014,6.22,7.33,2912403,1.924
8,2015,6.13,7.38,2925559,1.87
8,2016,6.0,6.95,2936147,1.7719999999999998
8,2017,6.24,7.36,2944789,1.88
8,2018,5.96,7.38,2951741,1.974
8,2019,6.3,7.26,2957728,1.869
8,2020,6.32,7.33,2963234,1.988
8,2021,6.48,7.49,2968128,0.0
9,1986,0.0,0.0,62645,2.866
9,1987,0.0,0.0,61838,7.229
9,1988,0.0,0.0,61072,10.019
9,1989,0.0,0.0,61033,10.626
9,1990,0.0,0.0,62152,7.841
9,1991,0.0,0.0,64623,8.221
9,1992,0.0,0.0,68240,7.893
9,1993,0.0,0.0,72495,8.946
9,1994,0.0,0.0,76705,8.597999999999999
9,1995,0.0,0.0,80324,8.804
9,1996,0.0,0.0,83211,8.718
9,1997,0.0,0.0,85450,8.876
9,1998,0.0,0.0,87280,9.236
9,1999,0.0,0.0,89009,9.097
9,2000,0.73,0.73,90866,26.17
9,2001,0.76,0.76,92892,25.914
9,2002,0.77,0.77,94992,25.65
9,2003,0.79,0.79,97016,26.399
9,2004,0.81,0.81,98744,26.494
9,2005,0.86,0.86,100028,27.179
9,2006,0.85,0.85,100830,26.927
9,2007,0.88,0.88,101226,27.871
9,2008,0.86,0.86,101362,26.207
9,2009,0.9,0.9,101452,25.895
9,2010,0.89,0.89,101665,24.651
9,2011,0.88,0.88,102050,24.486
9,2012,0.87,0.87,102565,13.146
9,2013,0.89,0.89,103165,8.346
9,2014,0.89,0.89,103776,8.402999999999999
9,2015,0.93,0.93,104339,8.604
9,2016,0.9,0.9,104865,8.421
9,2017,0.93,0.93,105361,8.45
9,2018,0.91,0.91,105846,8.238999999999999
9,2019,0.92,0.92,106310,8.006
9,2020,0.88,0.88,106766,7.055
10,1980,0.0,0.0,14588400,15.117
10,1981,0.0,0.0,14777241,15.574000000000002
10,1982,0.0,0.0,14979203,15.615
10,1983,0.0,0.0,15194644,14.794
10,1984,0.0,0.0,15423156,15.326
10,1985,0.0,123.67299999999999,15663672,15.386
10,1986,0.0,129.52700000000002,15917580,15.061
10,1987,0.0,135.815,16183159,15.81
10,1988,0.0,143.374,16452258,15.858
10,1989,0.0,151.433,16713988,16.602999999999998
10,1990,0.0,155.654,16960600,16.471
10,1991,0.0,157.964,17189234,16.398
10,1992,0.0,161.4,17402180,16.454
10,1993,0.0,165.38299999999995,17603210,16.55
10,1994,0.0,170.143,17798526,16.86
10,1995,0.0,175.225,17993082,17.119
10,1996,0.0,180.127,18189274,17.391
10,1997,0.0,188.98,18387206,17.79
10,1998,0.0,199.47099999999998,18587028,18.222
10,1999,0.0,206.9,18788188,18.448
10,2000,198.16,216.829,18991434,18.525
10,2001,211.73,224.255,19194676,18.779
10,2002,214.64,223.495,19401366,18.922
10,2003,213.64,225.952,19624162,19.019
10,2004,223.07,229.217,19879654,19.455
10,2005,215.7,230.74,20178542,19.209
10,2006,219.91,237.99099999999999,20526300,19.355
10,2007,229.52,243.185,20916340,19.216
10,2008,229.55,245.37099999999998,21332292,19.203
10,2009,234.73,249.90200000000002,21750852,18.451
10,2010,238.75,250.96200000000002,22154688,18.26
10,2011,240.07,256.30400000000003,22538002,17.985
10,2012,237.36,250.672,22903952,17.581
10,2013,236.23,249.563,23254912,16.907
10,2014,234.69,247.64700000000002,23596426,16.92
10,2015,238.22,253.984,23932498,16.851
10,2016,243.11,258.219,24262710,17.143
10,2017,244.72,258.967,24584620,16.87
10,2018,247.82,262.632,24898152,16.708
10,2019,250.26,265.901,25203200,16.447
10,2020,243.44,265.232,25499880,15.368
10,2021,244.65,267.452,25788216,0.0
11,1980,0.0,0.0,7609750,6.8370000000000015
11,1981,0.0,0.0,7604512,7.342
11,1982,0.0,0.0,7602177,7.046
11,1983,0.0,0.0,7603100,6.796
11,1984,0.0,0.0,7607296,7.127000000000002
11,1985,0.0,43.742,7614874,7.14
11,1986,0.0,43.977,7625395,7.046
11,1987,0.0,49.688,7639351,7.51
11,1988,0.0,48.148999999999994,7658856,6.912000000000001
11,1989,0.0,49.155,7686564,6.9860000000000015
11,1990,48.84,49.29600000000001,7723954,8.045
11,1991,50.95,51.27,7772698,8.458
11,1992,50.5,50.985,7830938,7.692
11,1993,50.64,52.441,7892089,7.686
11,1994,51.29,53.273999999999994,7947215,7.68
11,1995,52.71,56.426,7990113,8.011000000000001
11,1996,54.52,55.13,8017852,8.401
11,1997,54.91,57.273999999999994,8032873,8.372
11,1998,55.76,57.675,8041054,8.318
11,1999,58.02,60.941,8051116,8.152999999999999
11,2000,58.48,61.235,8069276,8.196
11,2001,61.28,62.494,8097755,8.662
11,2002,61.39,62.532,8134403,8.844
11,2003,63.67,60.133,8175855,9.473
11,2004,65.01,64.107,8216809,9.452
11,2005,67.11,66.833,8253656,9.58
11,2006,68.62,64.375,8285344,9.269
11,2007,68.93,64.757,8313731,8.913
11,2008,69.36,66.725,8341525,8.808
11,2009,67.08,69.08800000000001,8372658,8.037
11,2010,70.35,71.14699999999998,8409945,8.561
11,2011,70.46,65.855,8453501,8.267000000000001
11,2012,71.5,72.722,8502230,7.911
11,2013,71.86,68.438,8556191,7.919
11,2014,70.89,65.648,8615205,7.447
11,2015,71.91,65.513,8678667,7.645
11,2016,72.41,68.513,8747306,7.684
11,2017,73.97,71.324,8819902,7.891
11,2018,73.99,68.618,8891383,7.4860000000000015
11,2019,73.99,74.234,8955108,7.588999999999999
11,2020,71.34,72.566,9006400,6.732
11,2021,73.06,73.842,9043072,0.0
12,1985,0.0,20.701999999999998,6666447,7.654
12,1986,0.0,21.541999999999998,6778631,7.837999999999999
12,1987,0.0,22.909000000000002,6893486,7.317
12,1988,0.0,23.572,7010027,7.322
12,1989,0.0,23.3,7126877,7.207999999999998
12,1990,0.0,23.151999999999997,7242758,7.0939999999999985
12,1991,0.0,23.449,7357945,6.8
12,1992,0.0,19.762999999999998,7471924,7.518
12,1993,0.0,19.051,7581754,6.385
12,1994,0.0,17.570999999999998,7683704,5.459
12,1995,0.0,17.044,7775418,4.284
12,1996,0.0,17.085,7855558,3.977
12,1997,0.0,16.836,7925668,3.76
12,1998,0.0,17.995,7989903,3.963
12,1999,0.0,18.176,8054126,3.547
12,2000,18.18,18.7,8122743,3.633
12,2001,18.13,18.969,8197295,3.512
12,2002,19.95,18.701,8277065,3.5810000000000004
12,2003,21.76,21.285999999999998,8361432,3.662
12,2004,21.86,21.744,8448938,3.797
12,2005,21.3,22.872,8538610,4.016
12,2006,23.2,24.54300000000001,8630153,4.532
12,2007,20.41,21.846999999999998,8724237,3.491
12,2008,19.86,21.642,8821869,4.018
12,2009,17.58,18.869,8924383,3.57
12,2010,17.39,18.709,9032465,3.391
12,2011,18.53,20.294,9146277,3.605
12,2012,21.16,22.988000000000003,9264684,3.783
12,2013,21.66,23.354,9385467,3.752
12,2014,22.94,24.728,9505616,3.89
12,2015,23.12,24.688000000000002,9622741,3.844
12,2016,22.59,24.95300000000001,9736041,3.806
12,2017,21.79,24.320999999999998,9845316,3.731
12,2018,22.5,25.229,9949537,3.703
12,2019,23.25,26.073,10047719,3.854
12,2020,23.36,25.839000000000002,10139175,3.72
12,2021,24.11,27.891,10223344,0.0
13,1980,0.0,0.0,210589,37.856
13,1981,0.0,0.0,215321,12.997
13,1982,0.0,0.0,220182,10.257
13,1983,0.0,0.0,225095,8.949
13,1984,0.0,0.0,229913,8.064
13,1985,0.0,0.0,234579,6.435
13,1986,0.0,0.0,239020,5.902
13,1987,0.0,0.0,243265,5.8439999999999985
13,1988,0.0,0.0,247451,6.2189999999999985
13,1989,0.0,0.0,251738,7.729
13,1990,0.0,0.0,256226,7.894
13,1991,0.0,0.0,261006,7.651
13,1992,0.0,0.0,266028,7.024
13,1993,0.0,0.0,271065,6.434
13,1994,0.0,0.0,275849,6.416
13,1995,0.0,0.0,280179,6.565
13,1996,0.0,0.0,283980,6.3870000000000005
13,1997,0.0,0.0,287363,5.597
13,1998,0.0,0.0,290600,6.846
13,1999,0.0,0.0,294063,6.915
13,2000,1.57,1.57,298045,6.797999999999999
13,2001,1.63,1.63,302618,6.4289999999999985
13,2002,1.72,1.72,307657,6.622000000000001
13,2003,1.81,1.81,313123,6.6110000000000015
13,2004,1.79,1.79,318893,6.422999999999999
13,2005,1.89,1.89,324848,5.865
13,2006,1.93,1.93,331032,5.601
13,2007,2.05,2.05,337387,5.549
13,2008,2.05,2.05,343680,5.5760000000000005
13,2009,1.95,1.95,349600,5.5760000000000005
13,2010,1.89,1.89,354936,5.358
13,2011,1.93,1.93,359583,5.879
13,2012,1.79,1.79,363581,6.359
13,2013,1.77,1.77,367162,7.365
13,2014,1.81,1.81,370625,6.5539999999999985
13,2015,1.88,1.88,374200,5.707999999999998
13,2016,1.85,1.85,377923,5.235
13,2017,1.87,1.87,381749,5.49
13,2018,2.14,2.14,385635,7.002000000000002
13,2019,2.1,2.1,389486,6.772
13,2020,1.99,1.99,393248,5.945
14,1980,0.0,0.0,359897,21.899
14,1981,0.0,0.0,374120,22.77
14,1982,0.0,0.0,385953,25.471
14,1983,0.0,0.0,396451,20.739
14,1984,0.0,0.0,407233,22.592
14,1985,0.0,0.0,419428,24.285
14,1986,0.0,0.0,433478,25.383000000000006
14,1987,0.0,0.0,448981,25.437
14,1988,0.0,0.0,465198,26.102
14,1989,0.0,0.0,481081,24.355
14,1990,0.0,0.0,495927,25.015
14,1991,0.0,0.0,509762,23.259
14,1992,0.0,0.0,523081,20.788
14,1993,0.0,0.0,536212,27.244
14,1994,0.0,0.0,549590,26.846
14,1995,0.0,0.0,563698,26.231
14,1996,0.0,0.0,578661,26.942
14,1997,0.0,0.0,594927,29.06
14,1998,0.0,0.0,613697,29.927
14,1999,0.0,0.0,636540,28.26
14,2000,13.02,13.02,664610,28.278
14,2001,13.74,13.74,697550,20.182
14,2002,14.33,14.33,735140,21.585
14,2003,14.75,14.75,778708,21.535
14,2004,15.18,15.18,829846,21.55
14,2005,18.2,18.2,889157,22.273000000000003
14,2006,19.78,19.78,958423,20.264
14,2007,20.43,20.42,1035923,25.843000000000004
14,2008,21.26,21.45,1114645,26.628
14,2009,21.38,21.21,1185075,23.71
14,2010,22.56,22.39,1240864,23.432
14,2011,23.0,22.88,1278153,22.272
14,2012,23.13,23.29,1299942,20.785
14,2013,24.38,24.36,1315029,23.573
14,2014,25.63,25.63,1336073,23.066
14,2015,26.78,26.79,1371853,23.669
14,2016,26.79,26.81,1425793,22.004
14,2017,27.52,27.48,1494077,21.814
14,2018,27.98,27.78,1569440,20.778
14,2019,31.64,31.44,1641164,20.984
14,2020,30.06,29.86,1701583,20.546
14,2021,0.0,0.0,1748295,0.0
15,1980,0.0,0.0,79639504,0.095
15,1981,0.0,0.0,81767512,0.096
15,1982,0.0,0.0,83932136,0.102
15,1983,0.0,0.0,86142496,0.095
15,1984,0.0,0.0,88416528,0.103
15,1985,0.0,4.5280000000000005,90764176,0.112
15,1986,0.0,4.8,93187592,0.122
15,1987,0.0,5.5870000000000015,95671160,0.123
15,1988,0.0,6.541,98186352,0.13699999999999998
15,1989,0.0,7.115,100695496,0.133
15,1990,0.0,7.732,103171952,0.136
15,1991,0.0,8.27,105599128,0.14
15,1992,0.0,8.894,107983712,0.142
15,1993,0.0,9.206,110350640,0.146
15,1994,0.0,9.783999999999999,112737688,0.156
15,1995,0.0,10.806,115169928,0.183
15,1996,0.0,11.474,117649928,0.183
15,1997,0.0,11.857999999999999,120160568,0.192
15,1998,0.0,12.882,122682824,0.189
15,1999,0.0,14.45,125189656,0.2
15,2000,14.87,15.770999999999999,127657856,0.208
15,2001,16.39,17.392,130088712,0.239
15,2002,17.6,18.665,132478080,0.241
15,2003,18.59,19.713,134791600,0.248
15,2004,23.26,24.685,136986416,0.262
15,2005,25.43,26.45,139035504,0.271
15,2006,29.25,29.538,140921152,0.29600000000000004
15,2007,29.21,31.016,142660368,0.299
15,2008,32.32,34.236,144304160,0.314
15,2009,35.07,37.208,145924800,0.337
15,2010,38.49,40.841,147575440,0.366
15,2011,41.66,44.22,149273136,0.379
15,2012,45.74,48.662,151005728,0.402
15,2013,50.03,54.378,152761408,0.404
15,2014,54.86,57.427,154517392,0.4270000000000001
15,2015,58.98,61.823,156256288,0.469
15,2016,68.67,69.98899999999999,157977152,0.484
15,2017,73.59,73.387,159685424,0.507
15,2018,78.76,81.082,161376720,0.512
15,2019,86.39,89.65100000000002,163046176,0.578
15,2020,81.83,89.09100000000002,164689392,0.564
15,2021,82.54,97.947,166303504,0.0
16,1980,0.0,0.0,252388,2.6710000000000003
16,1981,0.0,0.0,253296,2.705
16,1982,0.0,0.0,254078,2.5380000000000003
16,1983,0.0,0.0,254791,2.689
16,1984,0.0,0.0,255493,2.924
16,1985,0.0,0.0,256260,3.3
16,1986,0.0,0.0,257117,3.56
16,1987,0.0,0.0,258012,3.647
16,1988,0.0,0.0,258970,3.648
16,1989,0.0,0.0,259961,3.803
