idCountry,year,electricityDemand,electricityGeneration,population,co2PerCapita
64,1997,0.0,0.0,60697440,0.049
64,1998,0.0,0.0,62507724,0.05
64,1999,0.0,0.0,64343008,0.048
64,2000,1.7,1.7,66224812,0.052000000000000005
64,2001,2.04,2.04,68159424,0.063
64,2002,2.07,2.07,70142096,0.063
64,2003,2.33,2.33,72170576,0.068
64,2004,2.57,2.57,74239504,0.07
64,2005,2.88,2.88,76346312,0.065
64,2006,3.3,3.3,78489200,0.068
64,2007,3.54,3.54,80674344,0.07200000000000001
64,2008,3.75,3.75,82916232,0.077
64,2009,3.97,3.97,85233920,0.076
64,2010,4.99,4.99,87639960,0.07200000000000001
64,2011,5.99,6.32,90139928,0.08199999999999999
64,2012,6.98,7.54,92726984,0.087
64,2013,8.03,8.67,95385800,0.102
64,2014,8.71,9.47,98094264,0.122
64,2015,9.7,10.4,100835456,0.126
64,2016,11.17,12.47,103603464,0.138
64,2017,11.7,13.13,106399928,0.14300000000000002
64,2018,12.01,13.48,109224408,0.14800000000000002
64,2019,13.15,14.15,112078728,0.146
64,2020,13.15,14.15,114963584,0.128
65,1980,0.0,0.0,43339,9.722
65,1981,0.0,0.0,43725,10.056
65,1982,0.0,0.0,44101,10.385
65,1983,0.0,0.0,44483,10.955
65,1984,0.0,0.0,44895,11.099
65,1985,0.0,0.0,45328,11.398
65,1986,0.0,0.0,45812,10.717
65,1987,0.0,0.0,46340,10.753
65,1988,0.0,0.0,46833,11.265999999999998
65,1989,0.0,0.0,47159,12.276
65,1990,0.0,0.0,47276,14.88
65,1991,0.0,0.0,47123,13.918
65,1992,0.0,0.0,46746,13.873
65,1993,0.0,0.0,46277,12.589
65,1994,0.0,0.0,45848,12.547
65,1995,0.0,0.0,45625,12.528
65,1996,0.0,0.0,45624,13.171
65,1997,0.0,0.0,45789,12.883
65,1998,0.0,0.0,46094,13.513
65,1999,0.0,0.0,46428,13.574000000000002
65,2000,0.21,0.21,46738,14.738
65,2001,0.22,0.22,46999,16.215
65,2002,0.24,0.24,47235,15.359000000000002
65,2003,0.23,0.23,47439,15.447
65,2004,0.24,0.24,47600,15.703
65,2005,0.24,0.24,47731,15.122
65,2006,0.25,0.25,47793,14.183
65,2007,0.26,0.26,47825,14.403
65,2008,0.26,0.26,47822,13.178
65,2009,0.27,0.27,47814,12.031
65,2010,0.27,0.27,47803,13.183
65,2011,0.26,0.26,47815,11.877
65,2012,0.28,0.28,47843,12.33
65,2013,0.28,0.28,47901,13.539
65,2014,0.3,0.3,47965,12.451
65,2015,0.31,0.31,48055,12.657
65,2016,0.3,0.3,48173,13.082
65,2017,0.32,0.32,48326,14.633
65,2018,0.34,0.34,48497,14.959
65,2019,0.38,0.38,48677,15.121
65,2020,0.42,0.42,48865,13.996
66,1980,0.0,0.0,1853,0.0
66,1981,0.0,0.0,1850,0.0
66,1982,0.0,0.0,1845,0.0
66,1983,0.0,0.0,1838,0.0
66,1984,0.0,0.0,1833,0.0
66,1985,0.0,0.0,1841,0.0
66,1986,0.0,0.0,1853,0.0
66,1987,0.0,0.0,1866,0.0
66,1988,0.0,0.0,1885,0.0
66,1989,0.0,0.0,1925,0.0
66,1990,0.0,0.0,1980,0.0
66,1991,0.0,0.0,2061,0.0
66,1992,0.0,0.0,2169,0.0
66,1993,0.0,0.0,2269,0.0
66,1994,0.0,0.0,2384,0.0
66,1995,0.0,0.0,2501,0.0
66,1996,0.0,0.0,2593,0.0
66,1997,0.0,0.0,2688,0.0
66,1998,0.0,0.0,2769,0.0
66,1999,0.0,0.0,2831,0.0
66,2000,0.01,0.01,2893,0.0
66,2001,0.01,0.01,2927,0.0
66,2002,0.01,0.01,2944,0.0
66,2003,0.01,0.01,2950,0.0
66,2004,0.01,0.01,2950,0.0
66,2005,0.01,0.01,2950,0.0
66,2006,0.02,0.02,2940,0.0
66,2007,0.02,0.02,2928,0.0
66,2008,0.02,0.02,2932,0.0
66,2009,0.02,0.02,2921,0.0
66,2010,0.01,0.01,2902,0.0
66,2011,0.02,0.02,2863,0.0
66,2012,0.02,0.02,2823,0.0
66,2013,0.02,0.02,2793,0.0
66,2014,0.02,0.02,2787,0.0
66,2015,0.02,0.02,2836,0.0
66,2016,0.02,0.02,2926,0.0
66,2017,0.02,0.02,3074,0.0
66,2018,0.02,0.02,3236,0.0
66,2019,0.02,0.02,3372,0.0
66,2020,0.02,0.02,3483,0.0
67,1980,0.0,0.0,635312,1.247
67,1981,0.0,0.0,651032,1.655
67,1982,0.0,0.0,668281,1.25
67,1983,0.0,0.0,685497,1.034
67,1984,0.0,0.0,700478,0.8240000000000001
67,1985,0.0,0.0,711770,0.805
67,1986,0.0,0.0,718642,0.8320000000000001
67,1987,0.0,0.0,721776,0.654
67,1988,0.0,0.0,722924,0.76
67,1989,0.0,0.0,724602,0.863
67,1990,0.0,0.0,728575,1.104
67,1991,0.0,0.0,735398,0.901
67,1992,0.0,0.0,744470,0.996
67,1993,0.0,0.0,754962,0.984
67,1994,0.0,0.0,765607,0.964
67,1995,0.0,0.0,775428,0.974
67,1996,0.0,0.0,784389,1.038
67,1997,0.0,0.0,792736,0.988
67,1998,0.0,0.0,800148,0.952
67,1999,0.0,0.0,806302,0.961
67,2000,0.62,0.62,811011,1.027
67,2001,0.67,0.67,813923,1.285
67,2002,0.71,0.71,815257,1.079
67,2003,0.72,0.72,816078,1.271
67,2004,0.75,0.75,817864,1.64
67,2005,0.79,0.79,821606,1.317
67,2006,0.84,0.84,827869,1.453
67,2007,0.87,0.87,836185,1.364
67,2008,0.88,0.88,845356,1.04
67,2009,0.86,0.86,853636,0.912
67,2010,0.9,0.9,859816,1.398
67,2011,0.86,0.86,863451,1.237
67,2012,0.86,0.86,865065,1.205
67,2013,0.88,0.88,865602,1.269
67,2014,0.91,0.91,866447,1.436
67,2015,0.95,0.95,868632,1.49
67,2016,0.96,0.96,872406,1.444
67,2017,1.04,1.04,877460,1.5519999999999998
67,2018,1.07,1.07,883490,1.53
67,2019,1.11,1.11,889955,1.564
67,2020,0.99,0.99,896444,1.554
68,1980,0.0,0.0,4788247,12.142
68,1981,0.0,0.0,4809807,10.687
68,1982,0.0,0.0,4835102,8.888
68,1983,0.0,0.0,4862171,8.527999999999999
68,1984,0.0,0.0,4888197,8.622
68,1985,0.0,49.394,4911220,10.089
68,1986,0.0,48.948,4930342,10.793
68,1987,0.0,53.01600000000001,4946368,11.630999999999998
68,1988,0.0,53.49100000000001,4961097,10.493
68,1989,0.0,53.358999999999995,4977118,10.538
68,1990,65.03,54.277,4996220,11.402
68,1991,65.27,57.979,5019134,11.004
68,1992,66.12,57.635,5044928,10.76
68,1993,68.66,60.982,5071782,11.11
68,1994,72.18,65.536,5097090,12.107
68,1995,72.45,64.414,5119012,11.358
68,1996,73.04,69.09,5136984,12.47
68,1997,76.81,69.145,5151740,12.174
68,1998,79.46,70.436,5164236,11.496
68,1999,80.58,69.407,5175921,11.378
68,2000,81.67,70.47399999999998,5187953,10.994000000000002
68,2001,84.25,74.812,5200475,12.025
68,2002,86.65,75.372,5213368,12.479
68,2003,88.93,84.74,5227106,13.9
68,2004,90.47,86.285,5242175,13.155
68,2005,87.34,70.83800000000002,5258933,10.848
68,2006,93.45,82.661,5277490,12.959
68,2007,93.48,81.681,5297741,12.603
68,2008,89.75,77.803,5319452,11.019
68,2009,83.87,72.547,5342266,10.470999999999998
68,2010,90.84,81.05199999999998,5365784,11.947
68,2011,87.06,73.699,5390036,10.513
68,2012,87.53,70.48,5414769,9.461
68,2013,86.69,71.399,5438984,9.511
68,2014,85.78,68.22,5461410,8.724
68,2015,84.7,69.154,5481128,8.051
68,2016,87.43,69.688,5497714,8.591000000000001
68,2017,87.56,68.465,5511372,8.102
68,2018,89.92,71.086,5522585,8.302
68,2019,88.41,69.527,5532159,7.691
68,2020,82.92,70.101,5540718,7.091
68,2021,87.93,72.639,5548361,0.0
69,1980,0.0,0.0,53868008,9.454
69,1981,0.0,0.0,54121008,8.454
69,1982,0.0,0.0,54391468,8.064
69,1983,0.0,0.0,54675372,7.71
69,1984,0.0,0.0,54965168,7.461
69,1985,0.0,343.483,55254840,7.2970000000000015
69,1986,0.0,362.225,55545268,6.99
69,1987,0.0,377.86699999999996,55837620,6.902
69,1988,0.0,391.62800000000004,56126336,6.82
69,1989,0.0,406.14,56404304,7.035
69,1990,371.76,420.751,56666860,6.935
69,1991,398.73,455.555,56913580,7.329
69,1992,406.22,463.639,57147216,7.122000000000001
69,1993,408.23,472.707,57370376,6.7570000000000014
69,1994,411.43,476.86800000000005,57587120,6.6160000000000005
69,1995,421.36,494.274,57801888,6.678
69,1996,440.35,513.398,58012056,6.936
69,1997,435.56,504.77,58220656,6.789
69,1998,449.69,511.276,58444248,7.082000000000002
69,1999,458.09,525.806,58704384,7.01
69,2000,465.7,539.9540000000002,59015092,6.877999999999999
69,2001,476.91,549.531,59384124,6.9129999999999985
69,2002,476.61,559.064,59803432,6.789
69,2003,495.1,566.8380000000002,60251588,6.8370000000000015
69,2004,506.79,574.054,60697976,6.807
69,2005,510.87,576.062,61120128,6.797999999999999
69,2006,506.08,574.869,61508924,6.597
69,2007,507.01,569.768,61869232,6.391
69,2008,520.85,573.812,62209208,6.237
69,2009,504.78,535.937,62542884,5.894
69,2010,533.63,569.29,62879536,5.989
69,2011,510.99,564.985,63222232,5.595
69,2012,522.56,565.191,63564224,5.6
69,2013,527.99,575.33,63893520,5.596
69,2014,499.0,564.815,64193552,5.077
69,2015,509.86,571.68,64453196,5.119
69,2016,517.15,556.234,64667588,5.158
69,2017,515.95,554.01,64842512,5.197
69,2018,512.83,573.986,64990512,4.96
69,2019,507.95,562.845,65129732,4.851
69,2020,484.79,523.696,65273512,4.238
69,2021,508.24,547.203,65426176,0.0
70,1980,0.0,0.0,66973,5.58
70,1981,0.0,0.0,70022,4.657
70,1982,0.0,0.0,73414,4.941
70,1983,0.0,0.0,77232,4.981
70,1984,0.0,0.0,81566,4.357
70,1985,0.0,0.0,86435,4.239
70,1986,0.0,0.0,91950,3.985
70,1987,0.0,0.0,97972,4.263
70,1988,0.0,0.0,104222,4.957
70,1989,0.0,0.0,110261,6.081
70,1990,0.0,0.0,115784,6.129
70,1991,0.0,0.0,120689,6.627000000000002
70,1992,0.0,0.0,125075,6.474
70,1993,0.0,0.0,129146,6.655
70,1994,0.0,0.0,133186,5.716
70,1995,0.0,0.0,137400,5.178
70,1996,0.0,0.0,141786,4.136
70,1997,0.0,0.0,146331,3.734
70,1998,0.0,0.0,151245,4.266
70,1999,0.0,0.0,156811,3.283
70,2000,0.43,0.43,163163,3.082
70,2001,0.58,0.58,170443,3.275
70,2002,0.61,0.61,178548,2.833
70,2003,0.63,0.63,187026,3.452
70,2004,0.65,0.65,195305,3.225
70,2005,0.68,0.68,202973,2.93
70,2006,0.71,0.71,209891,2.418
70,2007,0.9,0.9,216182,2.778
70,2008,0.92,0.92,221997,2.62
70,2009,1.03,1.03,227542,3.366
70,2010,1.11,1.11,232996,3.057
70,2011,1.06,1.06,238383,2.9960000000000004
70,2012,0.87,0.87,243667,2.899
70,2013,0.88,0.88,249049,2.78
70,2014,0.9,0.9,254780,2.713
70,2015,0.9,0.9,261008,2.6910000000000003
70,2016,0.92,0.92,267824,2.682
70,2017,1.07,1.07,275189,2.562
70,2018,1.11,1.11,282936,2.47
70,2019,1.0,1.0,290823,2.504
70,2020,0.97,0.97,298682,2.439
71,1980,0.0,0.0,153298,1.912
71,1981,0.0,0.0,157954,2.088
71,1982,0.0,0.0,162679,2.072
71,1983,0.0,0.0,167456,2.516
71,1984,0.0,0.0,172249,2.68
71,1985,0.0,0.0,177024,3.332
71,1986,0.0,0.0,181807,3.345
71,1987,0.0,0.0,186588,3.279
71,1988,0.0,0.0,191260,3.008
71,1989,0.0,0.0,195728,2.77
71,1990,0.0,0.0,199906,2.199
71,1991,0.0,0.0,203716,2.14
71,1992,0.0,0.0,207238,1.998
71,1993,0.0,0.0,210644,2.035
71,1994,0.0,0.0,214196,2.07
71,1995,0.0,0.0,218064,1.983
71,1996,0.0,0.0,222323,1.961
71,1997,0.0,0.0,226854,2.003
71,1998,0.0,0.0,231562,1.946
71,1999,0.0,0.0,236217,2.11
71,2000,0.39,0.39,240681,2.375
71,2001,0.47,0.47,244929,2.782
71,2002,0.52,0.52,248976,2.752
71,2003,0.57,0.57,252707,2.929
71,2004,0.61,0.61,255995,2.834
71,2005,0.6,0.6,258780,3.03
71,2006,0.63,0.63,261006,2.99
71,2007,0.66,0.66,262717,2.929
71,2008,0.68,0.68,264064,3.011
71,2009,0.7,0.7,265256,3.011
71,2010,0.62,0.62,266449,3.012
71,2011,0.65,0.65,267702,2.943
71,2012,0.65,0.65,268995,2.874
71,2013,0.59,0.59,270332,2.914
71,2014,0.58,0.58,271713,2.832
71,2015,0.58,0.58,273119,2.8710000000000004
71,2016,0.58,0.58,274576,2.762
71,2017,0.6,0.6,276108,2.774
71,2018,0.58,0.58,277673,2.89
71,2019,0.68,0.68,279285,2.962
71,2020,0.66,0.66,280904,2.949
72,1980,0.0,0.0,726335,9.121
72,1981,0.0,0.0,744695,8.814
72,1982,0.0,0.0,763932,8.566
72,1983,0.0,0.0,784056,7.026
72,1984,0.0,0.0,805117,7.427
72,1985,0.0,0.0,827107,7.615
72,1986,0.0,0.0,850052,5.824
72,1987,0.0,0.0,873871,4.588
72,1988,0.0,0.0,898472,4.809
72,1989,0.0,0.0,923714,6.233
72,1990,0.0,0.0,949493,4.723
72,1991,0.0,0.0,975785,4.634
72,1992,0.0,0.0,1002573,4.904
72,1993,0.0,0.0,1029769,4.831
72,1994,0.0,0.0,1057252,4.138
72,1995,0.0,0.0,1084951,4.245
72,1996,0.0,0.0,1112944,4.272
72,1997,0.0,0.0,1141332,4.184
72,1998,0.0,0.0,1170061,4.2360000000000015
72,1999,0.0,0.0,1199058,3.994
72,2000,1.28,1.28,1228359,3.801
72,2001,1.35,1.35,1258008,3.793
72,2002,1.42,1.42,1288310,3.527
72,2003,1.46,1.46,1319946,3.4960000000000004
72,2004,1.48,1.48,1353788,3.4410000000000003
72,2005,1.51,1.51,1390550,3.494
72,2006,1.61,1.61,1430144,2.897
72,2007,1.68,1.68,1472565,2.777
72,2008,1.77,1.77,1518538,2.741
72,2009,1.81,1.81,1568925,2.698
72,2010,1.87,1.87,1624146,2.945
72,2011,1.96,1.96,1684629,2.927
72,2012,2.08,2.08,1749677,2.877
72,2013,2.2,2.02,1817070,2.9
72,2014,2.31,1.92,1883801,2.822
72,2015,2.39,2.05,1947690,2.7060000000000004
72,2016,2.59,2.24,2007882,2.71
72,2017,2.65,2.19,2064812,2.227
72,2018,2.68,2.17,2119275,2.246
72,2019,3.52,3.01,2172578,2.066
72,2020,3.46,2.95,2225728,1.931
72,2021,0.0,0.0,2278829,0.0
73,1980,0.0,0.0,637252,0.247
73,1981,0.0,0.0,657581,0.24
73,1982,0.0,0.0,678111,0.238
73,1983,0.0,0.0,700198,0.23
73,1984,0.0,0.0,725688,0.237
73,1985,0.0,0.0,755791,0.228
73,1986,0.0,0.0,791141,0.204
73,1987,0.0,0.0,831011,0.21600000000000005
73,1988,0.0,0.0,873440,0.21
73,1989,0.0,0.0,915631,0.196
73,1990,0.0,0.0,955595,0.207
73,1991,0.0,0.0,992671,0.199
73,1992,0.0,0.0,1027475,0.193
73,1993,0.0,0.0,1060861,0.197
73,1994,0.0,0.0,1094219,0.191
73,1995,0.0,0.0,1128577,0.192
73,1996,0.0,0.0,1164091,0.189
73,1997,0.0,0.0,1200522,0.18600000000000005
73,1998,0.0,0.0,1238124,0.195
73,1999,0.0,0.0,1277118,0.215
73,2000,0.11,0.11,1317708,0.208
73,2001,0.13,0.13,1360070,0.221
73,2002,0.14,0.14,1404263,0.214
73,2003,0.16,0.16,1449925,0.207
73,2004,0.17,0.17,1496524,0.21600000000000005
73,2005,0.19,0.19,1543745,0.211
73,2006,0.2,0.2,1591444,0.221
73,2007,0.22,0.22,1639846,0.214
73,2008,0.23,0.23,1689288,0.217
73,2009,0.23,0.23,1740277,0.219
73,2010,0.23,0.23,1793199,0.241
73,2011,0.24,0.24,1848142,0.242
73,2012,0.25,0.25,1905020,0.238
73,2013,0.25,0.25,1963708,0.22
73,2014,0.26,0.26,2024037,0.253
73,2015,0.28,0.28,2085860,0.251
73,2016,0.29,0.29,2149134,0.247
73,2017,0.3,0.3,2213900,0.242
73,2018,0.31,0.31,2280092,0.238
73,2019,0.3,0.3,2347696,0.233
73,2020,0.29,0.29,2416664,0.207
74,1992,0.0,0.0,5303925,2.88
74,1993,0.0,0.0,5208954,1.904
74,1994,0.0,0.0,5097126,1.19
74,1995,0.0,0.0,4976252,0.46
74,1996,0.0,0.0,4846627,0.836
74,1997,0.0,0.0,4709596,0.94
74,1998,0.0,0.0,4575396,1.08
74,1999,0.0,0.0,4456652,0.967
74,2000,7.52,7.27,4362184,1.032
74,2001,7.07,6.8,4296981,0.8690000000000001
74,2002,7.61,7.16,4258573,0.787
74,2003,7.97,7.06,4238930,0.8809999999999999
74,2004,8.09,6.81,4225811,1.012
74,2005,8.49,7.14,4210158,1.192
74,2006,7.73,7.11,4189722,1.455
74,2007,7.97,8.17,4166859,1.528
74,2008,8.18,8.3,4142648,1.2819999999999998
74,2009,7.93,8.42,4119490,1.489
74,2010,8.72,9.98,4099096,1.514
74,2011,9.53,9.98,4081012,1.912
74,2012,9.56,9.47,4064097,2.03
74,2013,10.09,10.06,4048701,1.978
74,2014,10.63,10.38,4035310,2.214
74,2015,10.87,10.83,4024180,2.422
74,2016,11.5,11.58,4015457,2.507
74,2017,12.34,11.53,4008723,2.539
74,2018,13.06,12.14,4002946,2.524
74,2019,13.23,11.85,3996762,2.622
74,2020,12.62,11.16,3989175,2.499
74,2021,13.44,12.66,3979773,0.0
75,1980,0.0,0.0,78283104,14.052
75,1981,0.0,0.0,78107856,13.424
75,1982,0.0,0.0,77926016,13.035
75,1983,0.0,0.0,77770208,13.008
75,1984,0.0,0.0,77682296,13.300999999999998
75,1985,0.0,522.534,77691592,13.439
75,1986,0.0,523.557,77806136,13.463
75,1987,0.0,532.442,78015744,13.234000000000002
75,1988,0.0,549.492,78307520,13.140999999999998
75,1989,0.0,559.873,78660304,12.825
75,1990,547.75,549.9,79053984,13.313
75,1991,535.26,540.222,79490832,12.759
75,1992,528.34,538.1659999999998,79963168,12.079
75,1993,523.36,527.118,80428552,11.888
75,1994,527.55,528.469,80832928,11.627
75,1995,537.63,536.821,81138656,11.572
75,1996,545.42,552.669,81323664,11.794
75,1997,545.66,552.3240000000002,81399248,11.441
75,1998,551.74,557.217,81402672,11.343
75,1999,553.58,556.3009999999998,81389936,11.007
75,2000,575.36,576.45,81400880,11.055
75,2001,585.55,586.481,81453888,11.254
75,2002,591.96,586.685,81535128,11.038
75,2003,599.27,608.803,81614368,11.042
75,2004,607.66,617.535,81646480,10.865
75,2005,608.84,622.5169999999998,81602744,10.621
75,2006,612.83,639.51,81472232,10.781
75,2007,615.75,640.644,81277832,10.478
75,2008,613.1,640.817,81065752,10.546
75,2009,576.67,595.802,80899960,9.769
75,2010,609.69,632.6619999999998,80827000,10.305
75,2011,601.4,612.9169999999998,80855632,10.008
75,2012,599.85,628.924,80972632,10.053
75,2013,598.96,637.646,81174376,10.243
75,2014,586.07,625.6569999999998,81450368,9.731
75,2015,592.29,646.067,81787416,9.728
75,2016,592.45,648.24,82193776,9.742
75,2017,593.55,651.4169999999998,82658408,9.508
75,2018,586.41,640.175,83124416,9.072
75,2019,568.96,607.044,83517048,8.517999999999999
75,2020,553.65,573.641,83783944,7.69
75,2021,562.41,584.526,83900472,0.0
76,1980,0.0,0.0,11056112,0.23
76,1981,0.0,0.0,11348287,0.267
76,1982,0.0,0.0,11676828,0.259
76,1983,0.0,0.0,12033559,0.302
76,1984,0.0,0.0,12405659,0.207
76,1985,0.0,0.0,12783617,0.258
76,1986,0.0,0.0,13164839,0.23
76,1987,0.0,0.0,13552021,0.241
76,1988,0.0,0.0,13947047,0.245
76,1989,0.0,0.0,14353409,0.23
76,1990,0.0,0.0,14773274,0.257
76,1991,0.0,0.0,15207360,0.277
76,1992,0.0,0.0,15653345,0.234
76,1993,0.0,0.0,16106756,0.268
76,1994,0.0,0.0,16561678,0.307
76,1995,0.0,0.0,17014058,0.303
76,1996,0.0,0.0,17462504,0.313
76,1997,0.0,0.0,17908976,0.34600000000000003
76,1998,0.0,0.0,18357158,0.34
76,1999,0.0,0.0,18812370,0.339
76,2000,7.34,7.13,19278850,0.316
76,2001,7.88,7.73,19756930,0.341
76,2002,7.54,7.11,20246376,0.35700000000000004
76,2003,6.07,5.73,20750308,0.358
76,2004,6.09,5.88,21272328,0.336
76,2005,6.86,6.68,21814648,0.312
76,2006,8.08,8.21,22379056,0.409
76,2007,6.95,6.76,22963946,0.419
76,2008,7.89,8.15,23563832,0.379
76,2009,8.23,8.78,24170944,0.31
76,2010,9.0,9.93,24779614,0.392
76,2011,10.32,10.93,25387712,0.442
76,2012,11.18,11.72,25996454,0.551
76,2013,12.03,12.53,26607640,0.5329999999999999
76,2014,12.16,12.63,27224480,0.542
76,2015,10.81,11.17,27849204,0.579
76,2016,11.96,11.4,28481948,0.581
76,2017,12.83,12.78,29121464,0.472
76,2018,13.71,14.31,29767108,0.56
76,2019,15.58,16.88,30417858,0.556
76,2020,18.37,20.11,31072946,0.515
77,1980,0.0,0.0,30068,0.0
77,1981,0.0,0.0,29902,0.0
77,1982,0.0,0.0,29698,0.0
77,1983,0.0,0.0,29481,0.0
77,1984,0.0,0.0,29284,0.0
77,1985,0.0,0.0,29151,0.0
77,1986,0.0,0.0,29096,0.0
77,1987,0.0,0.0,29114,0.0
77,1988,0.0,0.0,29164,0.0
77,1989,0.0,0.0,29187,0.0
77,1990,0.0,0.0,29149,0.0
77,1991,0.0,0.0,29021,0.0
77,1992,0.0,0.0,28844,0.0
77,1993,0.0,0.0,28680,0.0
77,1994,0.0,0.0,28605,0.0
77,1995,0.0,0.0,28688,0.0
77,1996,0.0,0.0,28970,0.0
77,1997,0.0,0.0,29404,0.0
77,1998,0.0,0.0,29945,0.0
77,1999,0.0,0.0,30526,0.0
77,2000,0.0,0.0,31081,0.0
77,2001,0.0,0.0,31604,0.0
77,2002,0.0,0.0,32097,0.0
77,2003,0.0,0.0,32556,0.0
77,2004,0.0,0.0,32930,0.0
77,2005,0.0,0.0,33222,0.0
77,2006,0.0,0.0,33420,0.0
77,2007,0.0,0.0,33524,0.0
77,2008,0.0,0.0,33570,0.0
77,2009,0.0,0.0,33562,0.0
77,2010,0.0,0.0,33585,0.0
77,2011,0.0,0.0,33608,0.0
77,2012,0.0,0.0,33653,0.0
77,2013,0.0,0.0,33694,0.0
77,2014,0.0,0.0,33726,0.0
77,2015,0.0,0.0,33742,0.0
77,2016,0.0,0.0,33738,0.0
77,2017,0.0,0.0,33723,0.0
77,2018,0.0,0.0,33715,0.0
77,2019,0.0,0.0,33706,0.0
77,2020,0.0,0.0,33691,0.0
78,1980,0.0,0.0,9627004,5.2860000000000005
78,1981,0.0,0.0,9719839,5.157
78,1982,0.0,0.0,9796830,5.257999999999999
78,1983,0.0,0.0,9860734,5.556
78,1984,0.0,0.0,9916481,5.676
78,1985,0.0,27.74,9968233,5.996
78,1986,0.0,28.237,10015122,5.819
78,1987,0.0,30.272,10057292,6.222
78,1988,0.0,33.394,10101349,6.638
78,1989,0.0,34.455999999999996,10155721,7.211
78,1990,35.49,35.003,10225990,8.158
78,1991,36.38,35.813,10315109,8.085
78,1992,37.83,37.41,10420226,8.156
78,1993,38.94,38.396,10533811,8.002
78,1994,40.77,40.62300000000001,10644939,8.12
78,1995,42.1,41.551,10745502,8.094
78,1996,43.77,42.556999999999995,10832139,8.228
78,1997,45.58,43.505,10906248,8.602
78,1998,47.8,46.32899999999999,10970121,8.992
78,1999,49.55,49.62,11027899,8.883
78,2000,53.41,53.843,11082103,9.294
78,2001,55.58,53.70399999999999,11134447,9.465
78,2002,56.85,54.608000000000004,11182308,9.392
78,2003,59.99,58.478,11218879,9.724
78,2004,61.62,59.346000000000004,11234993,9.75
78,2005,63.21,60.02,11224800,10.15
78,2006,64.37,60.788999999999994,11185231,10.055
78,2007,67.07,63.496,11120371,10.305
78,2008,68.53,63.748999999999995,11040312,10.065
78,2009,65.44,61.365,10959268,9.522
78,2010,63.09,57.391999999999996,10887640,8.942
78,2011,62.42,59.43600000000001,10829074,8.731
78,2012,62.53,60.958999999999996,10781119,8.481
78,2013,59.01,57.152,10740501,7.61
78,2014,59.17,50.474,10701460,7.351
78,2015,61.44,51.873999999999995,10659737,7.032
78,2016,63.21,54.438,10615183,6.724
78,2017,61.42,55.26600000000001,10569449,7.082000000000002
78,2018,59.53,53.26300000000001,10522244,6.824
78,2019,58.5,48.62600000000001,10473452,6.276
78,2020,55.7,48.251999999999995,10423056,5.012
78,2021,57.24,55.78,10370747,0.0
79,1980,0.0,0.0,50179,11.245
79,1981,0.0,0.0,50584,10.43
79,1982,0.0,0.0,51155,10.099
79,1983,0.0,0.0,51834,6.997999999999998
79,1984,0.0,0.0,52528,10.812
79,1985,0.0,0.0,53187,9.576
79,1986,0.0,0.0,53789,6.062
79,1987,0.0,0.0,54371,4.313
79,1988,0.0,0.0,54880,9.948
79,1989,0.0,0.0,55288,8.549
79,1990,0.0,0.0,55604,11.231
79,1991,0.0,0.0,55783,10.93
79,1992,0.0,0.0,55857,10.663
79,1993,0.0,0.0,55847,9.772
79,1994,0.0,0.0,55817,8.881
79,1995,0.0,0.0,55810,9.57
79,1996,0.0,0.0,55830,10.689
79,1997,0.0,0.0,55873,11.054
79,1998,0.0,0.0,55951,10.667
79,1999,0.0,0.0,56052,10.606
79,2000,0.42,0.42,56177,11.882
79,2001,0.39,0.39,56336,10.970999999999998
79,2002,0.38,0.38,56518,10.257
79,2003,0.33,0.33,56707,11.458
79,2004,0.33,0.33,56868,11.253
79,2005,0.35,0.35,56949,11.31
79,2006,0.39,0.39,56968,11.625
79,2007,0.38,0.38,56928,11.473
79,2008,0.4,0.4,56836,11.925
79,2009,0.42,0.42,56729,10.452
79,2010,0.41,0.41,56638,11.986
79,2011,0.46,0.46,56555,12.825
79,2012,0.44,0.44,56477,10.243
79,2013,0.45,0.45,56412,9.948
79,2014,0.47,0.47,56383,9.238
79,2015,0.51,0.51,56378,9.291
79,2016,0.48,0.48,56408,9.306
79,2017,0.46,0.46,56473,9.598
79,2018,0.51,0.51,56565,9.688
79,2019,0.5,0.5,56660,9.771
79,2020,0.59,0.59,56772,9.061
80,1980,0.0,0.0,89032,0.535
80,1981,0.0,0.0,90610,0.647
80,1982,0.0,0.0,93132,0.669
80,1983,0.0,0.0,96020,0.649
80,1984,0.0,0.0,98472,0.632
80,1985,0.0,0.0,99953,0.623
80,1986,0.0,0.0,100183,0.6579999999999999
80,1987,0.0,0.0,99425,0.737
80,1988,0.0,0.0,98126,0.971
80,1989,0.0,0.0,96932,1.058
80,1990,0.0,0.0,96328,1.103
80,1991,0.0,0.0,96462,1.14
80,1992,0.0,0.0,97161,1.207
80,1993,0.0,0.0,98234,1.231
80,1994,0.0,0.0,99345,1.4380000000000002
80,1995,0.0,0.0,100286,1.4980000000000002
80,1996,0.0,0.0,101003,1.524
80,1997,0.0,0.0,101567,1.659
80,1998,0.0,0.0,102023,1.724
80,1999,0.0,0.0,102429,1.896
80,2000,0.13,0.13,102837,1.853
80,2001,0.14,0.14,103242,1.881
80,2002,0.15,0.15,103636,1.98
80,2003,0.16,0.16,104003,2.079
80,2004,0.15,0.15,104346,1.966
80,2005,0.15,0.15,104658,2.066
80,2006,0.17,0.17,104938,2.2
80,2007,0.18,0.18,105183,2.264
80,2008,0.19,0.19,105457,2.397
