idCountry,idPrimaryFuel,namePlant,latitude,longitude
40,13,Hexipuzhen D,38.274,102.302
40,13,Hexipuzhen E,38.268,102.297
40,13,Hexipuzhen F,38.257,102.314
40,2,Heyuan power station,23.567,114.64
40,2,Heze Huarun power station,35.2526,115.686
40,2,Heze power station,35.2407,115.5335
40,2,Hezhou power station,24.7361,111.3464
40,13,Hohhot GCL,40.918,111.968
40,2,Hohhot Jinqiao power station,40.7085,111.7399
40,2,Hohhot Jinshan power station,40.7069,111.4576
40,6,Hongba Small,39.6406,94.8339
40,13,Hongdunzi A,38.397,106.532
40,13,Hongdunzi B,38.4,106.539
40,13,Hongdunzi II,38.397,106.579
40,13,Hongguozi A,39.19,106.648
40,13,Hongguozi B,39.171,106.628
40,6,Honghua,24.23,109.53
40,6,Hongjiadu,26.87,105.86
40,6,Hongjiang,27.13,109.96
40,2,Hongjun Aluminum power station,45.5,119.6545
40,6,Hongkou Dam,26.8944,119.3279
40,13,Hongliuwan A,39.579,94.256
40,13,Hongliuwan B,39.603,94.238
40,13,Hongmu II,41.161,113.148
40,6,Hongping,29.06,115.36
40,13,Hongqi,44.1779,89.025
40,13,Hongqiao Railway Station,31.2,121.32
40,13,Hongshagang,38.957,102.472
40,13,Hongshagang I,38.924,102.548
40,13,Hongshagang II,38.984,102.5
40,13,Hongshagang III,38.923,102.562
40,17,Hongshagang Shiyan Wind,39.0778,102.0782
40,6,Hongshi,42.95,127.13
40,13,Hongshicun A,44.432,126.985
40,13,Hongshizhai A,34.258,113.435
40,13,Hongsibao,39.3442,106.7377
40,13,Hongsibao p2,39.3471,106.7344
40,13,Hongsibu A,37.486,106.13
40,13,Hongsibu CS,37.438,106.098
40,17,Hongsongwa,42.56,117.74
40,13,Hongxing Er'chang,42.86,93.257
40,13,Hongxing Erchang A,42.861,93.244
40,13,Hongxing Erchang B,42.852,93.249
40,13,Hongxing Erchang C,42.857,93.234
40,13,Hongxing Erchang D,42.86,93.224
40,13,Hongxing Erchang E,42.861,93.207
40,13,Hongxing Erchang F,42.854,93.198
40,13,Hongxing Erchang G,42.851,93.231
40,6,Hongxingqiao Yongsheng County,26.4439,101.0236
40,6,Hongyan Luoping County,25.2742,104.3644
40,2,Hongyanchi-1 power station,43.728,87.6292
40,2,Hongyanchi-2 power station,43.7436,87.6576
40,2,Hongyang Lianyungang power station,34.5515,119.5797
40,2,Hongyang Nengyuan power station,41.357,123.2217
40,7,Hongyanhe,39.8,121.48
40,13,Hongyuan A,32.832,102.613
40,6,Hongyuan Small,34.22,103.53
40,2,Hongyuan Waste Coal Cogen power station,44.4196,126.9663
40,13,Hongze A,33.227,119.081
40,13,Hongze B,33.153,118.777
40,13,Horqin 20,43.009,120.8
40,13,Horqin 40,43.009,120.805
40,13,Horqin 60,43.939,122.764
40,13,Hotan IV,37.016,79.783
40,6,Houchang Small Shuicheng County,26.1343,105.1011
40,17,Houpabu,37.12,119.64
40,2,Houshi power station,24.3031,118.1261
40,13,Hoxud A,42.328,86.807
40,6,Huaan Xipi,25.2,117.467
40,17,Huachuan (Baoshan) Wind,47.0053,130.9842
40,17,Huachuan (Daqingbeishan) Wind,46.56,130.555
40,17,Huade Changshun Wind,41.8556,113.9422
40,2,Huadian Baotou Tuyou power station,40.5836,110.6228
40,13,Huadian Beijing Miyunp,40.4428,116.7506
40,4,Huadian Bejing,39.89,116.27
40,2,Huadian Changde power station,29.031,111.7
40,2,Huadian Changsha power station,28.4877,112.7985
40,17,Huadian Daan Fengshuishan Phase 1,45.2667,123.4167
40,17,Huadian Daan Fengshuishan Phase 2,45.2956,123.4108
40,2,Huadian Fengjie power station,31.1188,109.4473
40,2,Huadian Fulaerji-2 power station,47.1656,123.5848
40,17,Huadian Fuqing Niutouwei Wind,25.4193,119.2791
40,13,Huadian Gansu Jiayuguan,39.76,98.112
40,2,Huadian Gongxian power station,28.2713,104.6697
40,2,Huadian Guigang power station,23.1128,109.7656
40,17,Huadian Guyuan Phase 3,41.5608,115.6369
40,17,Huadian Guyuan Yueliangshan Wind Phase 1,36.2012,105.6177
40,17,Huadian Haiyuan Wuyuan First Phase Wind,36.661,105.628
40,2,Huadian Hami power station,42.8941,93.4415
40,2,Huadian Harbin-1 power station,45.7099,126.6955
40,2,Huadian Harbin-3 power station,45.9656,126.6637
40,17,Huadian Hebei Guyuan,41.5392,115.5719
40,17,Huadian Hebei Yuzhou Huanghualiang Wind,39.6203,114.6506
40,17,Huadian Hebei Yuzhou Zhenjiawan Wind,39.6417,114.7297
40,17,Huadian Heilongjiang Tangyuan Qushou,46.7469,129.6939
40,17,Huadian Inner Mongolia Guyang Hongnijing,41.45,109.7333
40,17,Huadian Inner Mongolia Keqi Wutaohai Phase 1,44.1542,117.1263
40,17,Huadian Inner Mongolia Naiman Banner First Phase Wind,42.8587,120.9167
40,2,Huadian Jiangling power station,30.0912,112.3106
40,17,Huadian Jilin Shuangliao Namusi Wind,43.456,123.393
40,2,Huadian Jurong power station,32.1949,119.2494
40,17,Huadian Kailu Yihetala Phase One,43.8,120.9417
40,17,Huadian Kailu Yihetala Phase Two,43.8,120.95
40,2,Huadian Kashi power station,39.4812,76.0498
40,17,Huadian Kulun,41.7181,112.6019
40,17,Huadian Laizhou,37.1778,119.8067
40,2,Huadian Laizhou power station,37.4323,120.0177
40,2,Huadian Longkou power station,37.6809,120.3132
40,2,Huadian Luan power station,31.6561,116.4914
40,2,Huadian Luhua power station,38.0516,114.3177
40,2,Huadian Luohe power station,33.5295,114.0979
40,17,Huadian Ningxia Haiyuan Xiajiayao Wind,36.4139,105.5506
40,2,Huadian Ningxia Lingwu power station,38.1483,106.3463
40,17,Huadian Ningxia Ningdong Phase 4,37.8169,106.7003
40,17,Huadian Ningxia Ningdong Phase 5,37.7725,106.5514
40,17,Huadian Ningxia Ningdong Yangjiayao,37.8858,106.6336
40,17,Huadian Ningxia Ningdong Yangjiayao Expansion,37.8536,106.6141
40,13,Huadian Shangde Dongtai,32.77,120.92
40,13,Huadian Shangde Dongtaip,32.768,120.9117
40,2,Huadian Shiliquan power station,34.8144,117.5731
40,2,Huadian Shuozhou power station,39.3575,112.483
40,6,Huadian Sichuan Egongbao,28.2,100.52
40,6,Huadian Sichuan Mulihe Kajiwa,28.3938,100.5511
40,2,Huadian Suzhou power station,33.8059,116.9821
40,17,Huadian Tieling Lijiatun,42.375,123.874
40,2,Huadian Turpan power station,42.7312,88.6173
40,2,Huadian Urumqi power station,43.9007,87.6975
40,2,Huadian Wangting power station,31.4444,120.4364
40,2,Huadian Weifang power station,36.6656,119.2632
40,17,Huadian Wind Huitengxile Inner Mongolia,41.6692,112.6248
40,2,Huadian Wuda power station,39.4794,106.7344
40,2,Huadian Wuhu power station,31.2376,118.15
40,17,Huadian Xinjiang Dabancheng First Phase Wind,43.55,87.95
40,17,Huadian Xinjiang Hami Kushui Second,42.5703,95.2394
40,17,Huadian Xinjiang Hami Shisanjianfang First Phase Wind,43.31,91.7
40,2,Huadian Xinzhou Guangyu power station,38.4595,112.7516
40,2,Huadian Xisaishan power station,30.2031,115.1803
40,17,Huadian Xuwen Huangtang Wind,20.5532,110.4632
40,17,Huadian Xuwen Qianshan Wind,20.467,110.225
40,2,Huadian Yangling Cogen power station,34.2592,108.1188
40,2,Huadian Yaochi Power station Unit 2,35.0623,108.0755
40,17,Huadian Yunnan Lijiang Ninglang Maoniuping Wind,27.217,100.933
40,17,Huadian Yunnan Mengzi Duogu Phase 1,23.42,103.48
40,2,Huadian Zhenxiong power station,27.4929,104.9485
40,17,Huadian Zhoushan Xiaosha,30.1255,122.0179
40,2,Huadian Zhuozi power station,40.9221,112.6397
40,2,Huadian Zibo power station,36.7602,118.0532
40,2,Huai'an (Hebei) Coal,40.6458,114.405
40,2,Huai'an - Guoxin Coal,33.5866,119.0126
40,2,Huaibei Guoan power station,33.8445,116.9357
40,4,Huaibei Haizi And Luling Coal Mine Methane,33.5635,116.46
40,2,Huaibei Hushan power station,33.8678,116.8598
40,2,Huaibei Linhuan power station,33.6127,116.5866
40,2,Huaibei Pingshan power station,33.8339,116.8311
40,2,Huainan Fengtai power station,32.7579,116.6492
40,13,Huainan Floating 1,32.613,116.877
40,13,Huainan Floating 2,32.63,116.91
40,13,Huainan Floating CTGNE,32.6,116.64
40,2,Huainan Guqiao power station,32.8142,116.569
40,2,Huainan Luohe power station,32.6837,117.0753
40,2,Huainan Tianji power station,32.7456,116.8134
40,2,Huainan Xinzhuangzi power station,32.6371,116.8472
40,17,Huan County Nanqiu Second Phase,36.9408,106.6656
40,2,Huaneng Anyuan power station,27.642,114.0058
40,2,Huaneng Baishan power station,42.0319,126.5795
40,2,Huaneng Baotou-1 power station,40.6567,109.6583
40,2,Huaneng Baotou-2 power station,40.6778,109.8913
40,2,Huaneng Baotou-3 power station,40.6246,110.0028
40,17,Huaneng Binhai,37.2103,119.0983
40,2,Huaneng Changchun power station,44.04,125.2201
40,2,Huaneng Changxing power station,30.9144,119.9625
40,17,Huaneng Changyi Phase 1,37.093,119.5178
40,2,Huaneng Chaohu power station,31.6516,117.8225
40,17,Huaneng Dali Wuzipo Phase 1 Wind,25.4431,100.3533
40,2,Huaneng Dalian power station,39.0148,121.7244
40,2,Huaneng Dandong power station,39.8385,124.1457
40,17,Huaneng Daqing Aobao,46.195,124.2856
40,17,Huaneng Daqing Heping,46.2583,124.4744
40,17,Huaneng Daqing Wukeshu,46.1989,124.4175
40,17,Huaneng Daqing Xinli,46.2744,124.54
40,2,Huaneng Daqing power station,46.7046,124.847
40,2,Huaneng Dezhou power station,37.4493,116.2416
40,2,Huaneng East Hailar power station,49.2631,119.8314
40,17,Huaneng Eryuan Maanshan,26.1033,100.1083
40,17,Huaneng Fanshi Shanglangjian (Shahe Phase 1) Wind,39.3442,113.6438
40,17,Huaneng Fubei Liangguanyingzi,42.3605,121.4537
40,17,Huaneng Fuxi Zhalanshan,42.1007,121.0811
40,17,Huaneng Fuxin Phase 3,42.78,122.52
40,17,Huaneng Fuxin Zhangbei,42.7631,122.5183
40,2,Huaneng Fuzhou power station,25.9909,119.4816
40,13,Huaneng Gansu Jinchang,38.49,102.32
40,13,Huaneng Geermu,36.39,95.099
40,13,Huaneng Geermu III,36.36,95.109
40,13,Huaneng Geermu Phase II,36.39,95.117
40,17,Huaneng Guangdong Nanao East Island,23.45,117.1
40,2,Huaneng Haikou power station,19.9595,110.0317
40,2,Huaneng Haimen power station,23.1899,116.6553
40,2,Huaneng Hainan East power station,19.0494,108.6364
40,2,Huaneng Hegang power station,47.0955,130.299
40,2,Huaneng Hohhot power station,40.7934,111.5977
40,2,Huaneng Huaiyin power station,33.5959,118.9628
40,17,Huaneng Inner Mongolia Manzhouli Donghu,49.561,117.5809
40,17,Huaneng Inner Mongolia Wuchuan Heishatu,41.1487,110.8354
40,2,Huaneng Jiaxiang power station,35.3845,116.4432
40,2,Huaneng Jinggangshan power station,27.0467,115.0203
40,2,Huaneng Jingmen power station,31.0582,112.2487
40,2,Huaneng Jinling power station,32.1716,119.0195
40,2,Huaneng Jiutai power station,44.1071,125.928
40,17,Huaneng Kangbao Wind Power Phase 1,41.619,114.842
40,17,Huaneng Keyouzhongqi Haoli,44.8161,121.9933
40,2,Huaneng Laiwu power station,36.1339,117.685
40,17,Huaneng Laizhou Phase 2,37.32,119.8872
40,2,Huaneng Linhe power station,40.7826,107.4909
40,2,Huaneng Luntai power station,41.8215,84.0036
40,2,Huaneng Luohuang power station,29.3467,106.4339
40,2,Huaneng Luoyang power station,34.5825,112.4002
40,2,Huaneng Luoyuan power station,26.4114,119.7643
40,2,Huaneng Manzhouli Dalaihu power station,49.3957,117.6481
40,2,Huaneng Manzhouli Guangming power station,49.5922,117.409
40,2,Huaneng Mianchi power station,34.76,111.808
40,2,Huaneng Nanjing Chemical Industrial Park power station,32.202,118.8794
40,4,Huaneng Nanjing Jinling,32.17,119.01
40,2,Huaneng Nanjing power station,32.2069,118.7532
40,13,Huaneng Ningxia Qingtongxia,36.77,106.08
40,17,Huaneng Panjin Dawa,40.8633,122.0386
40,2,Huaneng Pingliang power station,35.5014,106.7871
40,2,Huaneng Qinbei power station,35.1679,112.7162
40,2,Huaneng Qinling power station,34.5333,109.9381
40,2,Huaneng Qufu power station,35.6078,116.9338
40,2,Huaneng Ruijin power station,25.9241,115.1019
40,17,Huaneng Shaanxi Jingbian Longzhou Phase 2,37.282,108.502
40,17,Huaneng Shandong Hekou Phase 3,38.0492,118.4642
40,17,Huaneng Shandong Hekou Phase 4,38.01,118.53
40,17,Huaneng Shandong Penglai Daliuhang Wind Power Phase 1,37.6008,120.9392
40,17,Huaneng Shandong Rushan Phase 2 And Phase 3 Bundle,36.8014,121.5222
40,17,Huaneng Shandong Shouguang Phase 2 Wind,37.2548,118.959
40,17,Huaneng Shandong Shouguang Phase 3 Wind,37.2845,118.8707
40,17,Huaneng Shandong Yishui Mazhan Phase 1 Wind,36.1158,118.7694
40,2,Huaneng Shangan power station,38.057,114.1966
40,2,Huaneng Shangdu power station,42.2237,116.0293
40,4,Huaneng Shanghai Baoshan,31.46,121.4
40,17,Huaneng Shanghai Chongming Qianwei,31.7005,121.605
40,17,Huaneng Shanghai Chongming Qianwei Phase 2,31.737,121.527
40,2,Huaneng Shantou power station,23.3252,116.7364
40,17,Huaneng Shanxi Ningwu Dongmafang Phase 1,38.7036,112.4244
40,17,Huaneng Shanxi Pianguan,39.4119,111.8528
40,17,Huaneng Shanxi Tianzhen Phase 1 Wind,40.1967,114.1509
40,17,Huaneng Shanxi Yuanping Duanjiapu,39.0667,112.675
40,17,Huaneng Siping Phase 1,43.8917,123.6486
40,17,Huaneng Siping Phase 3,43.8956,123.7075
40,17,Huaneng Siping Xinfeng Phase 2,43.9064,123.7819
40,17,Huaneng Siping Xinfeng Phase 4,43.8931,123.5714
40,2,Huaneng Taicang power station,31.6566,121.1799
40,17,Huaneng Tieling Pingdingpu,42.3402,123.9705
40,2,Huaneng Tongchuan power station,34.8494,108.8891
40,17,Huaneng Tongjiang Jiangsheng,47.9361,132.8886
40,17,Huaneng Tongjiang Linjiang,47.9611,132.8606
40,17,Huaneng Tongliao Baolongshan Phase 3,44.0386,122.5711
40,17,Huaneng Tongliao Kezuohouqi Halunhuduga,43.2339,122.2575
40,17,Huaneng Tongliao Kezuozhongqi Dagula,44.1236,121.3647
40,17,Huaneng Tongliao Kezuozhongqi Haorigetu,44.1816,121.778
40,17,Huaneng Tongliao Kezuozhongqi Xibaiyin,44.2078,121.4703
40,17,Huaneng Tongliao Nugusitai Jingguan,43.2867,122.2511
40,17,Huaneng Tongliao Zhurihe Phase 1,44.2661,121.3953
40,17,Huaneng Tongyu Xinhua 1A,44.6119,122.7686
40,17,Huaneng Tongyu Xinhua 1B,44.5708,122.7111
40,17,Huaneng Tongyu Xinhua 1C,44.5531,122.67
40,17,Huaneng Tongyu Xinhua 1D,44.55,122.78
40,17,Huaneng Tongyu Xinhua 1E,44.5078,122.7781
40,17,Huaneng Tongyu Xinhua 1F,44.5147,122.9178
40,17,Huaneng Tuokexun Baiyanghe First Stage,43.0639,88.595
40,17,Huaneng Tuokexun Baiyanghe Third Stage,43.081,88.7558
40,17,Huaneng Weichang Yudaokou Phase 1,42.3321,117.0282
40,17,Huaneng Wuchuan Lihanliang Phase 2,41.1325,110.8583
40,17,Huaneng Wuchuan Shilatu,41.1078,110.8744
40,2,Huaneng Wuhai Cogen power station,39.707,106.8297
40,2,Huaneng Wuhai Haibowan power station,39.3174,106.865
40,17,Huaneng Wujiangyuan Baicaoping,26.9164,104.4964
40,2,Huaneng Wulashan power station,40.6512,108.7674
40,2,Huaneng Xinhua Daqing power station,46.1346,124.6006
40,2,Huaneng Xining power station,36.6292,101.6288
40,17,Huaneng Xinjiang Hami Santanghu Phase 1,44.2809,93.5486
40,17,Huaneng Xinjiang Hami Santanghu Phase 2,44.2731,93.525
40,2,Huaneng Yakeshi Huiliuhe power station,49.2836,120.8357
40,2,Huaneng Yangliuqing power station,39.1512,117.038
40,2,Huaneng Yangluo power station,30.6931,114.5437
40,2,Huaneng Yantai power station,37.5326,121.3159
40,17,Huaneng Yi County Laolongkou Wind,41.662,121.4833
40,2,Huaneng Yichun power station,47.7384,128.7506
40,2,Huaneng Yimin power station,48.5497,119.7739
40,2,Huaneng Yingcheng power station,30.9149,113.6611
40,2,Huaneng Yingkou Coastal power station,40.5815,122.1921
40,2,Huaneng Yingkou power station,40.3042,122.1054
40,2,Huaneng Yueyang power station,29.4498,113.1623
40,2,Huaneng Yuhuan power station,28.1142,121.1398
40,17,Huaneng Yunnan Eryuan Dalongtan,26.0867,100.1025
40,17,Huaneng Yunnan Eryuan Ganhaizi,26.1572,100.1017
40,17,Huaneng Yunnan Eryuan Huangcaopo,26.1711,100.1133
40,2,Huaneng Yushe power station,36.9775,112.9547
40,17,Huaneng Zhanjiang Nansan (Haifeng) Wind,21.1621,110.59
40,17,Huaneng Zhenlai Mali Phase 2,45.8369,123.0028
40,2,Huaneng Zuoquan power station,37.0694,113.3526
40,17,Huangang,32.52,121.14
40,2,Huangdao power station,36.039,120.2193
40,6,Huangfeng Dam,35.8747,102.4334
40,13,Huanghua A,38.39,117.577
40,2,Huanghua Cangzhou power station,38.3094,117.879
40,2,Huangjiaozhuang Coal,28.7166,104.5543
40,2,Huangling waste coal power station,35.6603,108.9229
40,6,Huanglongdai,23.77,113.74
40,6,Huanglongtan,32.68,110.52
40,13,Huangshi,30.09,114.935
40,4,Huangshi Landfill Gas,30.1997,114.99
40,2,Huangshi power station,30.2287,115.0752
40,6,Huangshui Huanghui,36.1794,103.1797
40,2,Huangtai power station,36.7078,117.088
40,6,Huanren,41.2897,125.3975
40,2,Huantai power station,36.9788,118.0399
40,2,Huarun Cangnan power station,27.4974,120.663
40,6,Huashan,23.9,112.57
40,13,Huashuxiang A,28.88,118.733
40,2,Huawei Hetian power station,37.1667,79.906
40,2,Huayi Jinlong Cogen power station,44.4505,84.9699
40,2,Huayin Zhuzhou power station,27.8581,113.1195
40,2,Huayingshan power station,30.8882,107.0508
40,2,Huaze Aluminum power station,35.6586,110.6691
40,6,Hubei Baokang Siping,31.9874,111.1003
40,6,Hubei Chibi Lushuihe Jiedi Small,29.8206,113.7139
40,6,Hubei Dahebian,29.724,109.0675
40,6,Hubei Donggou,31.54,109.58
40,6,Hubei Enshi Laodukou,30.36,109.7261
40,6,Hubei Enshi Qinglonghu,30.1917,109.8611
40,2,Hubei Ezhou power station,30.5519,114.6425
40,6,Hubei Fang County Sanliping,31.9403,110.9719
40,6,Hubei Laifeng Jinlongtan,29.1475,109.2189
40,17,Hubei Lichuan Qiyueshan Wind,30.4156,108.7553
40,6,Hubei Lichuan Yunkou,30.3272,108.9378
40,17,Hubei Longganhu,29.864,116.054
40,6,Hubei Longtanzui,31.6853,110.7678
40,6,Hubei Province Fang County Fanjiaya,32.4361,110.7569
40,6,Hubei Province Zigui County Guanyintang,30.9647,110.471
40,6,Hubei Shenhe Hydro,32.0875,110.2183
40,6,Hubei Shiyan Longbeiwan,31.8806,110.0644
40,6,Hubei Shiyan Zhuxi Baishahe,32.0942,109.9196
40,6,Hubei Tianzhaihe,29.7553,109.1094
40,2,Hubei Xingfu power station,30.1919,112.6051
40,6,Hubei Xuanen Jintan,29.7967,109.8386
40,13,Hubei Zaoyang,32.23,112.8
40,13,Huhewenduer II,40.911,106.664
40,13,Huhewenduer III,40.909,106.663
40,13,Huhewenduer IV,40.907,106.663
40,6,Huhhot,40.98,111.7
40,4,Huian Waste Incineration,24.9469,118.8506
40,13,Huineng,38.688,100.391
40,2,Huineng power station,34.7337,111.0823
40,2,Huinong - Yinglite Coal,39.3075,106.7298
40,13,Huinong J,39.323,106.734
40,13,Huinong K,39.334,106.735
40,13,Huinong L,39.339,106.734
40,13,Huinong M,39.364,106.753
40,17,Huitengliang (Beifeng),43.49,115.96
40,17,Huitengliang Wind,43.5623,116.3
40,17,Huitengxile,24.7,108.33
40,17,Huitengxile Jingneng Wind,41.09,112.37
40,17,Huitengxile Wind,41.11,112.35
40,13,Huixian A,35.559,113.703
40,6,Huizhou,23.27,114.31
40,2,Huizhou Cogen power station,22.7531,114.6271
40,4,Huizhou LNG Gas,22.76,114.61
40,4,Huizhou Landfill,23.1091,114.3479
40,17,Hulunbuir City Zhaluomude Datang Wind,49.1917,120.1667
40,4,Hunan Changsha Qiaoyi Landfill,28.4211,112.9838
40,17,Hunan Chenzhou Xiangdian Luhejin Wind,25.4422,112.7019
40,6,Hunan Daxing Small,27.9023,110.9306
40,6,Hunan Dongping,28.2,111.2
40,6,Hunan Dongtan,28.9669,110.0031
40,6,Hunan Gaojiaba,29.1367,109.6911
40,6,Hunan Gaoyongdong Small,26.8186,109.7239
40,6,Hunan Guiyang County Datan,26.1019,112.6917
40,17,Hunan Huashun,29.05,112.89
40,6,Hunan Huitong Changzhai,26.875,110.0417
40,6,Hunan Huitong Gaoyi,26.95,110.0167
40,6,Hunan Jinqiao Cascade Small,26.3569,110.5965
40,6,Hunan Laopokou,25.4,113.3014
40,6,Hunan Lengshuijiang Langshitan,26.7525,111.9678
40,2,Hunan Lianyuan power station,27.7662,111.8937
40,17,Hunan Linwu Sanshiliuwan Wind,25.3736,112.4844
40,6,Hunan Lizitang,26.7339,111.1075
40,6,Hunan Longhui Yuanmushan,27.085,111.0758
40,4,Hunan Loudi Miaopu Landfill Gas,27.7089,111.9908
40,6,Hunan Luxi County Nengtan,28.228,109.968
40,6,Hunan Mayang Jinjiang Small,27.8878,110.0497
40,6,Hunan Qingxijiang,26.4792,110.3289
40,6,Hunan Sangzhi Mishuihe,29.6361,109.7989
40,6,Hunan Shanyangxi Small,29.5244,110.1075
40,6,Hunan Shimen Zhongjundu Hydro,29.8153,110.9117
40,6,Hunan Shuangpai Wulipai,26.0594,111.6577
40,6,Hunan Taizhou,26.2794,111.5442
40,6,Hunan Taojiang Baizhuzhou Hydroelectric,28.5506,111.8539
40,6,Hunan Taoliao Small,26.075,113.729
40,6,Hunan Taoshui Hydro,26.706,113.6749
40,6,Hunan Tongba Small,26.9,113.29
40,6,Hunan Tongxi Small,27.7103,110.5853
40,6,Hunan Wutong Small,28.0,110.9167
40,6,Hunan Xiaohe Small,29.0753,109.5256
40,6,Hunan Xiaoshanyang Small,27.6839,110.6197
40,6,Hunan Xinhua Pingyouqiao,28.0481,110.9022
40,6,Hunan Xinhuang Shanmutang,27.341,109.303
40,6,Hunan Xupu Zhuxijiang Hydro,27.9119,110.7919
40,6,Hunan Yaorenping,26.2613,110.5058
40,6,Hunan Yuanling Yixi River,28.5081,110.8014
40,6,Hunan Yuanshui Taoyuan,28.8975,111.4925
40,6,Hunan Yuzitang Small,27.0542,110.1906
40,6,Hunan Zaoshi,29.6628,111.2369
40,6,Hunan Zhugaotan,28.5944,109.4644
40,6,Hunan Zishui First Cascade,27.0828,111.2986
40,6,Hunanzhen,28.69,118.84
40,2,Hunjiang power station,41.9655,126.4524
40,13,Hunyuan A,39.654,113.494
40,13,Huolin Gol A,45.565,119.594
40,17,Huolinhe Dongshan,45.4986,119.6994
40,2,Huolinhe Zhanute power station,45.4098,119.5971
40,13,Huoqiu A,32.05,116.176
40,13,Huoqiu B,32.266,116.142
40,2,Huozhou power station,36.5183,111.6823
40,2,Huxian-2 power station,34.0749,108.6185
40,13,Huzhou,30.95,119.85
40,4,Huzhou Municipal Solid Waste Incineration,30.8636,120.0964
40,13,Ili Kazakh I,43.992,80.826
40,2,Ili Nangang Khorgas Cogen power station,44.1485,80.4372
40,2,Ili Xintian Chemical power station,44.062,81.1886
40,2,Inner Hangjin power station,39.92,109.1155
40,13,Inner Mongolia Alashan,38.83,105.61
40,17,Inner Mongolia Bayanur Wuliji Wind,41.3633,106.4625
40,17,Inner Mongolia Bayinxile Wind,41.1611,112.7433
40,17,Inner Mongolia Beijing Energy Shangdu Jiqingliang II,41.865,113.34
40,17,Inner Mongolia Chayouhouqi Hongmu Wind,41.2681,113.0069
40,17,Inner Mongolia Chifeng Chaganhada Wind,43.755,119.1022
40,17,Inner Mongolia Chifeng Daheishan Wind,42.7,117.92
40,17,Inner Mongolia Chifeng Dayuying,42.6111,118.1589
40,17,Inner Mongolia Chifeng Dongshan Wind,42.37,117.56
40,17,Inner Mongolia Chifeng Gaofeng Wind,42.5339,118.7239
40,17,Inner Mongolia Chifeng Mazongshan Wind,42.71,117.87
40,17,Inner Mongolia Chifeng Saihanba West,42.16,118.56
40,17,Inner Mongolia Chifeng Songshan Laoshuiquan Wind,42.6458,118.08
40,17,Inner Mongolia Chifeng Toudaogou Wind,42.5986,117.675
40,17,Inner Mongolia Chifeng Wenggenshan,43.5584,118.7946
40,17,Inner Mongolia Chifeng Yihegong,42.7405,118.4533
40,17,Inner Mongolia Chifeng Yikesong Wind,42.6036,117.6458
40,17,Inner Mongolia Damao Banner Mandula Nuoer Wind,42.1333,110.2325
40,17,Inner Mongolia Datang International Hongmu Phase 2,41.4536,113.1894
40,17,Inner Mongolia Datang International Zhuozi Phase 4,41.0586,112.6588
40,17,Inner Mongolia Donghao Phase 1,49.5092,117.5406
40,17,Inner Mongolia Eergetu Phase 1,46.2961,122.4294
40,13,Inner Mongolia Erdos,40.25,107.09
40,17,Inner Mongolia Goldwind Damao Phase 2,41.7631,109.5986
40,17,Inner Mongolia Goldwind Damao Phase 3,41.735,109.5533
40,17,Inner Mongolia Guyang Huaishuo I,41.1833,110.2111
40,17,Inner Mongolia Hailisu Phase 1,41.36,106.49
40,17,Inner Mongolia Hangjin Yihewusu Wind,40.1403,107.5745
40,17,Inner Mongolia Huade Phase 1,41.9,113.925
40,17,Inner Mongolia Huade Sansheng Phase 1,41.5722,113.7655
40,17,Inner Mongolia Hulunbeier Eerguna Hulutou Wind,50.246,120.212
40,17,Inner Mongolia Jingneng Huitengxile Phase 2,41.1242,112.5125
40,17,Inner Mongolia Jingneng Saihan Phase 2,42.62,112.85
40,17,Inner Mongolia Jingneng Shangdu Jiqingliang Phase 1,41.86,113.39
40,17,Inner Mongolia Jingneng Wengniuteqi Qigan Phase 1,42.8722,119.17
40,17,Inner Mongolia Jingneng Wengongwula,42.5458,113.9497
40,17,Inner Mongolia Jingneng Zheligentu Phase 2,42.5319,115.3789
40,17,Inner Mongolia Jinjie Baiyun Phase 1,41.6417,109.9389
40,17,Inner Mongolia Keyouqianqi Chaersen Wind,46.3667,122.1
40,17,Inner Mongolia North Long Yuan Huitengxile,41.143,112.6233
40,17,Inner Mongolia Saiwusu I Wind,41.5356,106.9533
40,17,Inner Mongolia Saiwusu Ii Wind,41.5342,106.9903
40,17,Inner Mongolia Shangdu Changshengliang,41.4645,113.5807
40,17,Inner Mongolia Siziwangqi Wulanhua,41.679,110.646
40,17,Inner Mongolia Tianrun Danaobao,41.8167,113.6083
40,17,Inner Mongolia Tongliao Baolongshan Wind,44.0422,122.6869
40,17,Inner Mongolia Tongliao Naimanqi Dongxing Fengying Yongxing Phase One Wind,42.9817,120.8933
40,17,Inner Mongolia Tongliao Phase 3,44.2128,122.8542
40,17,Inner Mongolia Tongliao Phase 4,44.2328,122.8539
40,17,Inner Mongolia Tongliao Zhalute Qi Beishala Wind,45.3672,119.5936
40,17,Inner Mongolia Tongliao Zhalute Qi Dangxiaogou Wind,45.4383,119.7314
40,17,Inner Mongolia Tongliao Zhalute Qi Phase 1 North Wind,45.4417,119.7833
40,17,Inner Mongolia Tongliao Zhalute Qi Phase 2 North Wind,45.405,119.6383
40,17,Inner Mongolia Tuquan Tianyuan Phase 1,45.3802,121.8709
40,17,Inner Mongolia Urad Houqi Wuliji Wind,41.5111,106.7055
40,17,Inner Mongolia Urad Middle Banner,41.6778,109.9572
